Origin,Sample_TopSchool,SC_Sample_Prob,SG_Sample_Prob,MI_Sample_Prob,OC_Sample_Prob,RY_Sample_Prob,YK_Sample_Prob,YG_Sample_Prob,SC_Family_Prob,SG_Family_Prob,MI_Family_Prob,OC_Family_Prob,RY_Family_Prob,YK_Family_Prob,YG_Family_Prob,SC_NonFam_Prob,SG_NonFam_Prob,MI_NonFam_Prob,OC_NonFam_Prob,RY_NonFam_Prob,YK_NonFam_Prob,YG_NonFam_Prob,Grav_Pred,SG_Norm_Grav,MI_Norm_Grav,OC_Norm_Grav,RY_Norm_Grav,SC_Norm_Grav,YG_Norm_Grav,YK_Norm_Grav,HZ_Pred,MI_Norm_HZ,OC_Norm_HZ,RY_Norm_HZ,SC_Norm_HZ,SG_Norm_HZ,YG_Norm_HZ,YK_Norm_HZ,Dist_Pred,MI_Norm_Dist,OC_Norm_Dist,RY_Norm_Dist,SC_Norm_Dist,SG_Norm_Dist,YG_Norm_Dist,YK_Norm_Dist,Zone,Resid_SG,Resid_MI,Resid_OC,Resid_RY,Resid_SC,Resid_YG,Resid_YK
597,SG,1.519375064,1.097523852,0,0,1.144161926,1.052174532,0,1.165338924,1.496679232,0,0,0.965046296,0.910063305,0,,,,,,,,SG,0.763877079,0.172904345,0.733529994,0.807285453,3.040595414,2.0809083,1.098114833,SG,0,0,1.060264187,1.45485687,1.147598507,0,1.055655536,SG,0,0,1.008552305,1.895571419,1.099699986,0,1.042450195,597,-0.151313345,0.027693567,0.022755924,-0.048585183,0.060730974,0.034407792,0.054310271
598,YK,0,0,0,0,0,4.734785394,0,0,0,0,0,0,4.095284872,0,,,,,,,,SG,0.724092892,0.166172736,0.695325721,0.765239766,2.839150913,1.988940454,1.300041848,YK,0,0,0.082284931,0.254071082,0.123423328,0,4.334496183,YK,0,0,0.221519314,0.26836332,0.012160065,0,4.414838932,598,0.241742552,0.02872458,0.023252998,0.173281046,0.177939338,0.035447151,-0.680387665
599,RY,0,0,0,0,5.148728666,0,0,0,0,0,0,4.342708333,0,0,,,,,,,,YK,0.688743621,0.168945148,0.661380827,0.727882434,2.685511139,1.938443963,1.464790832,RY,0,0.014032656,4.235388972,0.014863452,0.009126149,0,0.815206529,RY,0,0.147828926,4.748580831,0.489193834,0.029857009,0.026672681,0.116874088,599,0.23159036,0.028902277,0.022276468,-0.833995932,0.169766763,0.034572885,0.346887179
600,YK,2.036609129,0.57795139,0,2.060113351,1.205021603,1.511101721,0,1.668553459,0.765347334,0,2.461038961,1.085677083,1.20997053,0,0,0.611965812,0,0,0,3.955801105,0,YK,0.651393023,0.157373427,0.625514111,0.688409335,3.14548824,1.805672312,1.436039227,YK,0,1.976067151,1.15504802,2.027820409,0.569316991,0,1.588985588,YK,0,1.964287415,1.222206758,2.116396615,0.5878977,0,1.462658677,600,0.058480399,0.023766129,-0.046206307,-0.09131661,0.017527559,0.030008533,0.007740298
601,SG,4.16176648,0.751565246,0,1.403265616,0.671573304,0.823440938,1.971459056,3.192015313,1.024899909,0,1.569358178,0.566440217,0.712223456,1.726293996,,,,,,,,SG,0.687934371,0.157742914,0.660603707,0.727026525,3.383313773,1.889620151,1.234091605,SG,0,1.40376641,0.628950679,4.218875089,0.768760506,1.966149796,0.810374245,SC,0,1.516698544,0.69941978,4.188171771,0.755536373,1.825986461,0.779625842,601,-0.022622369,0.027015222,-0.023529198,0.028614987,-0.121858067,-0.01205907,0.124438495
602,YK,3.906964451,0,0,0,1.471065333,2.02919374,0,2.996585804,0,0,0,1.24077381,1.755122088,0,,,,,,,,SG,0.719156971,0.164136271,0.690586509,0.760024063,3.164168162,1.975384317,1.204486796,YK,0,0,1.483893363,4.117179895,0,0,1.944609445,YK,0,0,1.486567241,4.228070558,0,0,1.903754381,602,0.241816193,0.028617317,0.023260098,-0.112380336,-0.091948839,0.035457973,-0.124822406
603,RY,0,0.823142889,0,0,2.574364333,0.789130899,0,0,0.841882068,0,0,2.171354167,1.023821218,0,0,0.917948718,0,0,3.388012618,0,0,SG,0.753469462,0.168921273,0.736199436,0.796285673,3.328900534,2.032973765,1.034169506,RY,0,0,2.580200302,0,0.815462004,0,0.798491153,RY,0,0,2.691130144,0,0.774420669,0,0.775170798,603,-0.086296767,0.024231544,0.02136329,-0.23452858,0.179689264,0.034038447,0.061502802
604,YK,0,0,0,0,0,4.734785394,0,0,0,0,0,0,4.095284872,0,,,,,,,,SG,0.736435743,0.163871597,0.724880975,0.778284729,3.79733473,1.972200792,0.930710075,YK,0,0,0.901763049,0,0.269451905,0,3.388885068,YK,0.052638628,0,0.17632615,0.568100116,0.161972628,0.113358896,4.037717236,604,0.250235294,0.029065521,0.024512429,0.179368765,0.225378744,0.036013341,-0.744574095
605,SC,13.67437558,0,0,0,0,0,0,10.48805031,0,0,0,0,0,0,,,,,,,,SG,0.704925224,0.156741142,0.693864853,0.744982891,3.680408932,1.886385432,1.077890689,SC,0,0,0.175868532,8.95861731,0.096051805,0,1.286947478,SC,0.08017017,0.030170211,0.425989419,10.20204543,0.216053213,0.062898932,0.361228736,605,0.240485496,0.027917473,0.023557363,0.172379988,-0.781405726,0.034590864,0.28247454
606,RY,2.930223338,0.705551048,0,0,1.471065333,1.01459687,0,2.420319303,1.036162545,0,0,1.002163462,0.94506574,0,0,0,0,0,6.776025237,0,0,SG,0.692898429,0.147352649,0.682026763,0.732272667,3.654805633,1.773392958,1.137860075,RY,0,0,1.529813261,2.567103668,0.670574344,0,1.153366123,RY,0,0,1.538059148,2.587647797,0.692779549,0,1.096094343,606,0.005284349,0.021154637,0.019423505,-0.156557484,0.037415249,0.028961353,0.044318391
607,SG,4.558125193,0.823142889,0,0,0.686497155,0.946957079,0,3.227092404,1.295203181,0,0,0.668108974,0.630043827,0,11.26573427,0,0,0,0,2.966850829,0,SC,0.656734832,0.149437022,0.646431158,0.694054705,3.87453849,1.790121285,1.169109928,SC,0,0,0.574872915,4.850637927,0.845352938,0,0.905739132,SG,0,0,0.687199441,4.514212186,0.839587744,0,0.92998552,607,-0.06997756,0.022799886,0.019890231,0.017569685,-0.112612125,0.031594888,0.090734994
608,SC,5.982539315,0,0,0,1.93077325,0.591848174,2.833972393,4.033865506,0,0,0,2.004326923,0.630043827,0,15.02097902,0,0,0,0,0,18.51724138,YK,0.636732828,0.149552725,0.626742405,0.672915431,3.716596553,1.715939178,1.292188203,SC,0,0,1.954227297,5.944471062,0,3.066607445,0.559169182,SC,0,0,2.041199202,5.81024264,0,3.138429362,0.518166824,608,0.205907438,0.022864795,0.020052697,-0.226559529,-0.184529973,-0.029375826,0.191640397
609,RY,0,0,0,0,5.148728666,0,0,0,0,0,0,4.342708333,0,0,,,,,,,,SC,0.609865303,0.13929285,0.600296439,0.64452115,4.173603538,1.598220681,1.230829035,RY,0,0,3.942084322,2.197759839,0,1.082354848,0.235634159,RY,0,0.55202437,3.747527851,1.935721398,0.168322645,0.483472547,0.164098061,609,0.216194141,0.025598753,0.021177842,-0.845032054,0.239877174,0.030621234,0.311562911
610,,,,,,,,,,,,,,,,,,,,,,,SC,0.638565704,0.138267487,0.6285471,0.674853088,4.336136783,1.656321876,1.081725884,RY,0,0,3.942084322,2.197759839,0,1.082354848,0.235634159,SC,0,0.431828867,1.080324608,3.808638788,0.658883615,0.735850916,1.019060597,,,,,,,,
611,,,,,,,,,,,,,,,,,,,,,,,SC,0.676935492,0.143957942,0.666314271,0.715402631,4.064934903,1.732537686,1.049563349,SC,0,0.023907488,1.34183633,6.842939709,0.580959225,0,0.014028994,SC,0.06500613,0.758888171,0.777838478,4.833240645,0.634141263,0.403889381,0.957049493,,,,,,,,
612,SC,6.837187789,0.617357167,0,0,1.287182166,0,0,5.244025157,0.841882068,0,0,1.085677083,0,0,,,,,,,,SC,0.695649988,0.146207816,0.684735774,0.735181267,4.4223903,1.759614774,0.865516824,SC,0,0.023907488,1.34183633,6.842939709,0.580959225,0,0.014028994,SC,0.024053305,0,1.276671047,6.459063975,0.669403062,0,0.033574804,612,-0.007520124,0.02700474,0.023752744,-0.076190322,-0.245179637,0.033459928,0.244672672
613,RY,1.709296947,0.514464306,0,1.344796215,1.716242889,1.380979073,0,1.498292902,0.801792446,0,1.718820862,1.24077381,1.170081392,0,0,0,0,0,4.517350158,1.977900552,0,SC,0.66202904,0.126041024,0.651641716,0.699649113,5.140354133,1.516908435,0.750316536,RY,0,1.274606206,1.654969933,1.759087539,0.518559848,0,1.422530045,RY,0,1.232067021,1.603518512,1.845115375,0.563114276,0,1.360871197,613,0.027909652,0.022186222,-0.021699976,-0.18608243,0.17546303,0.029602336,-0.047378834
614,SC,6.837187789,1.234714333,0,0,0,0,0,5.244025157,1.683764136,0,0,0,0,0,,,,,,,,SC,0.643490501,0.127630514,0.633394628,0.680057742,4.801075932,1.536036615,0.921555699,SC,0,0.20999575,0.267611556,6.293892756,1.072161875,0,0.222886007,SC,0,0.012413504,0.185517755,6.300532298,1.120429865,0.188121786,0.212875352,614,-0.270400573,0.02450141,0.022491006,0.164576967,-0.228505544,0.030358204,0.256978529
615,SG,0,1.234714333,0,0,1.287182166,1.183696348,0,0,1.122509424,0,0,1.447569444,1.365094957,0,0,1.835897436,0,0,0,0,0,SC,0.617953405,0.123085002,0.608257643,0.653068863,4.927603056,1.475078595,0.962946814,SG,0,0,1.304957539,0.136743756,1.160631473,0,1.262045773,SG,0,0,1.227447998,0.045581252,1.130728403,0.030229039,1.41906745,615,-0.302192219,0.018925991,0.01923777,-0.107210505,0.34767196,0.029146226,-0.005579223
616,SC,9.116250385,0.823142889,0,0,0,0,0,6.992033543,1.122509424,0,0,0,0,0,,,,,,,,SC,0.606331815,0.128258592,0.596818376,0.640786869,4.572234723,1.471615707,1.120056638,SC,0,0,0.03309897,8.793763028,0.846102696,0,0.037201885,SC,0,0,0.159142522,8.807570596,0.783477023,0,0.036586978,616,-0.116057242,0.024312894,0.021283827,0.155743488,-0.407721672,0.029083088,0.293355617
617,SC,8.790670015,0.176387762,0,0,0.367766333,1.01459687,0,6.742318059,0.240537734,0,0,0.310193452,0.877561044,0,,,,,,,,SC,0.572955861,0.121198516,0.56396664,0.605514875,5.188355963,1.390609622,1.018552389,SC,0,0,0.319115685,9.112883423,0.151267746,0,0.995933106,SC,0,0,0.335921553,9.277396345,0.170047535,0,0.887507761,617,0.139681503,0.023622925,0.020679834,0.079895219,-0.354934851,0.028257747,0.062797623
618,SC,5.469750231,0.329257156,0,0,1.029745733,0.946957079,3.022903885,4.195220126,0.44900377,0,0,0.868541667,0.819056974,2.646984127,,,,,,,,SC,0.574255141,0.114043398,0.565244993,0.606887429,5.554050309,1.370769185,0.892210403,SC,0,0,0.986402148,5.474097477,0.336187304,2.913199356,0.983478498,SC,0,0,1.105041682,5.468851859,0.268429312,3.415718345,0.953636909,618,0.12989887,0.021034817,0.019418094,-0.053242411,-0.125570559,-0.040529727,0.048990917
