Origin,Sample_TopSchool,SC_Sample_Prob,SG_Sample_Prob,MI_Sample_Prob,OC_Sample_Prob,RY_Sample_Prob,YK_Sample_Prob,YG_Sample_Prob,SC_Family_Prob,SG_Family_Prob,MI_Family_Prob,OC_Family_Prob,RY_Family_Prob,YK_Family_Prob,YG_Family_Prob,SC_NonFam_Prob,SG_NonFam_Prob,MI_NonFam_Prob,OC_NonFam_Prob,RY_NonFam_Prob,YK_NonFam_Prob,YG_NonFam_Prob,Grav_Pred,SG_Norm_Grav,MI_Norm_Grav,OC_Norm_Grav,RY_Norm_Grav,SC_Norm_Grav,YG_Norm_Grav,YK_Norm_Grav,HZ_Pred,MI_Norm_HZ,OC_Norm_HZ,RY_Norm_HZ,SC_Norm_HZ,SG_Norm_HZ,YG_Norm_HZ,YK_Norm_HZ,Dist_Pred,MI_Norm_Dist,OC_Norm_Dist,RY_Norm_Dist,SC_Norm_Dist,SG_Norm_Dist,YG_Norm_Dist,YK_Norm_Dist
2709,YG,6.793327154772938,0.0,0.0,0.0,0.0,0.0,22.90625,5.218158890290038,0.0,0.0,0.0,0.0,0.0,19.704761904761906,,,,,,,,SC,0.5597173961730058,0.1391707706368715,0.5492848343421053,0.5892284730373994,4.143188222205747,1.5509508059375001,1.38607676110074,YK,0.0,0.0,1.5621131472512109,0.0,0.05797879501851229,0.0,3.169064784587797,YK,0.16011099339919588,0.0,0.8595648374694161,0.8814646379624844,0.16452316368610148,0.8850142045454543,3.1688394375503184
2710,SG,3.396663577386469,1.5419892292157524,0.0,4.018640350877193,0.0,0.0,0.0,2.609079445145019,2.1095024469820554,0.0,4.517467248908297,0.0,0.0,0.0,,,,,,,,SC,0.54426147067654,0.13407049930726256,0.5341164924122807,0.5729576357217756,4.647848953401298,1.494112290875,1.26490871394271,YK,0.0,0.0,0.4941689552437543,0.0,0.22281010081582278,0.0,3.837220791760541,SG,0.0717495105763262,0.0,1.0406404142640442,1.050945959097025,1.1242366434426696,0.1963392857142857,1.2042158243302714
2711,SG,4.528884769848625,1.644788511163469,0.0,0.0,0.0,0.0,0.0,3.4787725935266915,2.2501359434475257,0.0,0.0,0.0,0.0,0.0,,,,,,,,SC,0.5474313539717267,0.134851476,0.5372277880701755,0.5762946483257602,4.550193788619092,1.502814283625,1.2881095251947217,YK,0.0,0.0,1.049521895441154,0.0,0.5480670288983986,0.0,2.7037990252425406,YK,0.0,0.0,0.9973050548426287,0.0,0.692573448093475,0.0,2.4755194108541385
2712,RY,0.0,0.8223942555817345,0.0,0.0,3.41605499242689,0.0,0.0,0.0,1.1250679717237628,0.0,0.0,2.8841261543822965,0.0,0.0,,,,,,,,SC,0.5520246808313699,0.13598285126256984,0.5417349986403509,0.5811301578608877,4.520348053030584,1.5154238993749998,1.282951059517219,SG,0.0,0.0,0.41468467568782136,0.0,1.6874942700068924,0.0,1.109268165586157,SG,0.0,0.0,0.36592455740306146,0.06793327154772938,1.891095590710199,0.0,0.7411972453395047
2713,YK,2.2644423849243127,0.41119712779086726,0.0,0.0,1.708027496213445,1.5727926188177233,0.0,2.087263556116015,0.6750407830342577,0.0,0.0,0.865237846314689,1.6331524420325605,0.0,0.0,0.0,0.0,0.0,6.734177215189873,0.0,0.0,SC,0.5187487728441602,0.12778584739664803,0.5090793664035088,0.5460992756938133,5.066864429304913,1.4240732246249999,1.2056150912133892,RY,0.0,0.0,3.1536287678300954,0.0,0.6894600984116298,0.0,0.49587904424724527,RY,0.0350997605746209,0.0,3.732589088064446,0.8967191844300278,0.4040746061130612,0.091625,0.1775851380140083
2714,OC,0.0,0.0,0.0,32.14912280701754,0.0,0.0,0.0,0.0,0.0,0.0,36.13973799126638,0.0,0.0,0.0,,,,,,,,SC,0.5249856209054191,0.1293220679776536,0.5151999485526315,0.5526649521775603,4.964431830027804,1.441196013,1.2201100423559705,RY,0.0,0.0,3.230368003195686,0.0,0.7503760157715055,0.0,0.308716722607936,RY,0.0350997605746209,0.035721247563352834,2.3618970223531566,1.8504807508421968,0.7229481883070743,0.091625,0.49345432229323444
2715,SC,13.586654309545876,0.0,0.0,0.0,0.0,0.0,0.0,10.436317780580076,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,SC,0.5340528728475261,0.13155577696089385,0.5240981827631579,0.562210789912618,4.815512262057461,1.4660875018750001,1.2411830869584808,RY,0.0,0.0,1.8754751918243706,0.0,0.7453535365677741,0.0,1.565939736692875,RY,0.7916945996275606,0.0,1.6062168572427222,2.237269076305221,0.4365151223734192,3.918604910714285,0.9959147547013655
2716,RY,0.0,0.0,0.0,0.0,5.124082488640335,0.0,0.0,0.0,0.0,0.0,0.0,4.326189231573445,0.0,0.0,,,,,,,,SC,0.5340527174150118,0.13155572782122904,0.5240985364035088,0.5622106259419782,4.81551087621872,1.4660884639375003,1.2411838749275828,YK,0.0,0.0,1.7772636107920972,0.0,0.69600988123287,0.0,1.7507428694039577,SG,0.0,0.0,1.6129879662455682,0.2717330861909175,0.8377847766504783,0.0,1.5365060462550004
2717,YK,0.0,0.0,8.189944134078212,0.0,0.0,2.359188928226585,0.0,0.0,0.0,6.346625766871165,0.0,0.0,2.0414405525407004,0.0,,,,,,,,SC,0.5343769817132279,0.1316356125363128,0.5244167484210526,0.562551987193289,4.586143124856349,1.46697727225,1.319743059098809,YK,0.0,0.0,1.7772636107920972,0.0,0.69600988123287,0.0,1.7507428694039577,SG,0.0,0.32149122807017544,1.5840180453357664,0.3633400735810374,0.8478243948355021,0.2290625,1.441392944572861
2718,,,,,,,,,,,,,,,,,,,,,,,SC,0.5340528629787951,0.13155577696089385,0.524098665,0.5622107796644529,4.81551219412419,1.4660875018750001,1.2411830680849694,YK,0.0,0.0,1.3633590082681304,0.0528369889815673,0.013706570926362245,0.0,3.418401777209307,YK,0.0,0.0,1.1104321580396377,0.0,0.0,0.0,3.695865335001156
2751,,,,,,,,,,,,,,,,,,,,,,,YK,0.6912475181656008,0.23542855995530726,0.6420878746491228,0.6054299302761271,0.5069478270620946,1.1319280116250001,2.3842156148760867,YK,0.0,0.0,0.7778789770173902,2.0481391232596047,0.4017796455199687,0.0,2.5224240357503955,YK,0.0,0.0,0.6354853374129849,1.9773954698375462,0.37069688081468627,0.0,2.7375558004202993
2752,,,,,,,,,,,,,,,,,,,,,,,YK,0.7261926553988557,0.21235792958659216,0.6854510294298246,0.7219764742327857,0.610492385301205,1.36312656525,2.1505763638493725,YK,0.0,0.0,0.7778789770173902,2.0481391232596047,0.4017796455199687,0.0,2.5224240357503955,RY,0.0,1.9932456140350876,2.264234450158952,0.07132993512511586,1.0613585292750556,0.91625,0.19193687066072004
2753,,,,,,,,,,,,,,,,,,,,,,,YK,0.7155866437697745,0.2158727096312849,0.6754394067982455,0.7114320399300944,0.6015767276367007,1.343218193625,2.1861730143031863,YK,0.0,0.0,0.4698498970833818,0.06227216558541859,0.0,2.3211666666666666,4.0250384436576905,YK,0.0,0.5123679463811043,0.16008875896327834,0.0,0.10298084951063746,0.0,4.298820105974917
2754,,,,,,,,,,,,,,,,,,,,,,,YK,0.72660800808482,0.21222028938547485,0.6858424450000001,0.7223894137923802,0.6108415623169602,1.3639062481875002,2.149182418197618,RY,0.0,0.0,2.273384597460096,0.0,0.01233591383372602,19.30233333333333,0.6133891213389122,RY,0.0,0.0,2.4253990446230924,0.9510658016682114,0.04934365533490408,19.31760416666667,0.07077566784679755
2755,RY,0.0,0.0,0.0,0.0,5.124082488640335,0.0,0.0,0.0,0.0,0.0,0.0,4.326189231573445,0.0,0.0,,,,,,,,YK,0.7254807251396838,0.21259388187709496,0.6847784054824562,0.7212686744704647,0.609893879592215,1.3617902146249998,2.1529658872288384,RY,0.0,0.0,2.5791215192823027,0.0,1.0707573207674184,2.8709166666666666,0.0,SG,0.0,0.9644736842105263,2.167059885820809,0.02090254509160904,1.3007272221215336,0.0,0.08650359403497478
2756,YK,0.0,0.0,0.0,0.0,0.0,4.71837785645317,0.0,0.0,0.0,0.0,0.0,0.0,4.082881105081401,0.0,,,,,,,,YK,0.6878126397038035,0.2250776171620112,0.6492236296491228,0.683819286857742,0.5782272470064875,1.2910839809374999,2.279390348870293,SG,0.0,0.0,0.738721892112315,0.0,2.026790642881185,1.5728958333333334,0.0,SG,0.0,0.3674185463659148,0.18275894209483862,0.31055209850390575,2.2222267634755015,0.0,0.13840575045595968
2757,,,,,,,,,,,,,,,,,,,,,,,YK,0.6659667823897679,0.21560622522905026,0.6286028286403509,0.6677839626214609,1.0077603693975905,1.7378495425,2.1465077868361764,SG,0.0,0.0,0.738721892112315,0.0,2.026790642881185,1.5728958333333334,0.0,YG,0.0,0.0,0.6160285836343159,4.866286685202349,0.12582632110400538,19.78336458333333,0.1829682079891285
2758,,,,,,,,,,,,,,,,,,,,,,,YK,0.7266075960652979,0.2122203549050279,0.6858420270614035,0.7223896751205872,0.6108412090639481,1.3639054693750001,2.1491831967299646,SG,0.0,0.0,0.738721892112315,0.0,2.026790642881185,1.5728958333333334,0.0,SG,0.032759776536312846,1.0884774436090225,0.652466503553536,1.7244102020932424,1.6371158438778766,0.0,0.21861817401566358
2759,,,,,,,,,,,,,,,,,,,,,,,YK,0.72660800808482,0.21222028938547485,0.6858424450000001,0.7223894137923802,0.6108415623169602,1.3639062481875002,2.149182418197618,YK,0.0,0.0,0.5246084452655582,0.543466172381835,0.9878717282941454,0.0,2.1573097613683387,SG,0.0,0.9644736842105263,2.272957590586043,0.02090254509160904,1.249738778275466,0.0,0.08650359403497478
2760,RY,0.0,0.0,0.0,0.0,5.124082488640335,0.0,0.0,0.0,0.0,0.0,0.0,4.326189231573445,0.0,0.0,,,,,,,,YK,0.725824766374958,0.21199152786592176,0.6851031437719299,0.7216107223488292,0.6248286968489342,1.3624360334374999,2.1468657324171225,YK,0.0,0.0,0.5246084452655582,0.543466172381835,0.9878717282941454,0.0,2.1573097613683387,SG,0.0,0.0,0.13094877470969746,0.2113479559262692,1.1776489931774348,0.6108333333333332,2.209286812675934
2761,,,,,,,,,,,,,,,,,,,,,,,YK,0.7266080278222821,0.21222028938547485,0.6858424450000001,0.7223894342887102,0.6108415759036145,1.36390501125,2.1491824795365306,RY,0.0,0.0,2.443577337261363,5.101788693234478,0.23673206071388503,0.0,0.2437828559167471,SC,0.0,0.0,2.4117348246533843,6.5578251467408135,0.04934365533490408,0.7635416666666667,0.0471837785645317
2762,SG,0.0,2.467182766745204,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.8292263610315187,0.0,0.0,0.0,0.0,0.0,YK,0.7266076996869741,0.21222019110614523,0.6858421556578946,0.7223891063474309,0.6108413041705283,1.363905652625,2.149183503424525,RY,0.0,0.0,2.6177961418751354,0.9737102255174543,1.029931320222468,0.0,0.0,RY,0.0,0.06429824561403509,2.468343735956458,0.0441566265060241,1.1703257681396357,0.0,0.1825001149478137
2763,YK,0.0,0.0,0.0,0.0,0.0,4.71837785645317,0.0,0.0,0.0,0.0,0.0,0.0,4.082881105081401,0.0,,,,,,,,YK,0.6730404421003031,0.217896100849162,0.6352802014473684,0.6691328517161831,0.9330603461909177,1.6090318018124998,2.169307215120695,SG,0.0,0.0,0.17934288710241175,4.6424303808641145,1.537818515491016,0.0,0.0,SG,0.0,0.0,0.1024816497728067,4.271870559159715,1.6421157298328282,0.0,0.0
2764,YK,0.0,0.0,0.0,0.0,0.0,4.71837785645317,0.0,0.0,0.0,0.0,0.0,0.0,4.082881105081401,0.0,,,,,,,,YK,0.6659664912622013,0.21560612694972067,0.628603150131579,0.6677836705487591,1.0077599346246524,1.7378487636875,2.1465088343160605,SG,0.0,0.0,0.17934288710241175,4.6424303808641145,1.537818515491016,0.0,0.0,OC,0.32759776536312846,14.467105263157896,1.0867324944658043,1.766265060240964,0.34643358016380577,0.0,0.2241229481815256
2765,,,,,,,,,,,,,,,,,,,,,,,YK,0.6744761154897342,0.2183611094972067,0.6366353512719298,0.6705601956378888,0.9158750491010195,1.5793978029375,2.1739346084969426,YK,0.0,0.0,1.4671346182653418,4.723788560836752,0.01233591383372602,0.458125,1.6561506276150624,SG,0.0,0.04018640350877193,2.0841595512724487,1.2363855421686747,1.074898663268741,0.0,0.30826735328827376
2766,SG,0.0,2.467182766745204,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.8292263610315187,0.0,0.0,0.0,0.0,0.0,YK,0.665966779922585,0.21560601229050277,0.6286034073245614,0.6677839626214609,1.0077603693975905,1.7378495425,2.1465077773994206,SC,0.0,0.0,1.4671346182653418,4.791721832384481,0.0,0.458125,1.6561506276150624,RY,0.0,0.04018640350877193,1.8313104808508511,3.8454005766656363,0.029811791764837874,0.0,1.633719609075258
2767,,,,,,,,,,,,,,,,,,,,,,,YK,0.6659668243318748,0.21560602867039108,0.628603471622807,0.6677840087382034,1.0077594998517148,1.737849634125,2.1465079236691342,YG,0.0,0.0,0.33648141675404875,5.62875678538329,0.0,20.510910714285714,0.3412959982834459,YG,0.0,0.0,0.6558825585459629,5.205953042940996,0.02713901043419724,21.84492708333333,0.004718377856453171
2768,,,,,,,,,,,,,,,,,,,,,,,YK,0.6659664098451701,0.21560609418994411,0.6286030536842105,0.6677842085774204,1.0077598123447638,1.7378485804375,2.1465085748052783,SG,0.0,3.8916339138301193,0.0,3.7520251631678327,1.4872062915239606,0.0,0.0,SG,0.0,4.6430680990549416,0.0,3.32709965094117,1.5067015185906127,0.0,0.0
2769,,,,,,,,,,,,,,,,,,,,,,,YK,0.653113048835409,0.20417360375418997,0.6252869038157894,0.6875484096260049,1.3379938934754403,1.8281139112499998,2.032690118352108,SG,0.0,0.18475307587149692,0.0,4.212039286015189,1.6881457771444313,0.0,0.0,SG,0.0,0.0,0.09361617372103216,4.954707768804154,1.4557553172733249,0.0,0.12743364956754077
2770,,,,,,,,,,,,,,,,,,,,,,,YK,0.6614075890037026,0.2141301843575419,0.6243000221929824,0.6632123330863334,1.0938749620759962,1.7259522653125,2.1318128425297718,RY,0.0,0.0,3.1483826833774398,0.0905776953969725,0.9348272988091236,0.0,0.0,RY,0.0,0.0,3.2422021937051637,0.2343697868396664,0.8370211248417242,0.0,0.050722561956871574
2771,,,,,,,,,,,,,,,,,,,,,,,YK,0.6531133300942444,0.20417350547486032,0.6252866144736842,0.6875487016987067,1.3379944641149215,1.8281146900625,2.032689103900869,RY,0.0,0.0,1.9636585811175113,1.7776460888509071,0.450980004886097,0.0,1.4303731833020532,YK,0.0,0.0,1.6844108736034622,2.3206515305310487,0.3778385382895649,0.0,1.63881586567779
2772,RY,0.0,1.233591383372602,0.0,0.0,2.5620412443201674,0.0,0.0,0.0,0.0,0.0,0.0,4.326189231573445,0.0,0.0,0.0,1.8292263610315187,0.0,0.0,0.0,0.0,0.0,YK,0.6636405596432178,0.2148528977877095,0.6264077186842105,0.6654513931632297,1.0516983866357739,1.7317792488125001,2.139010034348246,OC,0.0,18.96798245614035,0.8445881721292415,0.7660873263282902,0.18460970963663662,0.0,0.5377129448886769,OC,0.9991731843575419,18.646491228070175,0.9223348479552603,0.883132530120482,0.1007432963087625,0.0,0.34522797983049025
2773,,,,,,,,,,,,,,,,,,,,,,,YK,0.6531133226926961,0.20417368565363128,0.6252865823245614,0.6875486965746243,1.3379944505282668,1.8281146900625,2.0326890850273576,SC,0.0,7.07280701754386,0.9316883318630961,7.941722935698839,0.014489803550725797,0.0,0.03669849443908021,SC,0.232048417132216,3.2149122807017547,0.3070789434263744,8.906375391676598,0.1973746213396163,0.32068749999999996,0.393422839364262
2774,SG,0.0,2.467182766745204,0.0,0.0,0.0,0.0,0.0,0.0,3.375203915171289,0.0,0.0,0.0,0.0,0.0,,,,,,,,YK,0.6659664098451701,0.21560609418994411,0.6286030536842105,0.6677842085774204,1.0077598123447638,1.7378485804375,2.1465085748052783,RY,0.6142458100558659,0.32149122807017544,4.048025166025865,1.766265060240964,0.0,0.0,0.15334728033472805,RY,0.3412476722532588,0.9644736842105263,4.5091925900034955,0.13586654309545876,0.07401548300235611,0.0,0.1376193541465508
2775,,,,,,,,,,,,,,,,,,,,,,,YK,0.6539118856075397,0.2038601418324022,0.6260511206140351,0.6883893637958756,1.3396304195736795,1.83034992775,2.029567514760219,MI,6.923232774674114,0.32149122807017544,0.7686123732960503,0.2717330861909175,0.0,0.0,1.8747688016307262,YK,6.658424581005586,0.32149122807017544,0.33818944425026215,0.21738646895273403,0.05427802086839449,0.0,2.262462182169295
2776,,,,,,,,,,,,,,,,,,,,,,,YK,0.66280542321104,0.21458272791061453,0.6256194221929825,0.6770556311988815,1.0248805456533827,1.7619782532500001,2.1363182705568073,MI,6.923232774674114,0.32149122807017544,0.7686123732960503,0.2717330861909175,0.0,0.0,1.8747688016307262,SG,0.6551955307262569,0.24111842105263157,0.4511327624373762,3.6551335010371155,1.2395537417255693,1.0542328869047617,0.3303145355342008
2777,,,,,,,,,,,,,,,,,,,,,,,YK,0.6511254814641536,0.20495418732960893,0.6233834507017544,0.6854560469066759,1.3339220818721038,1.8225505786874998,2.0404595078532344,RY,0.0,0.0,4.2529884655714785,0.0,0.02467182766745204,0.0,0.7549404570325072,SG,0.8872439478584728,0.5740914786967418,0.9966534534439112,2.994551054701657,0.8850822367542327,1.9733172461219337,0.5249323027042693
2778,,,,,,,,,,,,,,,,,,,,,,,YK,0.6572463694681925,0.20119885224581005,0.629243528508772,0.6918996574973785,1.3863373562001855,1.8396834000000002,2.0030744883875125,RY,0.0,0.0,4.2529884655714785,0.0,0.02467182766745204,0.0,0.7549404570325072,SG,0.9145437616387336,0.8955827067669172,0.7449329011894549,2.181050127917598,1.0259172530226048,1.7614344336219336,0.7366695090126052
2779,YK,6.793327154772938,0.0,0.0,0.0,0.0,2.359188928226585,0.0,5.218158890290038,0.0,0.0,0.0,0.0,2.0414405525407004,0.0,,,,,,,,YK,0.6531133300942444,0.20417350547486032,0.6252866144736842,0.6875487016987067,1.3379944641149215,1.8281146900625,2.032689103900869,RY,0.0,0.0,4.2529884655714785,0.0,0.02467182766745204,0.0,0.7549404570325072,RY,0.0,0.6429824561403509,2.614603757150068,1.7084139488356356,0.3925953529622328,0.0,0.8723007443509536
2780,,,,,,,,,,,,,,,,,,,,,,,YK,0.6422464262234938,0.1925551196871508,0.6148832547807018,0.6761088442292904,1.7842968738276181,1.7976973890624999,1.91702002887673,RY,0.0,0.0,4.2529884655714785,0.0,0.02467182766745204,0.0,0.7549404570325072,YK,0.054599627560521405,0.24685933583959896,0.8884996366016987,2.485710755108345,0.6095997419499607,0.091625,1.8097600400529268
2781,,,,,,,,,,,,,,,,,,,,,,,YK,0.5704644467721306,0.17018877537430166,0.5461595859649123,0.600542160223698,3.1283370594439295,1.5967740718749999,1.6943476044158354,RY,0.0,0.0,4.2529884655714785,0.0,0.02467182766745204,0.0,0.7549404570325072,RY,0.08189944134078211,0.0,3.1718070604683675,1.5941674389867162,0.30099629754291485,3.6191875000000002,0.2720931230554661
2782,YK,0.0,0.0,0.0,0.0,0.0,4.71837785645317,0.0,0.0,0.0,0.0,0.0,0.0,4.082881105081401,0.0,,,,,,,,YK,0.5634799017031303,0.16810505702793296,0.5394726327192982,0.5931893580566235,3.2563846324374426,1.5772238165624999,1.6736026710910845,RY,0.0,0.0,2.613282069206571,0.0,0.02467182766745204,0.0,2.2648213710975216,YK,0.270268156424581,0.0,0.3599464611663143,1.3771583770981364,0.243223101088298,0.20615625,3.344431161585973
2783,RY,0.0,0.0,0.0,0.0,2.5620412443201674,2.359188928226585,0.0,0.0,0.0,0.0,0.0,0.0,4.082881105081401,0.0,0.0,0.0,0.0,0.0,6.734177215189873,0.0,0.0,YK,0.5392266241905083,0.1509888927821229,0.52917549372807,0.5676567980076896,3.9915059711214087,1.4941718471249998,1.503199318268426,RY,0.0,0.0,2.613282069206571,0.0,0.02467182766745204,0.0,2.2648213710975216,YK,0.25934823091247666,0.0,1.0424661151889394,2.94603954278653,0.47945585100415133,2.7258437499999997,1.462959267603619
2851,,,,,,,,,,,,,,,,,,,,,,,YK,0.6659666911040053,0.21560619246927376,0.6286033430263158,0.6677844904019573,1.0077602335310472,1.7378493134375,2.146507489578372,RY,0.0,0.0,2.613282069206571,0.0,0.02467182766745204,0.0,2.2648213710975216,SG,0.10919925512104281,0.0,2.24093207503204,0.4483595922150139,1.149707169303265,0.091625,0.25951078210492434
2852,,,,,,,,,,,,,,,,,,,,,,,YK,0.6659668169303266,0.21560622522905026,0.6286034394736841,0.6677839984900384,1.0077594862650603,1.737849634125,2.146507895358867,RY,0.0,0.0,4.406710940230688,0.0,0.1727027936721643,0.0,0.33028644995172196,YG,0.0,0.0,0.8466122956231308,4.146194006796416,0.22451363177381353,18.317364583333333,0.1829682079891285
2853,,,,,,,,,,,,,,,,,,,,,,,YK,0.6654254553517335,0.215430960424581,0.6280924613157894,0.6672417783292555,1.0179826963670067,1.7364385633125,2.1447630109172837,RY,0.0,0.0,4.355470115344285,0.0,0.29606193200942443,0.0,0.1415513356935951,RY,0.0,0.0,4.714155889549109,0.31249304911955517,0.07401548300235611,0.7788125,0.0471837785645317
2854,SG,0.0,2.467182766745204,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.8292263610315187,0.0,0.0,0.0,0.0,0.0,YK,0.6633228087075058,0.21475003208938545,0.626107767368421,0.6651327777140861,1.0577001145505096,1.7309500425625002,2.1379858774058578,RY,0.0,0.0,4.355470115344285,0.0,0.29606193200942443,0.0,0.1415513356935951,SG,0.16379888268156423,0.0,0.39675038697758025,1.02223399090869,1.7368966677886237,0.091625,0.6196802918141832
2855,,,,,,,,,,,,,,,,,,,,,,,YK,0.663322522514305,0.21475014674860332,0.6261075101754386,0.6651324907654667,1.0576996526042632,1.7309493095625,2.1379869343224978,SG,0.0,0.0,0.9223348479552603,0.0,1.4556378323796701,0.0,1.0852269069842293,SG,0.0,0.0,0.025620412443201675,0.4075996292863763,1.95318635700662,0.0,0.817852161785216
2856,,,,,,,,,,,,,,,,,,,,,,,YK,0.6604801133221139,0.21382990824581005,0.6234245694298245,0.6622829372527089,1.1113916648378128,1.7235319909375,2.1288234528999035,YK,0.0,0.0,0.4099265990912268,0.0,0.5181083810164928,0.0,3.3500482780817507,YK,0.0,0.0,0.025620412443201675,0.4075996292863763,0.7195949736340178,0.0,3.177041090011802
2857,,,,,,,,,,,,,,,,,,,,,,,YK,0.663322522514305,0.21475014674860332,0.6261075101754386,0.6651324907654667,1.0576996526042632,1.7309493095625,2.1379869343224978,YK,0.0,0.0,0.1024816497728067,0.0,0.3207337596768765,0.0,4.010621177985195,YK,0.5459962756052141,0.32149122807017544,0.10418967726902015,0.32607970342910103,0.27714686413104456,0.0,3.7747022851625363
2858,,,,,,,,,,,,,,,,,,,,,,,YK,0.659794391945473,0.21360791162011172,0.6227773111403508,0.6615953417476407,1.1243380208897127,1.7217426005,2.1266152379079495,YK,0.0,0.0,0.1024816497728067,0.0,0.5921238640188489,0.0,3.491599613775346,YK,0.5186964618249533,0.6429824561403509,0.1643976465105441,0.32607970342910103,0.3920764613485919,0.0,3.460143761398992
2859,YK,0.0,0.8223942555817345,0.0,0.0,0.0,3.1455852376354465,0.0,0.0,1.1250679717237628,0.0,0.0,0.0,2.721920736720934,0.0,,,,,,,,YK,0.656534550232245,0.21255253903910612,0.6197003828947368,0.6583266075428171,1.1859161212974978,1.7132359980624998,2.1161063346314775,SG,0.0,0.0,0.1024816497728067,0.0,1.5296533153820264,0.0,1.6986160283231413,SG,0.0,0.0,0.6273340989663952,0.8863674478132307,1.8479198922921578,0.091625,0.2893938418624611
2860,RY,0.0,0.0,0.0,0.0,5.124082488640335,0.0,0.0,0.0,0.0,0.0,0.0,4.326189231573445,0.0,0.0,,,,,,,,YK,0.6539216556512959,0.21170641953072625,0.6172340629385965,0.6557059724152395,1.235270689249305,1.7064176320625,2.107684591644673,SG,0.0,0.0,0.08967144355120588,0.0,1.5358212722988895,0.0,1.6986160283231413,SG,0.10919925512104281,0.0,1.4740277292322033,1.426598702502317,1.216732301133176,0.091625,0.49778886385580934
2861,YK,0.0,0.0,0.0,0.0,0.0,4.71837785645317,0.0,0.0,0.0,0.0,0.0,0.0,4.082881105081401,0.0,0.0,0.0,0.0,0.0,0.0,5.911111111111111,0.0,YK,0.6599567078996972,0.21366026174301678,0.6229305338596491,0.6617574933379937,1.1212795970713625,1.7221661828750001,2.127136444081107,SG,0.0,0.0,0.3544157054642898,0.0,1.5563811286884328,0.0,1.415513356935951,RY,0.0,0.32149122807017544,2.983924035884889,0.24455977757182581,0.9071008639066536,0.32068749999999996,0.07077566784679755
2862,,,,,,,,,,,,,,,,,,,,,,,YK,0.6443874128879166,0.20759957204469276,0.6169330185526316,0.6783627129045788,1.3201194269323449,1.803690168,2.066798026224654,SG,0.0,0.0,1.0393347314458814,0.0,1.942084034556266,0.0,0.0471837785645317,SG,0.16379888268156423,0.0,1.3322614470464869,1.630398517145505,1.2027515987882869,0.7024583333333332,0.5056528269498981
2863,,,,,,,,,,,,,,,,,,,,,,,YK,0.6648338298586335,0.21523921745251395,0.6275340310526316,0.666647917665152,1.0291597167747915,1.7348930786249999,2.142856111535243,SG,0.0,0.0,2.5492310380985668,0.0,1.239759340289465,0.0,0.0,YG,0.10009931719428924,0.42865497076023384,0.7612109208124587,3.8776958382982487,0.3931044541680691,14.194239583333331,0.36533725688537405
2864,,,,,,,,,,,,,,,,,,,,,,,YK,0.6590014171995962,0.2133511896312849,0.6220288474122807,0.6607995922334848,1.139317483892493,1.7196733414999998,2.124059368117155,SG,0.0,0.0,2.5492310380985668,0.0,1.239759340289465,0.0,0.0,RY,0.0,0.0,4.07022952347664,0.48459067037380293,0.25083024795242903,3.130520833333333,0.0
2865,,,,,,,,,,,,,,,,,,,,,,,YK,0.6443873906832716,0.20759955566480445,0.6169330185526316,0.6783626872841663,1.3201193725857274,1.8036917714375,2.0667979507306087,SG,0.0,0.0,2.5492310380985668,0.0,1.239759340289465,0.0,0.0,RY,0.0,0.0,2.4885960619829897,0.15851096694470185,1.1702670256928083,0.6108333333333332,0.07077566784679755
2866,,,,,,,,,,,,,,,,,,,,,,,YK,0.6443877434904073,0.20759967032402232,0.6169327935087718,0.678363061342188,1.3201188834661723,1.8036911300625003,2.0667971769166398,RY,0.0,0.0,2.5492310380985668,0.2717330861909175,1.1904156849545613,0.0,0.0,SG,0.0,0.0,0.30061283933356636,0.5094995366079703,1.1546415348367554,0.0,2.0564263491041737
2867,,,,,,,,,,,,,,,,,,,,,,,YK,0.565544701763716,0.17526888306145247,0.541448935745614,0.5953630194687172,3.0253936834847086,1.5830033383125,1.7449219715609914,SG,0.0,0.0,0.9078166142374462,0.2717330861909175,1.9807365645686077,0.0,0.0,SG,0.0,0.32149122807017544,0.0,0.13586654309545876,1.955888509560674,0.0,0.8834600824558986
2868,YK,0.0,0.0,0.0,0.0,0.0,4.71837785645317,0.0,0.0,0.0,0.0,0.0,0.0,4.082881105081401,0.0,,,,,,,,YK,0.5353337872635476,0.1607111918435754,0.5125252058333334,0.5635592383362461,3.742803636237257,1.498440655875,1.5999901823624074,SG,0.0,0.0,0.9248968891995805,0.2717330861909175,1.9560647369011557,0.0,0.03145585237635446,SG,0.0,9.323245614035088,0.08540137481067225,0.0,0.8592845121892582,0.0,1.628065045136175
2869,,,,,,,,,,,,,,,,,,,,,,,YK,0.5269515979602828,0.15819465132960892,0.5045001417982456,0.5547345844669695,3.896943128860056,1.474978242125,1.5749362753910525,SG,0.0,0.0,0.1708027496213445,1.838727216558542,1.6283406260518345,0.0,0.8084154060723099,SG,0.0,6.751315789473684,0.08540137481067225,0.0,1.1072363802471514,0.0,1.531338299078885
