Mode,Time.1,Time.2,Time.3
2,35.76266,60.89423,221.07705
2,2.168042,23.855996,19.46616
3,2.776623,26.813798,23.593725
1,29.16088,117.34191,285.39165
2,93.38274,175.21282,867.07305
2,18.30487,64.38888,223.7364
3,2.168042,23.855996,19.46616
2,14.23485,62.174552,181.78725
1,46.04814,98.189573,294.91305
2,11.27827,44.993718,74.18136
1,12.84653,55.432228,177.651
3,4.289724,29.3483,30.6678
2,8.932961,37.609636,94.252275
3,1.464106,25.325449,14.5986
2,78.55302,112.57535,563.77125
3,24.1312,81.882162,256.41615
2,23.56165,108.222362,220.21485
3,9.644531,45.354856,60.67656
1,66.32047,152.421856,412.84095
2,62.9307,108.07673,490.38525
2,33.87375,81.889028,221.18205
2,65.48768,162.39424,496.6329
2,53.6249,127.044329,366.5508
2,6.656314,44.190151,59.099565
3,3.618162,29.895442,34.55601
2,34.88186,70.895784,218.5206
2,47.96684,127.490498,334.04475
3,1.710853,20.776487,15.946485
2,54.60328,83.374648,412.29705
1,19.28054,81.263254,296.076
1,37.06254,92.906376,411.98355
2,33.60007,76.070727,205.96005
3,1.908999,17.573247,19.08999
2,12.25042,55.637858,155.89725
3,2.014925,20.126512,15.20709
2,5.848496,35.80122,44.581845
1,23.19752,56.483687,129.73509
2,13.53559,50.490273,88.175655
3,2.424763,17.100996,26.824515
3,2.168042,23.855996,19.46616
2,64.82115,147.448779,404.4789
2,93.38274,175.21282,867.07305
3,11.07215,46.064018,65.243415
1,6.390018,38.625988,78.21375
3,3.068723,25.742024,23.92764
2,12.56505,41.092905,74.442345
2,20.04374,46.728209,121.153275
2,38.36255,84.567437,250.5978
2,4.458424,41.395729,47.800875
3,1.464106,25.325449,14.5986
2,40.81802,113.97034,270.6438
2,50.94216,131.16038,370.60335
3,3.235257,24.180734,34.47531
2,11.34923,39.849031,65.27565
2,28.00275,96.577332,250.38615
3,43.3943,119.645507,398.8086
3,2.168042,23.855996,19.46616
2,3.892384,28.438384,39.42108
2,34.5015,80.38957,245.51145
2,36.27782,80.352112,226.86435
1,22.36391,107.75558,203.22825
2,36.84921,80.498114,243.82365
3,5.693951,38.521256,68.2008
1,9.900759,45.887638,110.07012
3,2.014925,20.126512,15.20709
2,34.08215,77.22779,400.92375
3,2.168042,23.855996,19.46616
3,3.068723,25.742024,23.92764
3,2.523888,24.493027,28.46901
2,38.79475,85.498938,262.81935
3,1.464106,25.325449,14.5986
3,25.51215,86.453819,283.74645
2,11.34923,39.849031,65.27565
2,41.5664,111.124566,272.93745
2,23.29298,69.476302,224.76795
2,49.11168,106.36576,343.0512
2,3.520931,24.122092,29.256285
2,12.03127,33.814446,63.855315
2,51.66085,107.55229,376.22325
2,35.38849,62.69698,223.5576
2,12.56505,41.092905,74.442345
2,70.90111,176.397772,420.819
2,42.89017,87.885214,289.60905
2,15.28662,51.499579,91.904235
2,17.88877,71.550267,225.87225
3,4.372437,25.162232,31.4544
3,15.85454,47.839853,92.782125
2,26.98867,101.771003,357.16875
2,77.75001,114.458118,581.1192
2,10.10178,57.471728,98.449605
3,2.510406,26.944984,21.925545
2,9.51093,33.826613,60.55161
2,6.41246,36.009248,56.021295
1,3.156252,24.272578,32.93961
3,2.014925,20.126512,15.20709
2,14.22119,74.749112,127.60605
2,7.175169,35.198069,80.321865
3,1.117177,20.195869,11.10171
2,3.892384,28.438384,39.42108
3,17.27627,40.339529,90.411075
2,68.95712,233.62688,489.5088
3,2.924953,24.128386,16.985265
2,10.10178,57.471728,98.449605
2,2.776623,26.813798,23.593725
3,15.6506,39.913033,81.811935
2,3.320328,31.447038,28.74147
2,35.58393,114.18188,373.4028
2,23.56165,108.222362,220.21485
3,1.908999,17.573247,19.08999
2,13.84817,63.557005,185.2554
3,1.710853,20.776487,15.946485
2,22.52986,92.27564,200.5575
2,48.86846,133.25235,509.6244
3,1.117177,20.195869,11.10171
2,17.36541,58.415311,101.76636
1,23.70735,98.21541,211.76265
3,16.95755,62.36549,116.842875
2,1.885362,20.435959,19.86384
3,28.61972,65.781362,174.55365
2,2.160512,11.333393,22.92318
3,5.499556,35.577191,46.45101
3,4.788604,29.702709,45.377115
3,3.44226,30.10613,27.6066
2,12.01931,52.160221,82.95414
3,1.710853,20.776487,15.946485
2,36.98357,73.25803,230.84145
3,9.349833,37.81105,52.35888
2,74.98688,150.689,563.4369
3,3.655377,29.778864,31.6746
3,6.632627,33.425859,41.7591
3,1.117177,20.195869,11.10171
3,1.15247,17.169234,11.262285
2,91.7504,161.44892,875.48655
3,23.67318,62.43955,149.462775
2,19.9148,40.306127,101.203755
3,2.924953,24.128386,16.985265
2,85.28256,107.98156,606.6633
2,51.19962,107.688717,321.70695
2,43.84943,113.443969,274.94445
3,4.108721,21.501513,41.469015
3,1.464106,25.325449,14.5986
2,45.45675,98.577094,319.4535
2,29.66096,118.94033,328.34415
3,14.06433,46.565209,78.516315
2,4.938513,35.602738,52.55676
3,1.710853,20.776487,15.946485
3,8.047787,42.190183,54.68511
3,3.792585,18.826039,22.92405
2,4.509122,33.099175,54.88461
2,20.734,86.528933,187.7664
3,2.168042,23.855996,19.46616
2,28.74674,58.22035,160.4496
3,1.117177,20.195869,11.10171
2,6.967558,34.540282,93.842415
3,19.43146,50.120877,105.2535
3,5.769032,30.167623,51.040995
3,16.866,68.524054,232.0476
3,3.892384,28.438384,39.42108
2,40.6925,116.478907,289.56795
2,75.19146,174.49441,868.86615
2,33.99152,70.74282,219.79785
2,106.7438,204.63217,1053.156
2,4.788604,29.702709,45.377115
1,17.88877,71.550267,225.87225
1,53.76604,138.580759,396.2493
2,6.699873,40.744312,74.513145
1,6.081243,33.845601,42.576225
2,85.12506,155.035394,646.23705
2,3.892384,28.438384,39.42108
3,3.320328,31.447038,28.74147
2,67.82096,112.18227,512.8704
3,6.632627,33.425859,41.7591
2,6.967558,34.540282,93.842415
2,12.40626,54.70485,123.498555
2,9.51093,33.826613,60.55161
2,40.81221,96.886543,425.11335
2,30.58207,78.020223,345.588
2,8.411788,40.810186,104.002785
1,26.7832,100.209411,242.9046
2,56.06792,160.04254,625.6179
1,9.82244,47.373209,121.260675
2,84.08524,98.111997,585.4197
1,71.01646,131.89885,526.87335
2,36.42569,92.518324,237.76005
2,23.8248,61.714171,151.02945
2,72.2401,309.44386,807.4122
2,31.24758,70.436807,211.1628
2,22.60608,67.353645,145.773885
2,35.36173,84.665019,217.99815
3,5.499556,35.577191,46.45101
2,5.704483,36.318,56.285505
2,77.23428,105.135135,575.9619
2,32.3888,80.910474,194.59395
3,3.44226,30.10613,27.6066
2,6.703013,35.563364,40.687425
3,58.51307,156.085789,431.4231
3,1.710853,20.776487,15.946485
2,78.21358,188.32219,539.0955
2,54.60328,83.374648,412.29705
2,3.792585,18.826039,22.92405
3,2.510406,26.944984,21.925545
1,7.685006,40.442318,99.89307
2,1.908999,17.573247,19.08999
2,39.94034,119.516938,277.43055
3,1.464106,25.325449,14.5986
3,1.117177,20.195869,11.10171
3,6.632627,33.425859,41.7591
3,3.792585,18.826039,22.92405
3,1.710853,20.776487,15.946485
3,2.07149,24.722109,19.03131
2,30.7205,65.741723,183.54345
2,54.85153,148.518997,422.94945
2,19.45782,61.836109,141.66516
2,29.58898,83.826682,203.3343
2,42.15467,121.086447,296.78295
3,1.464106,25.325449,14.5986
3,11.05736,37.31815,63.98427
3,11.34923,39.849031,65.27565
2,35.76266,60.89423,221.07705
2,11.05858,49.500135,180.5466
2,15.75918,42.637287,93.900495
2,13.00131,35.417331,71.57238
3,2.141326,19.940688,19.27866
3,2.924953,24.128386,16.985265
3,5.704483,36.318,56.285505
2,9.779487,42.05254,150.3852
2,13.53559,50.490273,88.175655
2,46.3576,104.210142,327.22335
3,3.792585,18.826039,22.92405
1,11.61484,48.886841,174.44835
2,65.48768,162.39424,496.6329
3,6.421951,29.986675,40.614885
2,13.0839,43.443395,85.07454
2,53.38454,156.342325,398.7672
3,2.845125,24.990155,27.043575
2,34.01865,66.904765,230.0409
2,12.86316,69.282847,126.177315
2,44.44707,97.717194,302.46405
2,33.04224,68.086047,193.965
3,2.168042,23.855996,19.46616
3,1.914187,23.859148,17.990325
2,47.76812,101.56075,451.92
2,39.45798,75.039989,249.8739
3,3.068723,25.742024,23.92764
2,7.62806,40.215032,56.57064
2,12.7142,74.451,145.13832
1,40.6925,116.478907,289.56795
2,81.44932,126.33692,547.95675
2,74.78468,119.798614,582.7098
3,3.520931,24.122092,29.256285
2,35.7557,79.914492,222.8856
3,2.845125,24.990155,27.043575
3,2.776623,26.813798,23.593725
3,2.168042,23.855996,19.46616
3,12.56505,41.092905,74.442345
2,44.36845,89.370525,308.3217
2,54.61469,155.730367,417.2214
3,1.710853,20.776487,15.946485
1,49.29926,141.43729,592.32
2,13.25632,61.139554,150.2139
2,47.43105,124.128164,441.5928
2,26.06481,99.519214,226.69215
2,5.409577,28.036397,39.21012
2,7.46774,29.520691,68.542395
3,1.117177,20.195869,11.10171
3,8.975986,48.053511,70.448985
2,56.01065,109.557953,371.3742
2,37.41712,88.860394,236.16075
3,2.924953,24.128386,16.985265
2,32.70525,77.232476,213.8331
2,99.4985,139.33581,916.51155
2,3.952706,25.654187,40.859745
3,1.049121,16.675728,10.49121
2,19.30037,44.767979,104.03547
2,22.60608,67.353645,145.773885
2,37.23716,93.37435,237.11775
2,49.41411,116.65255,473.74005
2,19.30037,44.767979,104.03547
1,95.13707,162.50771,775.33005
2,16.0968,53.408636,91.57806
1,58.34547,144.901482,659.5542
2,57.8518,137.826053,410.91795
2,41.26751,121.844611,316.86765
2,3.952706,25.654187,40.859745
2,35.551,76.002066,243.31305
3,2.595157,27.40234,23.80503
2,19.9148,40.306127,101.203755
2,34.76632,91.626523,384.76785
2,16.56267,51.0237,101.611635
2,29.06466,107.183925,388.7298
1,35.38849,62.69698,223.5576
3,3.618162,29.895442,34.55601
3,5.848496,35.80122,44.581845
2,67.71508,124.64318,495.53445
1,57.48794,115.481768,359.70585
1,16.23431,64.393991,209.04585
3,2.168042,23.855996,19.46616
3,1.710853,20.776487,15.946485
2,30.354,93.036443,212.2911
3,29.70739,68.75461,171.6285
3,1.464106,25.325449,14.5986
2,23.67318,62.43955,149.462775
3,11.07215,46.064018,65.243415
2,27.95714,83.972556,187.2723
2,85.93891,116.13206,641.57265
3,84.95065,106.249153,728.7027
2,5.036556,31.668754,51.91833
3,2.595157,27.40234,23.80503
2,76.39232,235.417686,536.6613
2,22.28621,86.914219,299.4351
3,1.464106,25.325449,14.5986
3,3.792585,18.826039,22.92405
2,56.137,282.68294,638.01795
2,39.1112,111.936309,267.12075
2,32.99067,146.37672,353.37975
3,1.464106,25.325449,14.5986
2,14.42905,42.452635,84.984615
2,52.30806,115.741767,387.57585
2,78.52783,170.45036,645.25155
3,2.168042,23.855996,19.46616
2,3.145816,20.714456,33.342495
3,2.168042,23.855996,19.46616
2,7.158202,41.998915,86.334555
2,30.71933,83.66451,179.37675
2,43.19952,89.589865,307.44465
3,13.50537,50.292203,88.417635
2,28.59184,50.628108,188.0475
2,34.67294,71.795076,239.8623
2,7.745217,50.79562,80.136195
2,28.61972,65.781362,174.55365
2,28.05695,68.035251,157.3353
2,35.04476,93.388034,228.08745
3,12.90346,47.048412,74.51466
2,7.464469,48.093509,68.508945
2,4.614781,24.989461,59.37669
2,11.05736,37.31815,63.98427
2,14.00681,58.218129,93.221055
1,42.27133,96.601526,303.9486
2,40.00968,96.542967,277.2057
2,13.45041,64.176452,197.5872
3,1.117177,20.195869,11.10171
2,20.58353,53.999261,126.996135
2,10.91149,42.701539,73.300215
2,53.31297,115.571646,357.56955
3,11.05736,37.31815,63.98427
3,3.068723,25.742024,23.92764
2,32.04898,67.73028,189.6813
3,2.523888,24.493027,28.46901
2,1.830796,27.798863,18.307965
2,29.58246,62.974813,181.27155
2,12.90346,47.048412,74.51466
3,1.914187,23.859148,17.990325
3,9.638221,34.536596,55.197585
2,22.30367,84.902006,316.1115
2,35.03658,86.366139,222.1536
1,26.29099,94.54513,347.80035
2,22.53018,38.097564,126.191955
2,32.43227,105.53583,276.3429
3,2.510406,26.944984,21.925545
3,19.43146,50.120877,105.2535
2,71.41673,117.60752,510.2058
2,6.41246,36.009248,56.021295
2,13.53559,50.490273,88.175655
1,32.82756,93.06974,310.6338
3,3.320328,31.447038,28.74147
1,9.82244,47.373209,121.260675
3,11.34923,39.849031,65.27565
2,12.59166,51.015018,129.006255
2,25.22668,85.088579,329.92965
2,12.07348,54.730108,91.7007
1,5.68035,37.632846,70.839195
3,2.168042,23.855996,19.46616
3,3.068723,25.742024,23.92764
1,50.93656,185.39559,598.9884
2,4.372437,25.162232,31.4544
3,1.914187,23.859148,17.990325
2,27.17682,60.322206,158.6223
2,2.845125,24.990155,27.043575
2,26.94341,60.799189,156.207
2,69.8619,148.41588,523.02615
2,7.46774,29.520691,68.542395
2,26.74129,79.651417,184.09215
3,21.21702,47.152092,115.8954
2,44.36845,89.370525,308.3217
3,1.710853,20.776487,15.946485
2,36.32675,74.721306,228.24825
2,20.50572,53.92663,113.782245
3,14.42905,42.452635,84.984615
3,5.576192,29.470396,31.67763
2,35.24685,100.985733,388.3665
2,78.49124,190.577835,489.24735
2,8.975986,48.053511,70.448985
2,49.67802,85.109091,298.2465
3,44.99731,94.585261,328.17315
1,40.6925,116.478907,289.56795
2,15.28662,51.499579,91.904235
2,15.89111,45.144366,87.023865
2,31.47843,75.92349,204.34575
1,44.51602,104.650302,271.518
2,29.07083,57.750467,176.15535
2,25.43486,55.962294,155.41545
2,19.45782,61.836109,141.66516
2,15.51125,62.98169,217.80315
2,7.685006,40.442318,99.89307
3,13.97776,75.222658,131.41251
2,29.07083,57.750467,176.15535
1,47.57712,132.03705,418.09785
1,50.70912,134.40034,531.1482
3,2.595157,27.40234,23.80503
2,26.94341,60.799189,156.207
2,15.89111,45.144366,87.023865
2,10.83578,48.352633,138.72144
3,2.595157,27.40234,23.80503
3,1.464106,25.325449,14.5986
2,30.31293,106.161633,389.14905
2,4.372437,25.162232,31.4544
2,66.66022,152.68465,389.10945
2,28.89066,98.71188,262.0101
2,19.19235,51.8105,120.050385
2,16.56267,51.0237,101.611635
2,34.67294,71.795076,239.8623
2,28.04561,87.520932,349.45695
2,36.87737,104.55027,417.84135
3,1.710853,20.776487,15.946485
2,80.75463,94.987998,586.4883
2,19.19235,51.8105,120.050385
1,25.88474,109.567737,231.97665
3,2.168042,23.855996,19.46616
3,8.047787,42.190183,54.68511
3,28.04561,87.520932,349.45695
2,13.53559,50.490273,88.175655
2,12.54225,76.822809,120.215955
2,32.26673,64.124497,201.13605
2,53.01465,154.760943,386.4927
3,2.924953,24.128386,16.985265
2,36.04391,68.492121,250.3902
2,45.90606,94.67742,328.5144
2,24.0665,92.44272,227.5863
3,7.855628,33.435869,51.153735
2,11.27827,44.993718,74.18136
2,49.98917,141.995128,354.97215
2,80.75463,94.987998,586.4883
3,3.068723,25.742024,23.92764
3,1.464106,25.325449,14.5986
3,6.421951,29.986675,40.614885
2,10.08914,46.072033,132.434475
3,2.07149,24.722109,19.03131
2,57.54731,156.30017,607.88775
3,7.594738,37.915189,55.391565
2,76.7355,209.84826,472.38285
2,32.26673,64.124497,201.13605
2,63.99556,139.219581,465.9939
2,90.74693,134.581277,755.80335
2,31.31597,71.337069,196.4364
2,66.11488,119.7874,473.2956
1,36.53077,161.01374,399.6312
2,3.145816,20.714456,33.342495
2,32.94658,70.909582,198.54585
2,18.64913,50.314017,102.80334
1,9.088748,52.886957,86.84919
2,55.91678,79.888908,432.03405
3,1.464106,25.325449,14.5986
1,49.68177,141.9251,343.59795
3,1.710853,20.776487,15.946485
2,21.64188,38.979246,116.83254
2,17.06357,50.644287,91.32579
1,28.98506,79.944403,308.9415
2,28.00275,96.577332,250.38615
3,2.07149,24.722109,19.03131
2,4.338962,29.709556,40.72341
3,3.235257,24.180734,34.47531
3,15.89111,45.144366,87.023865
3,2.845125,24.990155,27.043575
1,74.67646,175.51509,897.5802
2,37.75333,85.681658,264.7773
3,4.108721,21.501513,41.469015
3,3.520931,24.122092,29.256285
3,9.638221,34.536596,55.197585
3,1.464106,25.325449,14.5986
3,1.128541,11.129462,9.58797
3,1.117177,20.195869,11.10171
2,53.51793,144.04261,599.9775
2,109.9664,126.21371,999.7857
2,32.01751,83.156993,356.68215
2,1.710853,20.776487,15.946485
1,3.599665,21.350601,28.402245
2,25.80503,88.602216,336.1428
3,1.464106,25.325449,14.5986
3,2.510406,26.944984,21.925545
2,69.83469,119.72922,497.1432
3,12.56505,41.092905,74.442345
2,54.85153,148.518997,422.94945
2,71.09237,105.341691,568.5429
3,2.168042,23.855996,19.46616
1,44.31796,114.7777,472.1754
2,46.48872,111.408811,288.59085
2,25.3056,57.812435,154.12965
3,25.3056,57.812435,154.12965
2,7.855628,33.435869,51.153735
2,3.671652,32.570067,47.140125
2,87.64281,224.71952,778.77
1,15.6506,39.913033,81.811935
3,2.014925,20.126512,15.20709
2,10.83578,48.352633,138.72144
1,75.437,127.307365,529.2588
2,12.01931,52.160221,82.95414
2,99.30208,120.970178,857.72925
2,77.89259,116.64865,553.10835
2,3.553124,21.142841,37.516515
2,31.24957,115.44481,272.4954
3,5.477094,31.562409,49.51233
2,11.3502,54.700772,180.19515
2,74.58734,151.20299,569.8704
2,65.88936,106.95938,514.8204
3,2.014925,20.126512,15.20709
3,2.424763,17.100996,26.824515
2,45.38281,114.476524,314.1495
2,4.458424,41.395729,47.800875
3,1.464106,25.325449,14.5986
2,5.704483,36.318,56.285505
1,38.03123,77.564804,223.8
2,8.055492,43.946788,68.659485
2,32.17274,110.024981,272.87475
2,40.90301,83.837185,269.18265
3,18.206,67.200422,126.93099
1,49.68177,141.9251,343.59795
3,2.595157,27.40234,23.80503
3,2.141326,19.940688,19.27866
3,2.595157,27.40234,23.80503
2,9.51093,33.826613,60.55161
3,6.632627,33.425859,41.7591
3,3.320328,31.447038,28.74147
3,3.792585,18.826039,22.92405
2,6.104295,41.54489,39.62571
2,12.31426,52.608291,90.690705
2,26.74129,79.651417,184.09215
2,25.25237,86.977071,304.3359
3,3.792585,18.826039,22.92405
3,2.168042,23.855996,19.46616
2,52.42174,161.71935,372.28455
2,85.11842,275.42672,642.33945
3,2.595157,27.40234,23.80503
3,2.510406,26.944984,21.925545
2,13.13984,59.152327,185.889
2,92.7372,114.95061,804.24165
2,40.90301,83.837185,269.18265
2,30.13079,61.733786,183.4593
3,1.710853,20.776487,15.946485
3,2.595157,27.40234,23.80503
2,7.685006,40.442318,99.89307
2,66.44991,212.79339,516.1437
2,16.95755,62.36549,116.842875
3,2.845125,24.990155,27.043575
2,27.26407,60.950132,157.5249
2,27.33893,112.92883,252.7752
3,1.464106,25.325449,14.5986
3,9.51093,33.826613,60.55161
2,18.36953,60.718074,187.5843
3,1.117177,20.195869,11.10171
1,37.55306,78.686321,237.97065
