Zone#,PD,X,Y
3333,35,607379,4844290
3334,35,602524,4845506
3335,35,603838,4845928
3336,35,607644,4846174
3337,35,607372,4849170
3338,35,604733,4839396
3339,35,605627,4840471
3340,35,602725,4837751
3341,35,604101,4838550
3342,35,601345,4838974
3343,35,602631,4839694
3344,35,600770,4836385
3345,35,601073,4837565
3346,35,598141,4836650
3347,35,598999,4837299
3348,35,599984,4837320
3349,35,599361,4838259
3350,35,599618,4838205
3351,35,600254,4837674
3352,35,600612,4838366
3353,35,594673,4833248
3354,35,598425,4834998
3355,35,602648,4840425
3356,35,604029,4840578
3357,35,602992,4841384
3358,35,603922,4842389
3359,35,597893,4837753
3360,35,599263,4839334
3361,35,600115,4840347
3362,35,601146,4840948
3363,35,602305,4842023
3364,35,603242,4843058
3365,35,599152,4835198
3366,35,600411,4834439
3367,35,601622,4835650
3368,35,602051,4836406
3369,35,596806,4837805
3370,35,598368,4840026
3371,35,599388,4841126
3372,35,600402,4842182
3373,35,601283,4843121
3374,35,601839,4844584
3375,35,595049,4837759
3376,35,596012,4838987
3377,35,597237,4840690
3378,35,598145,4841964
3379,35,598770,4844230
3380,35,599112,4845053
3381,35,594887,4842988
3382,35,597154,4844118
3383,35,596587,4839512
3384,35,594615,4841319
3385,35,600132,4846350
3386,35,601137,4847136
3387,35,602927,4848904
3417,35,599285,4843275
3418,35,600158,4844195
3419,35,601001,4845364
3420,35,602063,4846148
3421,35,604167,4844048
3422,35,604653,4845224
3423,35,605933,4842192
3424,35,605140,4838817
3425,35,597914,4839404
3426,35,596232,4830292
3427,35,597639,4833984
3428,35,595389,4832106
3429,35,597877,4835254
3430,35,597316,4834434
3431,35,594536,4835633
3432,35,592316,4838640
3433,35,590814,4836726
3434,35,593987,4838863
3435,35,593256,4839554
3436,35,594841,4839691
3437,35,593790,4841282
3438,35,597815,4845265
3439,35,598021,4845518
3440,35,598200,4847344
3441,35,599773,4848648
3442,35,600631,4849492
3443,35,602257,4851750
3444,35,603935,4853054
3445,35,603896,4851116
3447,35,601669,4848052
3448,35,604370,4847626
3449,35,605205,4846701
3450,35,597461,4828711
3451,35,591374,4835906
3452,35,592396,4834327
3453,35,591057,4838008
3454,35,592581,4836699
3455,35,594242,4835522
3456,35,593985,4837220
3457,35,594363,4835651
3458,35,595370,4840726
3459,35,594692,4842487
3460,35,596882,4843182
3461,35,596088,4841424
3462,35,597138,4840359
3463,35,595294,4836730
3464,35,596217,4841826
3465,35,595820,4843231
3466,35,596750,4842378
3467,35,597716,4841402
3468,35,602410,4847300
3469,35,602317,4848505
3470,35,603368,4850508
3471,35,604973,4849153
3472,35,602915,4852562
3473,35,605394,4850566
3474,35,604355,4854884
3475,35,605983,4853009
3476,35,606756,4850822
3477,35,595214,4834111
3478,35,595987,4832781
3479,35,597577,4831742
3480,35,599032,4830320
3481,35,598488,4831814
3482,35,595934,4837130
