,Campus,Mode,HomeZone,Income,Time.Auto,Time.Transit,Time.Active
8437,67,Active,38,I donâ€™t know,2.765052,18.262603,24.20217
8438,67,Transit,22,"$ 60,000 - 89,999",4.783278,32.995290000000004,39.26134499999999
8439,67,Transit,4037,"$ 30,000 - 59,999",87.80513,96.44357600000001,781.0023
8440,67,Transit,4186,Unknown,117.8518,157.05209,1082.6563499999997
8441,67,Transit,450,"$ 120,000 - 149,999",34.65449,73.40541,218.22165
8442,67,Active,44,"$ 60,000 - 89,999",6.183582,38.679412,49.89614999999999
8443,67,Auto,8955,Unknown,0.0,0.0,0.0
8444,67,Active,67,"Less than $ 30,000",0.0,0.0,0.0
8445,67,Active,89,"$ 240,000 +",7.411815,49.342172,52.08901499999999
8446,67,Transit,2244,"$ 60,000 - 89,999",52.10675,157.542476,415.85294999999996
8447,67,Transit,223,Unknown,21.647920000000003,76.51717500000002,160.55895
8448,67,Transit,185,Unknown,13.73903,51.851017,84.92683500000001
8449,67,Active,96,"Less than $ 30,000",7.0691630000000005,40.992771999999995,43.892160000000004
8450,67,Transit,96,Unknown,7.0691630000000005,40.992771999999995,43.892160000000004
8451,67,Active,84,Unknown,4.848444000000001,34.340731,37.545795
8452,67,Active,75,I donâ€™t know,1.6223020000000001,19.355537,14.381055
8453,67,Transit,570,"$ 30,000 - 59,999",56.1408,123.69135400000002,396.0003
8454,67,Transit,463,Unknown,33.97817,78.903279,229.45290000000003
8455,67,Active,188,"$ 120,000 - 149,999",8.523914,32.148059,65.161755
8456,67,Active,68,"Less than $ 30,000",1.0131620000000001,14.595429999999999,10.5528
8457,67,Active,50,Unknown,2.102967,16.977868,19.3254
8458,67,Transit,120,Unknown,21.41144,52.595919,109.53939
8459,67,Active,97,I donâ€™t know,6.799322999999999,26.272219,38.106075000000004
8460,67,Transit,3337,Unknown,67.65652,144.82111,518.5663499999999
8461,67,Transit,2232,I donâ€™t know,60.97081,156.97717,446.09159999999997
8462,67,Active,75,"$ 120,000 - 149,999",1.6223020000000001,19.355537,14.381055
8463,67,Transit,250,Unknown,22.308139999999998,61.37436000000001,152.22315
8464,67,Active,68,Unknown,1.0131620000000001,14.595429999999999,10.5528
8465,67,Active,67,Unknown,0.0,0.0,0.0
8466,67,Transit,257,"$ 120,000 - 149,999",15.0629,63.301573,107.571465
8467,67,Transit,2231,I donâ€™t know,60.56593,144.847068,419.5743
8468,67,Transit,24,"Less than $ 30,000",4.123587000000001,23.024245,34.75378499999999
8469,67,Active,55,Unknown,1.563409,15.469944,15.153150000000002
8470,67,Transit,2425,Unknown,67.7497,227.04675,500.28765000000004
8471,67,Active,38,I donâ€™t know,2.765052,18.262603,24.20217
8472,67,Transit,2430,Unknown,70.25884,273.55937,586.2733499999999
8474,67,Transit,4031,I donâ€™t know,81.82518,110.726209,701.38815
8475,67,Active,16,"Less than $ 30,000",5.424748999999999,30.517883,43.68411000000001
8476,67,Active,22,"Less than $ 30,000",4.783278,32.995290000000004,39.26134499999999
8477,67,Transit,72,Unknown,5.7355279999999995,31.328706,43.61106
8478,67,Transit,109,Unknown,11.31179,59.057444999999994,60.068160000000006
8479,67,Transit,2398,Unknown,54.588330000000006,173.32591599999998,431.10465000000005
8480,67,Transit,478,Unknown,38.09855,121.217211,284.20635
8481,67,Transit,3689,I donâ€™t know,61.53839,106.286918,495.88904999999994
8482,67,Active,95,"$ 120,000 - 149,999",9.009337,41.25379,59.685855000000004
8483,67,Active,119,"$ 60,000 - 89,999",19.38705,48.16746,95.914995
8484,67,Active,68,Unknown,1.0131620000000001,14.595429999999999,10.5528
8485,67,Transit,450,Unknown,34.65449,73.40541,218.22165
8486,67,Transit,483,Unknown,33.7103,81.075989,254.64719999999997
8487,67,Transit,497,I donâ€™t know,44.41035,109.743184,320.63610000000006
8488,67,Active,47,"Less than $ 30,000",4.2388010000000005,25.290925,35.054265
8489,67,Transit,2244,Unknown,52.10675,157.542476,415.85294999999996
8490,67,Transit,346,Unknown,40.60624,92.395378,257.30535
8491,67,Transit,38,Unknown,2.765052,18.262603,24.20217
8492,67,Transit,266,"$ 30,000 - 59,999",13.18411,52.701577,93.95920499999998
8493,67,Transit,2422,I donâ€™t know,60.653369999999995,188.176681,470.3349
8494,67,Active,38,Unknown,2.765052,18.262603,24.20217
8495,67,Transit,571,I donâ€™t know,57.19055,93.68732800000001,408.27945
8496,67,Transit,37,Unknown,2.491079,16.935169000000002,23.487299999999998
8497,67,Transit,3325,Unknown,82.69315999999999,89.74483000000002,592.1646
8498,67,Transit,409,"$ 30,000 - 59,999",35.29657,74.915583,219.8136
8499,67,Active,68,I donâ€™t know,1.0131620000000001,14.595429999999999,10.5528
8500,67,Transit,66,Unknown,0.927408,14.892823000000002,9.274079999999998
8501,67,Transit,3720,I donâ€™t know,48.04452,132.296419,346.59014999999994
8502,67,Transit,132,Unknown,32.98349,81.142279,186.12165000000002
8503,67,Active,2221,Unknown,54.42678000000001,135.237541,367.7838
8504,67,Transit,4066,Unknown,81.12224,166.43678,648.4176
8505,67,Active,41,"Less than $ 30,000",5.062243,38.03634099999999,42.39163500000001
8506,67,Transit,116,Unknown,17.93246,47.740973,87.315855
8507,67,Transit,205,"$ 30,000 - 59,999",7.307153,43.246753999999996,58.568475
8508,67,Transit,2099,Unknown,47.18055,113.739934,291.20145
8509,67,Transit,5005,Unknown,117.1361,209.91145,1117.6299000000001
8510,67,Transit,232,Unknown,31.76365,100.110033,244.0764
8511,67,Transit,453,I donâ€™t know,34.00626,72.890929,212.23620000000003
8512,67,Transit,444,Unknown,37.13742,67.50057,230.59395
8513,67,Transit,2242,"Less than $ 30,000",60.75923,176.492144,479.7369
8514,67,Active,97,Unknown,6.799322999999999,26.272219,38.106075000000004
8515,67,Transit,3665,"$ 30,000 - 59,999",64.22084,87.910611,462.9003
8516,67,Transit,155,"Less than $ 30,000",30.359340000000003,70.6029,185.49645
8517,67,Active,78,"$ 240,000 +",1.9890299999999999,20.442982,19.108695
8518,67,Transit,390,I donâ€™t know,40.63264,90.487216,290.92605
8519,67,Active,70,I donâ€™t know,4.202902,26.458696999999997,33.999224999999996
8520,67,Transit,3855,"Less than $ 30,000",62.98477,105.51217,507.63870000000003
8521,67,Transit,1107,"$ 120,000 - 149,999",94.78231,124.50476,711.00645
8522,67,Transit,223,"$ 60,000 - 89,999",21.647920000000003,76.51717500000002,160.55895
8523,67,Active,23,I donâ€™t know,4.165943,22.258662,32.52969
8524,67,Active,24,I donâ€™t know,4.123587000000001,23.024245,34.75378499999999
8525,67,Active,99,"Less than $ 30,000",9.268267,40.867362,49.014375
8526,67,Active,68,I donâ€™t know,1.0131620000000001,14.595429999999999,10.5528
8527,67,Transit,2078,Unknown,68.21043,101.3962,444.40515
8528,67,Transit,3434,"$ 90,000 - 119,999",66.42751,102.1282,518.37435
8529,67,Transit,22,"Less than $ 30,000",4.783278,32.995290000000004,39.26134499999999
8530,67,Transit,468,Unknown,41.6056,123.25126100000001,287.72939999999994
8531,67,Transit,99,Unknown,9.268267,40.867362,49.014375
8532,67,Transit,103,Unknown,10.34258,42.866046000000004,66.54297
8533,67,Transit,3380,"Less than $ 30,000",76.20203000000001,106.09094099999999,587.8641000000001
8534,67,Transit,2417,"$ 150,000 - 179,999",70.17560999999999,105.00185900000001,520.9848
8535,67,Transit,469,"$ 90,000 - 119,999",40.815220000000004,103.45702599999998,294.29145
8536,67,Transit,39,Unknown,4.099569,32.323840000000004,35.877495
8537,67,Transit,38,I donâ€™t know,2.765052,18.262603,24.20217
8538,67,Transit,173,Unknown,12.17884,39.613871,80.23503
8539,67,Active,91,Unknown,3.248167,27.281326,22.838939999999997
8540,67,Transit,3602,Unknown,45.62172,107.521654,329.67179999999996
8541,67,Active,96,"Less than $ 30,000",7.0691630000000005,40.992771999999995,43.892160000000004
8542,67,Active,68,I donâ€™t know,1.0131620000000001,14.595429999999999,10.5528
8543,67,Transit,248,Unknown,27.638479999999998,71.967561,174.82229999999998
8544,67,Transit,8564,I donâ€™t know,0.0,0.0,0.0
8545,67,Transit,390,Unknown,40.63264,90.487216,290.92605
8546,67,Transit,2376,I donâ€™t know,50.60115,155.146388,406.521
8547,67,Transit,1034,I donâ€™t know,68.26488,82.27793399999999,509.47799999999995
8548,67,Active,107,"$ 60,000 - 89,999",12.09417,44.424332,66.79961999999999
8549,67,Transit,600,"$ 30,000 - 59,999",51.075590000000005,142.61440499999995,402.3609
8550,67,Transit,288,"$ 90,000 - 119,999",28.507559999999998,62.73094200000001,159.95969999999997
8551,67,Transit,427,I donâ€™t know,31.258709999999997,57.4514,207.73094999999998
8552,67,Active,68,Unknown,1.0131620000000001,14.595429999999999,10.5528
8553,67,Transit,258,"$ 30,000 - 59,999",17.54721,61.667820000000006,121.89589500000001
8554,67,Transit,2428,Unknown,67.22948000000001,206.07887,543.9091500000001
8555,67,Transit,105,"Less than $ 30,000",13.737979999999999,47.676981,79.478715
8556,67,Transit,8508,Unknown,0.0,0.0,0.0
8557,67,Transit,3616,"$ 120,000 - 149,999",46.35842,129.2336,330.4347
8558,67,Transit,3688,Unknown,62.22948,120.83701,502.17645
8559,67,Transit,538,Unknown,27.3578,66.04829000000001,172.1277
8560,67,Transit,280,Unknown,13.07387,43.245272,86.357415
8561,67,Active,34,"$ 90,000 - 119,999",3.4576540000000002,23.195972,30.45645
8562,67,Active,84,"Less than $ 30,000",4.848444000000001,34.340731,37.545795
8563,67,Transit,570,I donâ€™t know,56.1408,123.69135400000002,396.0003
8564,67,Active,67,I donâ€™t know,0.0,0.0,0.0
8565,67,Active,90,Unknown,4.013851,30.824515,28.09104
8566,67,Transit,2442,I donâ€™t know,84.06728000000001,155.55785400000005,613.70925
8567,67,Transit,143,Unknown,28.226490000000002,76.739576,149.46204
8568,67,Active,38,Unknown,2.765052,18.262603,24.20217
8569,67,Transit,485,"$ 120,000 - 149,999",35.97903,104.11813599999999,264.22290000000004
8570,67,Transit,110,"Less than $ 30,000",10.36843,58.081879,63.568995
8571,67,Active,50,"$ 30,000 - 59,999",2.102967,16.977868,19.3254
8572,67,Transit,414,"$ 90,000 - 119,999",32.889179999999996,68.049595,206.57129999999998
8573,67,Active,92,Unknown,3.9469730000000003,19.914612,26.165715
8574,67,Transit,4160,Unknown,124.2014,248.80975,1146.5493
8575,67,Transit,256,"Less than $ 30,000",18.5222,67.941027,126.23646000000002
8576,67,Transit,601,I donâ€™t know,48.96564,139.947494,378.01965
8577,67,Auto,76,"Less than $ 30,000",1.400111,15.778564999999999,12.15915
8578,67,Transit,262,"$ 150,000 - 179,999",18.59212,63.692305000000005,125.86561499999999
8579,67,Active,67,Unknown,0.0,0.0,0.0
8580,67,Transit,427,"$ 30,000 - 59,999",31.258709999999997,57.4514,207.73094999999998
8581,67,Transit,6068,"$ 180,000 - 209,999",0.0,0.0,0.0
8582,67,Transit,8635,Unknown,0.0,0.0,0.0
8583,67,Transit,2073,"$ 30,000 - 59,999",58.528769999999994,86.133341,391.05764999999997
8584,67,Active,92,"Less than $ 30,000",3.9469730000000003,19.914612,26.165715
8585,67,Transit,139,Unknown,31.73742,78.31429999999997,174.99405000000002
8586,67,Transit,243,I donâ€™t know,23.21305,80.93179800000001,178.55535
8587,67,Active,68,I donâ€™t know,1.0131620000000001,14.595429999999999,10.5528
8588,67,Transit,2224,Unknown,52.52621,147.71103300000001,347.04225
8589,67,Transit,6091,Unknown,0.0,0.0,0.0
8590,67,Transit,428,Unknown,32.349540000000005,63.120241,225.67260000000002
8591,67,Active,93,I donâ€™t know,5.304323,33.216826,35.984775
8592,67,Active,38,Unknown,2.765052,18.262603,24.20217
8593,67,Active,50,I donâ€™t know,2.102967,16.977868,19.3254
8594,67,Transit,2258,"Less than $ 30,000",49.51465,128.52890399999998,330.69554999999997
8596,67,Active,67,Unknown,0.0,0.0,0.0
8597,67,Transit,3602,I donâ€™t know,45.62172,107.521654,329.67179999999996
8598,67,Active,64,I donâ€™t know,2.545012,22.597288,22.993515
8599,67,Transit,1227,"$ 30,000 - 59,999",101.5588,172.48138,857.9223000000001
8600,67,Transit,3640,I donâ€™t know,50.96518,154.93462,377.7885
8601,67,Transit,21,"$ 30,000 - 59,999",5.681895,37.59617300000001,45.45283500000001
8602,67,Transit,22,Unknown,4.783278,32.995290000000004,39.26134499999999
8603,67,Active,91,"Less than $ 30,000",3.248167,27.281326,22.838939999999997
8604,67,Active,106,Unknown,16.45731,54.39314,89.88498
8605,67,Transit,2398,"$ 120,000 - 149,999",54.588330000000006,173.32591599999998,431.10465000000005
8606,67,Transit,234,I donâ€™t know,32.52405,104.665965,244.4949
8607,67,Transit,186,"Less than $ 30,000",8.196867,39.199429,64.0497
8608,67,Active,40,Unknown,3.3923589999999995,26.824316000000003,30.73725
8609,67,Transit,170,"Less than $ 30,000",12.41108,46.368451,82.61388
8610,67,Active,67,Unknown,0.0,0.0,0.0
8611,67,Transit,272,Unknown,9.880374,38.20591500000001,65.352945
8612,67,Transit,268,"$ 60,000 - 89,999",9.130139,41.110958,63.09075
8613,67,Transit,2353,Unknown,63.75857,184.22924,498.79529999999994
8614,67,Transit,2386,Unknown,64.83709,107.18177,488.08065
8615,67,Active,75,Unknown,1.6223020000000001,19.355537,14.381055
8616,67,Transit,452,"$ 30,000 - 59,999",32.775890000000004,66.94427900000001,201.04185
8617,67,Active,103,Unknown,10.34258,42.866046000000004,66.54297
8618,67,Active,18,I donâ€™t know,6.373144,27.090805,44.771325000000004
8619,67,Transit,431,"$ 30,000 - 59,999",39.53042,98.213044,246.61514999999997
8620,67,Transit,5098,Unknown,109.5852,162.1225,966.8380500000001
8621,67,Auto,3851,Unknown,59.883,96.364178,472.88745
8622,67,Transit,3649,Unknown,43.11573,105.545134,307.968
8623,67,Auto,2568,Unknown,86.08028,109.54508,720.73935
8624,67,Transit,531,Unknown,34.69508,68.72216999999999,235.86209999999997
8625,67,Transit,3642,Unknown,53.46405,162.442397,405.6147
8626,67,Transit,5191,"$ 120,000 - 149,999",113.9373,213.46777999999998,1072.8061500000001
8627,67,Active,50,I donâ€™t know,2.102967,16.977868,19.3254
8628,67,Active,67,Unknown,0.0,0.0,0.0
8629,67,Auto,3199,Unknown,69.4649,104.14893000000001,515.28945
8630,67,Transit,3674,"$ 60,000 - 89,999",47.017109999999995,137.738762,337.28025
8631,67,Transit,560,Unknown,50.207440000000005,115.325755,339.75509999999997
8632,67,Transit,107,"$ 60,000 - 89,999",12.09417,44.424332,66.79961999999999
8633,67,Transit,211,Unknown,16.25694,54.509857,106.48818
8634,67,Transit,172,Unknown,13.932620000000002,50.60231999999999,93.86477999999998
8635,67,Transit,524,Unknown,34.526109999999996,70.52492000000002,238.34265
8636,67,Active,78,"$ 90,000 - 119,999",1.9890299999999999,20.442982,19.108695
8637,67,Active,67,Unknown,0.0,0.0,0.0
8638,67,Transit,3683,Unknown,66.34734,102.586101,548.10675
8639,67,Auto,2223,"$ 90,000 - 119,999",51.4788,134.115709,327.00165000000004
8640,67,Active,38,Unknown,2.765052,18.262603,24.20217
8641,67,Transit,2426,Unknown,76.05734,326.28216000000003,517.3017
8642,67,Transit,3702,Unknown,63.55689,89.877571,459.7452
8643,67,Transit,84,I donâ€™t know,4.848444000000001,34.340731,37.545795
8644,67,Active,92,Unknown,3.9469730000000003,19.914612,26.165715
8645,67,Active,50,Unknown,2.102967,16.977868,19.3254
8646,67,Transit,2363,"$ 60,000 - 89,999",49.645379999999996,141.775793,394.54139999999995
8647,67,Transit,50,Unknown,2.102967,16.977868,19.3254
8648,67,Transit,3688,I donâ€™t know,62.22948,120.83701,502.17645
8649,67,Transit,250,Unknown,22.308139999999998,61.37436000000001,152.22315
8650,67,Active,77,Unknown,1.6601110000000001,19.374608,14.982525
8651,67,Transit,3618,Unknown,46.17118,139.523952,306.35564999999997
8652,67,Transit,613,Unknown,52.33381,134.872209,377.3298
8653,67,Transit,2251,Unknown,46.35327,118.58951599999999,306.49725
8654,67,Active,199,Unknown,16.99974,58.587231,106.86277500000001
8655,67,Transit,280,I donâ€™t know,13.07387,43.245272,86.357415
8656,67,Active,67,Unknown,0.0,0.0,0.0
8657,67,Transit,5196,Unknown,108.2999,170.16697,1019.66925
8658,67,Active,106,Unknown,16.45731,54.39314,89.88498
8659,67,Transit,2435,"$ 90,000 - 119,999",79.72578,200.218167,549.7937999999999
8660,67,Transit,2353,Unknown,63.75857,184.22924,498.79529999999994
8661,67,Active,67,Unknown,0.0,0.0,0.0
8662,67,Transit,211,Unknown,16.25694,54.509857,106.48818
8663,67,Transit,3671,Unknown,64.15744000000001,123.627831,522.9179999999999
8664,67,Transit,158,Unknown,25.26099,54.94720600000001,153.18765
8665,67,Transit,463,Unknown,33.97817,78.903279,229.45290000000003
8666,67,Transit,109,"Less than $ 30,000",11.31179,59.057444999999994,60.068160000000006
8667,67,Transit,148,"$ 120,000 - 149,999",20.410729999999997,66.582809,119.68407
8668,67,Active,75,I donâ€™t know,1.6223020000000001,19.355537,14.381055
8669,67,Active,75,Unknown,1.6223020000000001,19.355537,14.381055
8670,67,Transit,271,"$ 180,000 - 209,999",8.486444,36.33831,61.10191499999999
8671,67,Active,57,Unknown,1.892842,18.809461,18.746085
8672,67,Transit,3487,Unknown,69.45705,96.474791,565.9425
8673,67,Active,23,"Less than $ 30,000",4.165943,22.258662,32.52969
8674,67,Transit,442,Unknown,32.8387,67.462949,201.40845
8675,67,Transit,189,Unknown,11.0894,47.19782100000001,78.87008999999999
8676,67,Active,37,Unknown,2.491079,16.935169000000002,23.487299999999998
8677,67,Transit,52,Unknown,2.056084,15.524926,19.532355
8678,67,Transit,2419,Unknown,67.7618,139.673109,512.2475999999999
8679,67,Transit,146,Unknown,22.44715,67.807889,116.95823999999999
8680,67,Active,64,Unknown,2.545012,22.597288,22.993515
8681,67,Transit,239,"$ 240,000 +",31.208170000000003,106.10193500000001,231.17055000000002
8682,67,Transit,15,"$ 60,000 - 89,999",5.377222,38.477587,47.871885
8683,67,Active,38,Unknown,2.765052,18.262603,24.20217
8684,67,Transit,17,Unknown,5.599552,27.772322999999997,44.684055
8685,67,Transit,2368,Unknown,42.96135,137.52938600000002,344.2884
8686,67,Transit,523,Unknown,36.86868,77.20356000000002,250.85145
8687,67,Transit,3641,Unknown,59.44262,146.41525,448.24814999999995
8688,67,Active,2445,Unknown,82.93338,165.214393,591.0846
8689,67,Transit,1050,I donâ€™t know,76.60632,105.71763,563.8872000000001
8690,67,Transit,3868,I donâ€™t know,73.37454,106.08299699999999,590.8114499999999
8691,67,Transit,1242,"$ 60,000 - 89,999",111.4696,179.91245999999995,999.4678500000001
8692,67,Transit,4023,Unknown,83.38627,97.881987,710.3426999999999
8693,67,Transit,212,Unknown,17.57844,67.146402,122.906115
8694,67,Auto,114,"$ 60,000 - 89,999",14.9514,46.977169,72.61083
8695,67,Active,47,"$ 30,000 - 59,999",4.2388010000000005,25.290925,35.054265
8696,67,Active,37,I donâ€™t know,2.491079,16.935169000000002,23.487299999999998
8697,67,Transit,42,Unknown,4.597027,33.80829,38.37875999999999
8698,67,Active,37,"Less than $ 30,000",2.491079,16.935169000000002,23.487299999999998
8699,67,Transit,253,"$ 150,000 - 179,999",21.46035,79.91337899999998,135.26386499999998
8700,67,Auto,2429,Unknown,66.25538,227.49341,541.2252
8701,67,Active,2058,I donâ€™t know,46.77468,106.525793,344.89635
8702,67,Transit,239,Unknown,31.208170000000003,106.10193500000001,231.17055000000002
8703,67,Active,96,"Less than $ 30,000",7.0691630000000005,40.992771999999995,43.892160000000004
8704,67,Transit,478,Unknown,38.09855,121.217211,284.20635
8705,67,Active,68,"Less than $ 30,000",1.0131620000000001,14.595429999999999,10.5528
8706,67,Transit,69,"Less than $ 30,000",3.27903,26.423986,28.386885
8707,38,Transit,7196,"$ 30,000 - 59,999",0.0,0.0,0.0
8708,38,Transit,178,Unknown,25.8038,50.195107,140.813445
8709,38,Transit,423,Unknown,29.22646,75.360598,179.60954999999998
8711,38,Transit,250,Unknown,20.24051,55.64994400000001,130.394595
8712,38,Transit,3386,Unknown,78.33768,95.368103,598.71
8713,38,Transit,71,"$ 90,000 - 119,999",5.748302,31.74921,40.12759499999999
8714,38,Active,2386,Unknown,63.64638000000001,156.3677,463.16429999999997
8715,38,Transit,254,"$ 60,000 - 89,999",16.31079,68.08022199999999,114.275895
8716,38,Transit,3380,"$ 60,000 - 89,999",78.8534,104.691076,603.8673
8717,38,Transit,600,Unknown,49.8713,135.897633,377.4444
8718,38,Transit,2427,"$ 90,000 - 119,999",64.00653,209.70513,506.01225
8719,38,Transit,1125,"Less than $ 30,000",85.99455,102.758465,633.69825
8720,38,Transit,1210,"$ 90,000 - 119,999",109.103,359.69964,1060.77855
8721,38,Transit,3371,Unknown,86.38412,145.268351,668.98515
8722,38,Transit,3671,Unknown,66.80881,119.88050600000001,542.08575
8723,38,Active,189,"$ 60,000 - 89,999",11.28899,52.604075,73.90253999999999
8724,38,Active,38,Unknown,0.0,0.0,0.0
8725,38,Transit,2760,Unknown,98.39093000000001,172.33255,981.2769000000001
8726,38,Active,91,Unknown,5.562316,31.404259999999997,42.28386000000001
8727,38,Transit,533,"$ 60,000 - 89,999",31.697490000000002,70.837347,203.1687
8728,38,Active,63,I donâ€™t know,3.7520599999999997,22.197995000000002,33.63918
8729,38,Transit,169,"$ 90,000 - 119,999",12.029580000000001,44.663225,73.901835
8730,38,Transit,238,"$ 60,000 - 89,999",25.483420000000002,85.839465,177.14084999999997
8731,38,Transit,3614,Unknown,54.09359,153.747826,405.61245
8732,38,Auto,8816,"$ 60,000 - 89,999",0.0,0.0,0.0
8733,38,Active,40,Unknown,1.360328,16.237123999999998,11.563034999999998
8734,38,Transit,401,"$ 30,000 - 59,999",42.80853,107.031053,285.56745
8735,38,Transit,450,Unknown,31.15673,62.398617,200.27325
8736,38,Transit,3694,Unknown,55.92118000000001,158.283455,443.92395
8737,38,Transit,3606,I donâ€™t know,49.70422,148.11971,358.43175
8738,38,Active,38,Unknown,0.0,0.0,0.0
8739,38,Transit,2097,Unknown,47.28217,118.948482,295.04220000000004
8740,38,Transit,1089,Unknown,92.0519,151.90685,765.1985999999999
8741,38,Active,38,Unknown,0.0,0.0,0.0
8742,38,Transit,2616,"$ 90,000 - 119,999",82.09076999999999,184.103807,563.0764499999999
8743,38,Transit,3674,"$ 180,000 - 209,999",49.66847,138.584427,356.448
8744,38,Transit,216,"$ 30,000 - 59,999",11.97034,56.492251,83.396355
8745,38,Active,42,"$ 60,000 - 89,999",2.5647919999999997,22.41667,20.430345
8746,38,Active,37,"$ 60,000 - 89,999",0.8042355,15.527982000000002,8.042354999999999
8747,38,Transit,307,"$ 60,000 - 89,999",33.52151,76.404787,208.21515
8748,38,Active,38,Unknown,0.0,0.0,0.0
8749,38,Transit,3685,"Less than $ 30,000",68.81675,96.309475,562.2105
8750,38,Transit,561,"$ 90,000 - 119,999",49.273590000000006,107.36068300000001,341.3772
8751,38,Active,68,Unknown,2.2499919999999998,17.489981,20.610945
8752,38,Auto,4108,"$ 60,000 - 89,999",90.98464,122.292389,702.25815
8753,38,Transit,173,"Less than $ 30,000",13.6853,45.053975,83.29971
8754,38,Transit,223,Unknown,20.14604,72.23938100000002,135.64248
8755,38,Active,247,"$ 30,000 - 59,999",26.816159999999996,69.756151,162.88485
8756,38,Transit,571,I donâ€™t know,55.3526,102.089414,387.369
8757,38,Transit,499,I donâ€™t know,39.89763,89.988738,279.53085
8758,38,Transit,1,I donâ€™t know,13.47214,59.651813,96.10725
8759,38,Transit,113,"$ 30,000 - 59,999",17.77143,60.580144,101.06761499999999
8760,38,Transit,172,Unknown,15.45265,56.09855500000001,96.92945999999999
8761,38,Transit,258,"$ 30,000 - 59,999",15.67101,55.943404,103.33484999999999
8762,38,Auto,2376,Unknown,49.41043,147.745522,381.6045
8763,38,Transit,2425,"Less than $ 30,000",66.08421,219.81117,479.37735000000004
8764,38,Transit,3865,I donâ€™t know,70.78072,94.88718,561.8416500000001
8765,38,Transit,4040,"$ 30,000 - 59,999",93.82418,105.18356999999999,823.1987999999999
8766,38,Transit,3635,"$ 60,000 - 89,999",59.37647,129.744259,441.1356
8767,38,Auto,122,Unknown,23.88523,64.83301,142.43319
8768,38,Transit,554,Unknown,41.97025,96.131099,271.34639999999996
8769,38,Transit,447,"$ 30,000 - 59,999",37.94307,81.13133300000001,233.31315
8770,38,Transit,3436,"$ 30,000 - 59,999",76.91963,88.057702,546.8435999999999
8771,38,Transit,122,Unknown,23.88523,64.83301,142.43319
8772,38,Active,37,Unknown,0.8042355,15.527982000000002,8.042354999999999
8773,38,Transit,441,"$ 150,000 - 179,999",28.472459999999998,61.276736,180.40875
8774,38,Active,38,I donâ€™t know,0.0,0.0,0.0
8775,38,Transit,3678,Unknown,64.47426,118.377569,493.69169999999997
8776,38,Transit,256,"$ 30,000 - 59,999",16.65383,60.603775,110.384355
8777,38,Transit,2449,Unknown,76.84669,193.523299,527.65905
8778,38,Auto,3691,"Less than $ 30,000",55.295559999999995,154.222898,429.00135
8779,38,Active,38,"Less than $ 30,000",0.0,0.0,0.0
8780,38,Transit,223,"Less than $ 30,000",20.14604,72.23938100000002,135.64248
8781,38,Transit,3363,Unknown,74.73142,116.47851999999999,570.4245
8783,38,Transit,223,"Less than $ 30,000",20.14604,72.23938100000002,135.64248
8784,38,Active,23,Unknown,1.80267,17.925469,16.677585
8785,38,Transit,134,"$ 30,000 - 59,999",36.40439,77.796198,214.52745000000002
8786,38,Transit,2141,Unknown,79.29135,141.97805,506.10465
8787,38,Transit,216,"$ 150,000 - 179,999",11.97034,56.492251,83.396355
8788,38,Transit,3719,Unknown,50.36019,126.47713200000001,362.33459999999997
8789,38,Transit,2670,Unknown,93.56156999999999,189.14649,741.0785999999999
8790,38,Transit,3468,Unknown,61.8036,125.17251000000002,453.58485
8791,38,Transit,385,Unknown,49.23251,131.429281,328.8027
8792,38,Transit,71,"$ 180,000 - 209,999",5.748302,31.74921,40.12759499999999
8793,38,Transit,288,Unknown,31.299290000000003,61.530852,185.4867
8794,38,Transit,2108,"$ 120,000 - 149,999",63.154019999999996,85.845389,391.3314
8795,38,Transit,4071,"$ 180,000 - 209,999",90.84170999999999,139.88868,762.1482
8796,38,Transit,588,Unknown,40.787079999999996,129.935346,300.11535
8797,38,Transit,508,Unknown,33.754290000000005,80.336201,226.64925
8798,38,Active,38,"Less than $ 30,000",0.0,0.0,0.0
8799,38,Transit,2382,I donâ€™t know,52.90282,131.38898999999998,401.8935
8800,38,Transit,437,Unknown,33.47417,81.11152299999999,222.86325
8801,38,Transit,214,"$ 240,000 +",19.20767,50.397001,125.48783999999999
8802,38,Transit,79,Unknown,7.031232000000001,50.526021,62.99391000000001
8803,38,Active,22,Unknown,1.3160399999999999,18.911142,12.88956
8804,38,Transit,327,Unknown,36.76247,83.12649,249.14865
8805,38,Transit,4108,Unknown,90.98464,122.292389,702.25815
8806,38,Transit,450,Unknown,31.15673,62.398617,200.27325
8807,38,Transit,4029,"$ 30,000 - 59,999",86.23008,109.27236,726.4626
8808,38,Transit,3505,"$ 90,000 - 119,999",65.33819,121.83268,500.8248
8809,38,Active,203,"Less than $ 30,000",7.075347,35.062168,50.541555
8810,38,Transit,375,"$ 180,000 - 209,999",46.58968,113.960894,295.62075
8811,38,Transit,3664,"$ 30,000 - 59,999",68.81667,113.95266,511.23645
8812,38,Active,22,Unknown,1.3160399999999999,18.911142,12.88956
8813,38,Transit,3447,Unknown,68.67126,69.150001,519.4006499999999
8814,38,Transit,209,"$ 60,000 - 89,999",10.34395,40.975651,72.4374
8815,38,Active,39,"Less than $ 30,000",1.21066,19.928102000000006,11.835765000000002
8816,38,Transit,282,"Less than $ 30,000",12.70703,52.360713,71.135955
