Home Zone,Age,Gender,License,Employment,Status,Cars,Income,Adults,Children,Mode,Distance,Family
4089,41,1,1,3,1,1,2,2,0,0,53.6256,0
5066,21,1,0,1,2,1,1,2,1,8,9.499246,1
443,29,1,0,1,2,0,2,3,0,0,5.321422,0
76,21,2,0,2,2,0,2,4,1,0,2.106938,1
562,18,1,0,1,2,0,2,2,0,1,22.90329,1
2120,20,2,1,1,2,1,1,3,0,1,18.97024,1
531,23,2,1,1,2,2,0,4,0,1,14.06305,1
278,40,1,1,3,1,1,2,2,3,0,3.581594,0
3691,23,1,1,3,1,2,2,4,0,0,31.22874,1
182,21,2,1,1,2,1,1,3,1,1,10.5097,1
3811,20,2,1,1,2,2,1,5,0,4,35.0056,1
2110,23,2,1,2,2,3,2,3,0,0,14.39706,1
2425,20,1,0,1,2,1,1,3,0,0,27.05551,1
4061,35,2,0,2,1,0,1,2,3,0,53.56891,1
436,20,2,1,1,2,1,2,2,0,1,14.63704,1
2362,24,1,1,2,2,3,0,3,0,0,21.24938,1
2120,19,1,0,1,2,1,2,2,0,0,18.97024,1
26,21,1,1,2,2,1,2,3,0,10,0.309886,0
474,26,1,1,1,2,2,2,4,0,8,18.68434,1
281,24,1,0,1,1,1,1,2,0,1,5.915998,0
454,32,1,1,3,1,1,2,1,0,0,11.68617,0
262,22,2,1,2,2,1,1,3,0,0,7.216166,1
3645,23,2,1,1,1,2,2,3,0,0,27.96428,1
3607,18,1,0,1,2,1,2,4,1,1,47.57043,1
5196,21,2,1,1,2,2,1,6,0,2,1.025747,0
79,22,2,0,2,2,1,2,2,0,1,4.199594,1
3671,17,2,1,1,2,2,2,4,3,1,46.30321,1
2214,19,2,1,1,2,1,2,3,0,5,29.74072,1
4091,25,1,1,1,2,3,0,3,0,3,10.58888,1
3434,22,2,1,1,2,2,1,5,0,1,61.85362,1
446,20,2,1,1,2,1,1,2,0,1,17.36167,1
553,19,1,1,2,2,1,0,3,1,1,18.02955,1
400,21,1,1,1,2,0,1,3,0,0,18.43636,1
3380,20,2,1,1,2,2,1,4,0,0,37.47277,1
601,21,1,1,2,2,1,1,4,0,1,23.54022,1
122,21,2,9,1,2,2,0,4,0,0,9.586337,1
3372,25,1,1,2,2,2,2,2,0,1,65.1924,0
5046,21,1,1,3,1,2,2,4,0,0,12.937,1
2622,23,1,1,3,1,2,0,2,1,0,48.25295,1
3442,21,1,0,1,2,2,2,4,1,1,38.0283,1
3615,19,1,1,2,2,2,2,3,1,1,37.99529,1
99,31,1,0,1,2,0,2,2,0,0,63.20382,0
4125,23,2,1,1,2,3,2,3,0,3,54.61208,1
17,25,2,0,1,2,1,1,6,2,0,1.93985,1
3678,22,2,1,3,1,2,2,3,0,0,27.08769,1
2056,18,2,1,1,2,2,2,3,1,0,29.0022,1
5203,23,1,1,1,2,0,1,1,1,0,1.911466,0
457,17,2,0,1,2,2,0,2,1,0,14.75272,1
5109,47,1,1,3,1,3,2,4,0,3,9.160751,1
219,20,2,1,1,2,2,2,3,0,8,74.26738,1
3652,19,1,1,1,2,4,0,3,2,0,46.45455,1
1034,21,1,1,1,2,4,0,3,0,0,28.8028,1
402,21,2,1,1,2,4,2,6,1,8,28.4576,1
4039,32,2,1,2,2,3,2,5,0,3,41.08923,1
258,45,2,1,1,2,1,1,1,0,1,6.88899,0
5050,45,1,0,1,2,0,2,1,3,8,11.9774,1
443,27,1,1,3,1,1,2,2,0,0,17.2196,0
72,26,2,1,2,2,1,1,2,0,0,1.595176,0
138,26,2,0,1,2,0,1,2,0,1,14.59776,0
2433,22,1,9,2,2,4,2,3,1,4,32.70241,1
16,60,1,1,2,1,1,2,2,0,0,4.123033,0
158,36,2,1,3,1,1,2,2,2,0,8.900282,0
3336,22,2,1,1,2,3,1,4,0,0,0,0
209,25,2,1,1,2,0,2,1,0,1,4.886681,0
4016,18,2,1,1,2,2,2,3,0,0,37.16132,1
3362,18,1,0,2,2,1,2,3,1,1,14.12602,1
402,29,1,1,3,1,2,2,3,0,0,7.380841,1
22,80,2,1,1,1,1,1,1,0,1,2.09696,0
483,23,1,0,1,2,2,0,4,0,1,1.872206,1
483,22,1,0,1,2,2,0,4,0,10,1.872206,1
223,71,1,1,1,1,1,1,1,0,0,9.718259,0
204,73,1,1,1,1,1,2,1,0,0,3.617577,0
209,30,1,0,2,2,0,1,2,0,0,13.53771,0
1034,19,2,1,1,2,2,2,3,3,1,25.68079,1
383,54,1,1,3,1,2,2,1,0,3,3.944377,0
536,23,1,1,1,1,0,1,3,0,0,31.70834,1
3680,68,2,1,2,1,1,0,2,0,0,0,0
40,30,2,1,3,1,0,2,1,0,0,1.461703,0
3647,19,2,1,2,2,4,2,3,1,2,22.83487,1
519,18,2,0,1,2,2,0,3,0,1,16.59586,1
229,19,1,1,1,2,1,0,4,0,8,12.09785,1
21,27,1,0,2,2,0,2,2,0,10,2.04452,0
275,27,2,1,1,1,1,2,3,0,0,26.33531,1
171,19,2,0,1,2,1,2,4,1,1,5.465497,1
3712,20,1,1,2,2,1,0,4,0,1,4.725428,1
1049,22,1,1,2,2,3,2,3,1,0,30.71746,1
137,20,1,1,1,2,2,2,4,0,1,12.38202,1
2222,23,2,1,1,2,4,0,5,0,1,32.3382,1
173,29,1,1,2,2,0,2,2,0,2,4.036774,0
482,21,1,0,1,2,2,0,4,0,0,17.65182,1
443,32,1,1,1,1,1,2,3,0,0,13.29974,1
67,24,2,1,3,2,0,1,1,0,10,1.897934,0
211,24,2,9,1,2,0,2,1,0,10,5.960172,0
3420,23,2,1,2,1,3,2,3,0,3,12.968,1
4087,19,1,1,2,2,1,1,2,1,8,52.90445,1
74,24,2,1,2,1,0,2,5,0,2,0.699414,0
185,26,2,1,1,2,0,1,2,0,2,4.349561,0
483,33,2,1,2,2,1,0,2,4,3,2.676876,0
270,24,2,0,2,2,0,2,2,0,0,5.530276,0
570,27,2,1,2,1,1,2,3,0,10,25.68143,1
3346,19,1,9,1,2,1,0,3,1,1,18.54921,1
3686,27,1,0,1,2,2,2,4,0,0,25.31365,1
412,24,1,9,2,2,2,0,3,1,1,15.09692,1
552,24,2,0,1,2,0,2,4,0,1,12.30432,1
179,29,1,0,1,2,1,2,4,0,1,8.412797,1
3607,21,2,1,1,2,2,2,3,3,0,28.01254,1
2057,18,2,1,1,2,2,0,3,1,5,26.18596,1
3489,19,2,0,1,1,2,2,3,1,0,2.129218,1
3669,23,1,1,3,2,1,2,3,1,1,17.06118,1
23,30,2,1,1,1,0,1,1,0,0,2.614008,0
3449,45,1,1,2,1,2,2,3,1,0,0,0
431,22,1,1,2,2,2,1,3,0,0,16.08563,1
507,21,2,0,1,2,1,2,4,0,1,14.21573,1
325,20,2,1,2,2,4,2,3,0,3,12.65221,1
382,35,1,1,1,1,1,2,3,0,0,3.758079,0
406,18,2,1,1,2,2,1,4,1,1,9.767674,1
3517,21,1,1,2,2,2,0,3,1,0,8.21237,1
47,24,1,1,2,2,0,2,1,0,10,1.063099,0
38,28,2,1,1,2,1,2,2,0,10,1.916098,0
3325,20,2,1,1,2,2,2,5,0,5,35.317,1
3657,45,1,1,3,1,1,2,1,1,0,22.9276,0
390,21,1,0,1,2,1,2,2,0,1,3.485794,1
1,44,1,1,3,1,1,2,1,0,1,24.33012,0
285,29,1,1,2,2,1,2,1,0,0,18.26693,0
175,19,1,1,1,1,12,2,6,2,1,11.69102,1
3505,20,2,1,2,2,2,2,4,2,0,22.09143,1
79,24,2,1,2,2,0,2,2,0,1,19.21206,0
443,26,1,1,3,2,1,1,2,0,0,7.787525,0
2388,22,1,0,1,2,2,0,4,0,0,18.64079,1
173,35,1,1,2,2,0,2,1,0,0,13.53666,0
439,29,1,1,1,2,1,0,3,0,3,7.631019,1
223,32,1,1,3,1,1,2,3,1,0,19.8598,1
110,34,1,0,1,2,0,1,2,0,1,17.50071,0
134,19,2,0,1,2,2,0,5,2,1,9.5369,1
3420,19,2,1,1,2,1,2,5,1,1,22.21675,1
2244,17,2,1,2,2,2,2,2,1,1,13.32616,1
454,27,2,1,3,2,1,0,2,0,0,9.430559,0
2142,19,1,0,2,2,2,0,3,1,8,7.68567,1
4186,45,1,1,3,1,2,2,3,2,0,48.40996,1
572,18,1,0,1,2,1,2,3,0,1,30.34594,1
3436,27,2,1,2,2,3,2,5,0,1,32.24645,1
398,30,1,1,2,2,1,2,2,2,0,1.773034,1
3636,24,1,1,1,2,3,1,4,1,1,35.84905,1
3678,21,2,1,1,2,2,0,3,0,0,30.54702,1
282,27,2,1,1,1,2,0,4,0,1,19.70519,1
64,20,1,1,1,2,1,2,3,0,1,18.87705,1
551,21,2,1,2,2,3,2,4,1,3,28.70383,1
318,21,2,1,2,2,4,0,4,0,3,15.61965,1
425,22,1,1,1,2,2,2,4,0,1,6.580788,1
313,30,1,1,3,1,1,0,2,0,0,17.49922,0
3675,25,2,1,1,2,2,2,5,0,1,23.22809,1
2236,21,2,1,1,2,5,2,4,0,3,18.22167,1
560,32,1,0,1,2,0,1,2,1,1,6.693056,1
2613,35,2,1,3,1,2,2,2,4,0,35.60964,0
2139,70,1,1,1,1,1,1,1,0,0,5.450828,0
3665,18,1,0,1,2,1,2,3,1,1,29.73863,1
398,22,2,1,1,2,0,1,1,0,1,1.773034,0
3417,20,2,1,2,2,2,1,3,1,0,26.44996,1
2432,23,1,0,2,2,0,2,2,0,1,24.42522,1
448,19,1,1,1,2,0,0,2,0,0,8.135732,0
3515,23,1,1,2,2,2,1,2,0,0,25.32827,1
491,21,2,0,1,2,1,2,4,0,8,23.49328,1
2055,28,1,1,1,2,2,2,4,2,1,11.45399,1
407,21,1,1,1,2,2,2,4,0,0,6.780858,1
571,22,2,9,1,2,2,2,5,0,0,33.00205,1
414,23,1,1,2,2,5,0,5,0,0,5.195073,1
2405,33,1,1,1,1,1,2,2,1,0,18.53043,0
563,24,2,1,1,2,2,2,3,0,0,26.44483,1
3617,19,1,1,1,2,1,2,5,1,5,35.75236,1
2399,21,2,1,2,2,1,2,4,0,0,17.02853,1
3829,24,2,1,1,2,1,1,2,0,3,15.31384,1
150,25,1,0,2,2,2,2,3,1,0,10.43147,1
2427,26,2,1,2,2,2,2,4,2,3,20.69352,1
175,26,1,1,2,2,0,2,2,0,1,11.69102,0
603,20,2,1,1,2,1,2,2,1,3,20.15429,1
595,19,2,1,2,2,1,0,4,0,0,18.81301,1
396,26,1,1,3,1,1,2,3,0,0,2.09578,0
2414,29,2,1,2,2,1,0,3,0,3,25.56386,1
3337,21,2,1,0,2,3,0,4,0,1,16.97054,1
193,23,2,0,1,2,0,2,2,0,0,10.39758,0
3337,18,1,1,2,2,2,2,4,1,0,16.97054,1
3663,38,1,1,1,1,3,2,2,2,1,34.3881,0
582,33,1,1,3,1,0,1,1,0,0,20.5949,0
4127,26,2,1,2,1,2,2,5,0,10,28.56513,0
444,22,1,0,1,2,1,1,2,0,0,7.514664,0
372,21,1,1,1,2,4,2,4,1,0,10.82841,1
3448,21,1,1,1,2,3,0,4,0,0,19.31239,1
2258,20,2,1,1,2,2,0,3,0,3,18.58047,1
3449,18,2,1,2,2,2,1,3,1,1,18.87,1
374,23,1,1,2,2,2,2,4,0,0,8.604383,1
2711,24,2,1,3,1,3,2,4,0,0,36.71011,1
183,22,1,0,2,1,2,2,3,0,0,9.967075,1
398,21,1,9,1,2,2,2,6,0,0,1.773034,1
396,30,2,1,2,2,1,1,3,0,0,2.09578,0
234,60,2,1,2,1,2,2,1,0,0,18.19318,0
3617,18,1,1,1,2,2,2,3,1,1,35.75236,1
282,20,2,1,2,1,1,2,3,2,1,19.70519,1
3323,25,2,1,3,1,4,0,6,1,0,29.61797,1
562,20,1,1,1,2,2,2,5,0,0,27.46097,1
398,31,2,0,1,2,0,2,2,0,10,1.773034,0
439,22,2,0,1,2,1,1,3,1,1,7.631019,1
2419,18,1,0,1,2,1,2,7,0,1,23.05136,1
390,19,1,1,2,2,2,2,4,0,8,3.485794,1
3366,30,2,1,3,1,3,1,5,0,1,26.97233,1
185,25,2,1,2,2,1,2,2,0,0,12.71715,0
2449,25,1,1,1,2,2,1,4,0,1,21.99648,1
178,20,2,1,2,2,2,2,4,0,0,9.934987,1
2209,18,1,0,1,2,3,1,5,0,0,13.48286,1
95,26,2,0,2,2,0,1,2,0,1,15.536,0
450,38,2,1,3,1,1,2,2,1,0,8.099936,0
2060,18,1,1,2,2,3,2,4,0,8,7.961921,1
2248,18,1,1,2,2,1,0,3,0,1,11.94761,1
3425,31,2,1,2,1,3,2,4,0,0,28.0024,1
521,20,1,0,2,2,1,2,3,0,0,25.19684,1
3337,21,2,1,1,2,2,1,5,1,1,16.97054,1
376,19,1,0,1,2,2,0,3,1,8,9.324434,1
457,19,2,1,1,2,2,1,4,0,1,9.24994,1
233,26,2,0,3,1,0,2,1,0,1,17.68772,0
107,36,2,1,2,1,1,2,2,0,0,15.31237,0
368,23,1,1,2,1,3,2,5,0,0,11.54389,1
3363,19,1,0,2,2,2,2,4,0,0,22.72059,1
382,28,1,1,3,1,1,2,4,0,0,9.009049,1
452,20,2,1,1,2,1,1,3,0,1,9.15345,1
491,22,2,1,2,2,2,2,4,0,1,23.49328,1
1029,34,2,1,3,1,2,2,2,1,0,0,0
2101,18,1,0,1,2,2,2,5,0,0,10.40348,1
3518,21,1,9,1,2,2,2,4,0,1,15.98428,1
370,31,2,1,3,1,1,1,2,0,0,13.25609,0
2257,18,1,1,1,2,2,2,3,0,0,16.81264,1
531,20,2,0,2,1,1,2,6,0,0,24.72165,1
517,19,2,0,1,2,2,2,3,1,1,27.42818,1
134,20,1,1,2,2,0,2,2,0,0,9.5369,0
2098,19,2,1,2,2,2,2,3,1,1,9.253344,1
125,57,2,1,1,1,1,0,1,0,0,14.64867,0
594,18,1,0,2,2,2,0,3,0,1,9.259601,1
2131,20,1,1,1,2,3,2,4,0,3,9.655421,1
573,20,1,1,3,1,1,2,3,0,0,30.38444,1
2053,19,2,1,2,2,2,0,3,3,8,13.12715,1
118,20,1,0,2,2,1,0,4,0,1,13.27204,1
3010,17,2,1,1,2,3,2,3,3,0,30.841,1
2133,23,1,1,1,2,2,2,6,0,0,10.92759,1
397,32,2,1,2,2,1,2,3,0,10,1.271585,0
3458,22,2,1,2,2,2,2,4,0,0,31.62246,1
2143,22,1,1,2,2,2,2,3,0,0,7.508721,1
1046,59,1,1,1,2,2,2,2,0,3,28.05498,0
166,37,1,1,1,1,1,2,2,1,0,6.337225,0
137,21,1,1,2,2,1,0,3,0,1,8.220954,1
353,21,1,1,1,2,1,2,4,1,1,12.71025,1
3430,21,1,1,2,2,1,2,2,0,1,31.70034,1
3841,20,2,1,1,2,2,0,4,1,1,27.20311,1
76,19,1,0,2,2,0,2,4,1,1,17.82965,1
442,21,2,1,1,2,1,2,3,1,1,9.043329,1
403,19,1,0,1,2,1,0,5,0,1,6.219447,1
596,26,1,1,2,2,2,2,4,0,1,17.5067,1
3323,27,2,1,3,1,4,0,6,1,3,29.61797,1
204,62,1,1,3,1,2,2,3,0,0,15.2695,1
3719,25,2,0,1,2,1,0,4,1,1,33.75642,1
467,21,1,1,1,2,2,2,3,0,8,13.55043,1
203,31,1,1,3,1,0,2,2,0,0,15.23657,0
137,18,1,0,1,2,1,2,3,4,1,8.220954,1
294,19,2,0,1,2,0,1,3,2,1,24.1567,1
385,20,1,1,2,2,1,2,5,0,8,7.559203,1
385,23,1,1,1,2,1,2,5,0,0,7.559203,1
398,23,1,0,2,2,0,1,1,0,0,1.773034,0
402,22,1,1,1,2,1,2,3,0,1,6.553117,1
3360,19,2,0,2,2,1,2,3,2,0,26.31906,1
137,19,2,1,2,2,0,2,4,0,0,8.220954,1
333,27,1,0,2,2,0,2,2,0,1,20.01663,0
137,25,1,0,1,2,1,2,3,0,1,8.220954,1
1076,19,1,1,2,2,3,0,3,0,1,40.81714,1
461,21,2,1,2,2,4,2,4,0,1,10.13466,1
398,21,1,1,2,2,2,2,4,0,0,1.773034,1
2603,22,1,1,2,2,3,0,4,0,1,31.92756,1
173,23,1,1,1,2,0,1,2,0,0,13.53666,0
2051,21,1,1,1,2,5,2,4,1,0,16.35826,1
1089,19,2,1,2,2,2,2,4,1,1,41.60877,1
1064,19,2,1,1,2,3,2,5,1,0,42.57141,1
462,27,2,1,2,1,1,2,4,0,0,10.53363,1
3489,25,2,1,1,2,3,2,3,0,3,26.73249,1
2022,22,1,1,2,2,4,2,5,0,0,14.53884,1
2022,21,2,1,1,2,2,2,2,0,3,14.53884,1
409,24,1,1,3,1,0,2,2,0,1,7.127491,0
441,24,2,1,3,1,1,2,2,0,0,8.679727,0
401,22,2,1,2,1,2,2,4,0,0,4.081137,1
2442,29,2,0,2,2,0,0,2,0,4,27.65736,0
464,43,2,1,3,1,1,2,2,1,0,11.40939,1
456,32,1,1,2,2,2,2,4,0,0,10.36174,1
99,35,1,1,3,1,1,2,2,0,0,17.12424,0
119,35,2,1,2,2,1,2,2,0,3,14.11605,0
3418,22,2,1,2,2,2,1,6,1,0,25.57921,1
1076,20,1,1,1,2,2,2,4,0,1,40.81714,1
184,23,1,0,2,2,0,2,3,0,1,11.64141,1
520,22,2,1,1,2,1,2,3,1,1,26.44204,1
2358,23,1,1,1,2,2,2,3,0,3,10.72409,1
144,22,2,1,2,2,2,2,3,0,1,11.45163,1
1209,36,1,1,3,1,2,2,2,0,0,54.94683,0
2120,21,2,1,2,2,2,2,4,0,0,4.116511,1
2760,50,2,1,3,1,1,2,2,0,0,0,0
405,21,1,1,1,2,1,2,4,0,1,8.06643,1
2222,37,2,1,1,2,2,2,2,1,0,20.86027,0
2054,19,2,0,1,2,1,0,3,2,2,11.53097,1
2218,21,2,1,1,2,1,2,3,1,0,18.00047,1
577,19,1,1,1,2,1,0,3,1,1,26.16531,1
75,20,2,1,1,2,0,1,4,0,10,1.285244,0
1210,54,1,0,1,2,1,1,3,0,0,3.203688,1
2351,25,1,1,1,2,1,1,1,0,0,7.592839,0
458,19,2,0,1,2,2,2,4,0,1,9.147208,1
578,20,1,1,1,2,1,2,3,1,0,23.30255,1
222,31,1,0,1,1,0,2,2,0,1,18.59949,0
5098,20,1,1,1,2,3,2,4,0,0,77.99488,1
4004,25,1,0,3,1,2,2,4,2,0,0,0
390,25,2,1,1,2,2,1,4,0,1,3.485794,1
211,20,2,1,2,2,0,2,2,0,1,14.00034,0
2566,23,1,1,1,2,3,0,4,1,3,26.76486,1
2435,46,1,1,3,1,2,2,2,3,0,0,0
3355,20,2,1,1,2,1,1,2,0,1,22.40864,1
342,22,2,1,1,2,1,2,2,0,1,13.02877,1
2120,20,1,1,2,2,2,0,4,0,8,4.116511,1
3686,18,2,1,2,2,2,2,4,0,1,28.1135,1
2449,21,2,0,1,1,1,2,3,1,0,21.99648,1
412,17,1,0,1,2,2,0,2,1,8,2.161833,1
278,51,1,1,2,1,1,2,2,1,0,19.35151,0
2061,22,1,0,2,2,2,2,4,0,8,6.807588,1
440,17,2,0,1,2,0,2,1,1,1,8.177156,0
4110,42,2,1,3,1,1,1,2,4,0,0,0
3348,22,2,1,1,2,3,2,3,0,3,26.07021,1
590,17,2,1,1,2,2,1,3,1,10,0,0
2018,22,1,1,1,2,4,2,4,0,3,21.07032,1
90,34,2,0,2,1,0,2,1,0,0,18.50336,0
205,22,1,1,1,2,3,2,3,0,1,17.08625,1
3518,36,1,1,1,2,3,2,4,0,0,15.98428,1
431,20,1,1,1,2,1,2,3,0,0,4.911207,1
2368,34,1,1,1,2,2,2,2,2,0,26.38911,1
411,25,2,1,2,2,2,2,4,0,1,5.561901,1
3448,19,1,1,2,2,2,2,3,1,3,19.31239,1
3425,21,1,1,2,2,2,2,3,0,0,28.0024,1
401,21,2,1,1,2,1,2,6,2,1,4.081137,1
448,20,1,1,1,2,1,1,3,1,1,8.135732,1
390,18,1,0,1,2,0,2,4,4,0,3.485794,1
370,20,1,1,1,2,1,1,2,0,7,13.25609,1
422,25,2,0,1,1,2,2,4,0,0,6.948563,1
463,25,2,1,1,2,2,2,4,0,0,11.27774,1
2555,19,2,1,2,2,1,2,3,0,1,28.12854,1
391,56,2,1,3,1,1,1,1,0,0,0,0
21,31,1,1,1,2,0,2,2,2,1,17.796,0
3380,20,2,1,2,2,1,1,3,2,0,25.93112,1
572,21,1,0,2,2,2,2,5,0,0,30.34594,1
2013,19,1,0,2,2,2,2,4,0,0,20.07709,1
398,27,2,1,2,2,0,2,2,0,0,1.773034,0
366,23,2,1,1,1,1,2,4,0,1,10.44282,1
514,54,2,1,1,2,1,1,2,2,1,27.80106,1
1028,58,2,1,1,2,2,2,4,0,3,19.6791,1
3492,36,1,1,3,1,1,2,1,0,0,25.48205,0
2449,18,1,1,1,2,3,2,4,2,0,21.99648,1
606,31,1,1,3,1,2,2,4,0,0,38.54684,1
48,25,1,1,1,2,1,1,2,0,1,17.55784,0
3460,25,1,0,1,2,1,2,4,0,1,29.82872,1
2383,23,1,1,2,2,2,1,4,1,0,19.47638,1
590,21,1,9,1,2,1,0,3,0,1,15.00453,1
469,18,1,0,1,2,1,2,3,0,0,83.29192,1
204,27,1,1,1,2,1,1,2,0,0,69.65895,0
1060,19,2,1,2,2,2,2,3,1,3,15.72333,1
558,18,2,0,1,2,1,2,3,1,1,3.190258,1
307,21,2,1,2,2,1,2,3,0,0,13.33296,1
485,19,1,0,2,2,2,2,3,1,1,10.48533,1
571,24,1,9,1,2,1,0,3,0,1,4.569493,1
538,45,2,1,2,2,1,1,2,3,1,10.38517,1
2216,23,2,1,2,2,3,2,4,0,1,33.28462,1
3610,22,1,1,2,2,3,2,3,0,0,22.01028,1
89,33,1,0,3,1,0,1,2,0,0,27.07981,0
2601,21,2,1,1,2,2,2,3,1,1,44.10136,1
535,17,2,0,1,2,1,2,3,1,1,12.55958,1
325,18,2,1,2,2,2,1,4,1,1,17.4665,1
5069,36,2,1,1,2,1,2,2,3,0,3.674622,0
89,28,1,1,3,1,0,2,1,0,1,4.378736,0
285,29,1,1,3,1,2,2,2,0,0,9.022971,0
2390,19,1,0,1,2,1,2,3,0,0,18.59056,1
490,19,2,1,1,2,0,1,1,0,0,6.413879,0
375,21,1,0,1,2,0,1,2,0,1,19.66072,1
1121,35,1,1,3,1,2,2,2,2,0,0,0
2451,21,2,1,1,2,3,2,4,0,0,32.2625,1
3417,18,2,0,1,2,2,2,4,0,4,37.06495,1
2257,18,2,1,1,2,2,2,2,1,0,27.1811,1
490,22,1,1,2,2,0,1,1,0,1,6.413879,0
1035,21,1,0,1,2,2,2,3,0,8,8.733318,1
430,22,1,1,2,1,0,1,2,0,1,26.2293,0
179,23,1,1,2,2,2,0,4,1,0,10.37064,1
53,30,2,1,3,1,1,2,2,0,0,0.409389,0
2752,21,2,1,1,2,1,1,5,1,0,47.39218,1
4001,23,1,1,1,2,3,2,3,1,3,45.18537,1
268,31,2,1,3,1,1,2,2,0,3,20.30283,0
413,21,1,1,2,2,1,0,2,0,1,26.87552,1
363,58,1,0,1,1,1,2,2,0,10,0,0
2427,20,2,1,2,2,4,2,7,2,1,28.19322,1
1040,18,1,0,1,2,3,2,4,1,1,9.997266,1
532,20,1,0,1,2,2,0,6,0,1,8.084045,1
571,21,2,1,2,2,2,2,5,0,4,26.12861,1
2101,20,1,1,2,2,2,2,3,2,0,36.10138,1
498,23,2,1,2,2,2,2,5,0,0,6.256161,1
585,18,2,1,2,2,3,1,3,2,3,11.94598,1
516,18,2,1,1,2,2,2,3,0,1,5.751622,1
2057,19,1,1,2,2,2,2,5,0,4,27.88665,1
1074,22,2,0,1,2,1,2,4,0,0,14.08968,1
3469,19,2,1,1,2,1,2,5,2,4,35.69614,1
3418,19,2,0,1,2,3,2,4,0,5,36.1942,1
494,25,2,1,1,2,3,0,5,1,3,3.660727,1
3371,51,1,1,1,2,1,2,2,1,8,4.635488,1
4038,27,2,1,3,1,3,2,3,0,0,33.02598,1
2418,18,1,1,1,2,3,2,3,0,0,18.06431,1
2134,25,2,1,1,2,3,2,5,0,0,26.44788,1
4001,19,2,1,2,2,3,2,3,1,4,45.18537,1
1034,21,2,1,2,2,4,0,4,0,0,7.650569,1
3646,60,1,1,3,1,3,2,3,0,0,25.70454,1
3448,20,2,1,1,2,2,0,3,2,4,33.10277,1
176,24,2,1,1,2,2,2,3,0,1,16.44715,1
588,23,2,0,2,1,2,2,4,0,1,20.68312,1
22,28,1,1,2,2,1,2,2,0,0,2.09696,0
371,34,1,1,1,2,1,0,2,0,10,0,0
2210,18,1,1,1,2,3,2,3,1,1,24.86981,1
67,22,2,1,1,2,0,1,1,0,10,1.897934,0
40,35,1,1,2,2,0,0,1,0,0,1.461703,0
50,25,1,1,1,2,0,2,2,0,0,1.587002,0
151,22,2,1,1,2,2,1,4,1,0,9.00353,1
37,23,1,1,1,2,0,1,2,0,10,2.422427,0
21,21,2,1,1,2,0,1,2,0,10,2.04452,0
51,25,1,1,1,2,1,2,1,0,10,1.268754,0
298,38,2,1,3,1,2,2,2,1,0,15.60168,0
325,19,2,1,1,2,1,2,2,0,1,16.08003,1
336,26,1,1,2,1,2,0,3,0,0,17.34345,1
349,29,1,1,1,2,1,2,3,2,1,9.255439,1
158,19,1,0,1,2,2,2,3,2,0,8.900282,1
1222,47,1,1,3,1,1,0,1,1,0,4.729207,1
212,20,1,1,1,2,1,2,3,0,1,7.12026,1
42,20,2,0,1,2,0,2,2,0,10,1.572915,0
596,27,2,1,3,1,3,0,4,1,0,8.562054,1
368,17,1,0,1,2,1,1,3,1,1,2.420402,1
3429,22,1,1,2,2,3,2,4,0,0,19.0003,1
350,48,1,1,3,1,5,2,2,0,0,14.8759,1
3711,25,1,1,2,2,2,2,3,0,0,3.987914,1
322,28,2,1,1,2,2,2,3,0,1,13.09437,1
263,22,1,1,2,2,2,1,3,0,0,6.784424,1
588,47,1,1,3,1,2,2,2,2,0,16.99492,1
2570,49,1,1,1,2,1,2,2,0,3,44.31304,0
586,23,1,0,1,2,1,2,4,0,0,18.29773,1
337,19,1,0,1,2,2,2,5,1,1,16.12024,1
579,19,2,1,2,2,1,2,5,0,1,32.09378,1
3193,45,2,1,2,1,2,2,2,2,0,22.22068,1
3682,23,1,0,1,2,1,2,3,0,1,17.69596,1
413,27,1,0,1,1,2,2,6,0,0,14.20978,1
3643,36,2,1,2,1,1,2,2,1,0,18.27911,0
370,19,2,1,1,2,1,2,4,0,1,22.42221,1
460,25,1,0,1,2,1,0,4,0,0,17.73259,1
3668,74,2,1,1,1,2,0,2,0,0,20.85479,0
3714,20,2,0,1,2,1,1,4,2,1,33.03563,1
1068,26,1,1,1,1,1,2,6,0,0,0,0
3151,21,1,1,2,2,6,2,6,0,3,36.34271,1
336,18,1,1,2,2,3,0,3,1,1,17.34345,1
3677,20,1,1,2,2,2,2,3,1,1,29.13553,1
442,33,2,1,3,1,1,1,2,0,1,12.28819,0
3863,35,1,1,1,2,1,2,2,2,0,1.345355,1
347,19,1,1,2,2,2,2,3,0,1,15.74405,1
313,51,2,1,3,1,1,2,3,1,1,11.7689,1
110,21,2,1,2,2,1,2,4,0,1,5.461931,1
38,23,2,1,2,2,1,1,2,0,10,1.916098,0
450,25,1,1,2,2,1,1,2,0,1,13.40907,0
2435,43,1,1,2,1,2,0,2,3,3,34.85887,1
210,19,1,1,2,2,1,2,4,0,1,5.671636,1
3716,39,1,1,3,1,1,1,2,2,0,0,0
3864,31,2,1,3,1,2,2,2,1,3,22.70418,0
2022,20,2,1,1,2,2,2,3,1,0,11.96176,1
3719,21,2,0,1,2,1,2,3,0,1,22.52363,1
1197,25,1,1,2,2,1,2,2,1,1,50.51416,1
443,30,2,1,1,2,1,2,2,0,0,13.29974,0
71,18,1,0,1,2,0,1,1,0,10,1.132351,0
72,29,1,1,2,2,1,2,2,0,0,1.595176,0
