HHKey_,PsKey_,psage,psuniversityinvolvednumyears,personstatusgrad,personstatustime,hhlivingsituation,First-year,psmainmodefalltypicalaggr,HomeToMainCampusKM,Segment,hhsize,hhnumyoungerthan18,hhnumolderorequalto18,hhcarnumber,psdrivinglicenseownerflag,hhincomelevelshortname
6718,21892,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,1.75,5,4,0,4,1,0,household_income_level__60000_89999
6719,21035,21,4,UG,PT,Live with family/parents,FALSE,Local Transit,20,7,6,0,6,1,0,household_income_level__120000_149999
6720,20667,37,4,Grad,FT,Live with roommates,FALSE,Local Transit,6.75,10,3,0,3,1,1,unknown
6721,20572,21,3,UG,FT,Live with family/parents,FALSE,Regional Transit,26.25,5,3,0,3,2,1,household_income_level__0_29999
6722,21900,21,1,UG,FT,Live with roommates,FALSE,Walk,1,6,2,0,2,0,0,unknown
6723,20571,31,5,Grad,FT,Live with partner,FALSE,Local Transit,3.5,10,2,0,2,1,1,unknown
6724,20692,24,2,UG,FT,Live with roommates,FALSE,Walk,0.75,6,2,0,2,0,1,household_income_level__60000_89999
6725,21065,22,4,UG,FT,Live with family/parents,FALSE,Local Transit,17.75,5,4,0,4,1,1,household_income_level__60000_89999
6726,21429,23,2,UG,PT,Live alone,FALSE,Local Transit,,8,3,1,2,2,0,household_income_level__60000_89999
6727,20578,21,4,Grad,FT,Live with partner,FALSE,Regional Transit,49.25,10,3,0,3,3,1,household_income_level__i_dont_know
6728,20579,26,4,Grad,FT,Live alone,FALSE,Walk,1,10,1,0,1,0,1,household_income_level__0_29999
6729,20704,41,3,Grad,PT,Live with partner,FALSE,Solo Driver,22.75,12,2,0,2,2,1,unknown
6730,21449,26,1,Grad,FT,Live with roommates,FALSE,Local Transit,8.25,10,3,0,3,0,0,household_income_level__0_29999
6731,21082,27,4,Grad,FT,Live alone,FALSE,Local Transit,2.75,10,1,0,1,1,1,unknown
6732,20710,20,2,UG,FT,Live with family/parents,FALSE,Solo Driver,25.25,5,5,0,5,2,1,unknown
6733,20584,20,1,UG,FT,Live with roommates,FALSE,Walk,1,6,5,0,5,2,0,household_income_level__0_29999
6734,20602,26,0,Grad,FT,Live alone,TRUE,Walk,1.25,10,1,0,1,1,1,unknown
6735,21928,21,3,UG,PT,Live with family/parents,FALSE,Regional Transit,24.75,7,4,0,4,4,1,unknown
6736,21483,65,9,Grad,PT,Live with partner,FALSE,Local Transit,8.25,12,2,0,2,1,1,household_income_level__90000_119999
6737,21107,22,1,UG,FT,Live with roommates,FALSE,Walk,0.75,6,2,0,2,0,1,household_income_level__60000_89999
6738,20639,22,3,UG,FT,Live with family/parents,FALSE,Solo Driver,37.25,5,8,2,6,5,1,unknown
6739,21935,23,4,UG,FT,Live with family/parents,FALSE,Local Transit,20.25,5,4,0,4,4,1,unknown
6740,20590,20,2,UG,FT,Live with roommates,FALSE,Walk,0.75,6,7,0,7,1,0,household_income_level__30000_59999
6741,21160,22,5,Other,Other,Live with family/parents,FALSE,Local Transit,20,0,4,0,4,1,1,unknown
6742,21489,23,5,Other,Other,Live with family/parents,FALSE,Local Transit,21.5,0,3,0,3,2,0,unknown
6743,21166,29,7,UG,FT,Live alone,FALSE,Walk,1,6,1,0,1,0,1,unknown
6744,21513,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,6.75,5,5,0,5,1,0,unknown
6745,20645,28,0,Grad,FT,Live alone,TRUE,Local Transit,3.25,10,1,0,1,0,0,unknown
6746,21977,22,5,UG,PT,Live with partner,FALSE,Walk,1.5,8,2,0,2,0,1,household_income_level__30000_59999
6747,20745,21,2,UG,FT,Live with family/parents,FALSE,Local Transit,14.25,5,4,0,4,0,1,household_income_level__0_29999
6748,21173,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,10,1,5,1,4,2,1,unknown
6749,21990,18,0,UG,FT,Live with roommates,TRUE,Walk,0.5,2,2,0,2,0,0,household_income_level__i_dont_know
6750,20652,22,1,UG,FT,Live with roommates,FALSE,Walk,2.75,6,2,0,2,0,1,unknown
6751,21519,25,7,Grad,FT,Live with roommates,FALSE,Bike,0.75,10,3,0,3,0,1,household_income_level__0_29999
6752,20750,37,0,UG,FT,Live with family/parents,TRUE,Solo Driver,35.5,1,6,4,2,2,1,unknown
6753,20661,27,2,Grad,FT,Live with roommates,FALSE,Bike,4.25,10,2,0,2,0,1,unknown
6754,21220,22,2,UG,FT,Live with roommates,FALSE,Local Transit,13.5,6,3,0,3,1,1,household_income_level__0_29999
6755,20705,24,0,Grad,FT,Live with roommates,TRUE,Local Transit,2,10,2,0,2,0,1,household_income_level__90000_119999
6756,22003,20,4,UG,PT,Live with family/parents,FALSE,Solo Driver,27.25,7,4,1,3,2,1,unknown
6757,20756,22,4,UG,FT,Live with family/parents,FALSE,Regional Transit,39.25,5,6,0,6,3,1,household_income_level__90000_119999
6758,21539,18,0,UG,FT,Live with family/parents,TRUE,Regional Transit,21.5,1,4,1,3,2,1,household_income_level__i_dont_know
6759,20708,25,8,UG,PT,Live with family/parents,FALSE,Rideshare,2.5,7,7,3,4,1,1,unknown
6760,22027,18,0,UG,FT,,TRUE,Walk,0.5,2,2,0,2,1,1,household_income_level__90000_119999
6761,20793,24,1,Grad,FT,Live with partner,FALSE,Local Transit,3.25,10,2,0,2,0,1,household_income_level__0_29999
6762,21226,28,8,UG,FT,Live with family/parents,FALSE,Solo Driver,3.75,5,4,0,4,3,1,unknown
6763,20717,23,1,Grad,FT,Live with family/parents,FALSE,Regional Transit,21.5,9,4,0,4,3,1,unknown
6764,21545,18,1,UG,FT,Live with family/parents,FALSE,Local Transit,11.5,5,2,0,2,1,0,unknown
6765,20714,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,23.5,5,2,0,2,1,0,unknown
6766,21233,23,5,Other,Other,Live with family/parents,FALSE,Local Transit,17.5,0,3,0,3,2,1,unknown
6767,22039,22,4,UG,FT,Live alone,FALSE,Walk,2,6,3,0,3,1,0,unknown
6768,20833,25,1,Grad,FT,Live with family/parents,FALSE,Walk,1,9,2,0,2,1,1,unknown
6769,20732,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,18.75,5,2,0,2,1,1,unknown
6770,21597,22,0,Grad,FT,Live with partner,TRUE,Bike,0.75,10,2,0,2,0,1,unknown
6771,20741,18,0,UG,FT,Live with roommates,TRUE,Walk,0.25,2,1,0,1,0,1,household_income_level__180000_209999
6772,22056,21,3,UG,FT,Live with family/parents,FALSE,Solo Driver,25.5,5,4,1,3,4,1,unknown
6773,21268,19,0,UG,FT,Live with family/parents,TRUE,Local Transit,15,1,3,0,3,1,0,unknown
6774,20847,61,1,UG,PT,Live alone,FALSE,Local Transit,7.25,8,1,0,1,1,1,unknown
6775,21604,24,6,UG,PT,Live with roommates,FALSE,Regional Transit,61,8,4,0,4,3,1,household_income_level__0_29999
6776,20740,28,4,Grad,FT,Live alone,FALSE,Walk,1,10,1,0,1,0,1,unknown
6777,20747,28,2,Grad,FT,Live alone,FALSE,Bike,1,10,1,0,1,1,1,household_income_level__0_29999
6778,21275,50,1,Grad,FT,Live with family/parents,FALSE,Bike,11.5,9,4,2,2,0,1,household_income_level__90000_119999
6779,22079,25,6,UG,FT,Live with roommates,FALSE,Local Transit,11,6,2,0,2,1,0,unknown
6780,20785,22,4,UG,FT,Live with family/parents,FALSE,Local Transit,22,5,4,0,4,1,0,unknown
6781,20853,18,0,UG,FT,Live with roommates,TRUE,Walk,0.75,2,1,0,1,0,0,unknown
6782,21610,25,1,Grad,FT,Live with family/parents,FALSE,Local Transit,22,9,5,0,5,3,1,unknown
6783,20753,22,4,UG,FT,Live with family/parents,FALSE,Local Transit,14.75,5,5,0,5,1,0,household_income_level__60000_89999
6784,22092,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,9.25,5,5,0,5,2,1,household_income_level__30000_59999
6785,20859,26,9,Grad,FT,Live with family/parents,FALSE,Local Transit,14.75,9,3,0,3,2,1,unknown
6786,20792,21,1,UG,FT,Live with roommates,FALSE,Walk,0,6,5,0,5,0,0,household_income_level__0_29999
6787,21293,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,45,5,4,0,4,2,1,household_income_level__30000_59999
6788,20760,39,0,Grad,PT,Live with partner,TRUE,Regional Transit,49.75,12,2,0,2,1,1,household_income_level__120000_149999
6789,20865,23,1,Grad,FT,Live with partner,FALSE,Walk,2.5,10,2,0,2,1,1,household_income_level__30000_59999
6790,22144,20,1,UG,FT,Live with family/parents,FALSE,Local Transit,11.75,5,8,1,7,0,0,household_income_level__0_29999
6791,20822,23,0,Grad,FT,Live with partner,TRUE,Local Transit,4,10,2,0,2,0,1,household_income_level__30000_59999
6792,21661,22,0,UG,PT,Live with partner,TRUE,Walk,1.5,4,2,0,2,0,0,unknown
6793,21300,22,4,UG,FT,Live with family/parents,FALSE,Solo Driver,5.25,5,4,1,3,3,1,household_income_level__150000_179999
6794,20901,31,9,Grad,FT,Live alone,FALSE,Other,2.75,10,1,0,1,3,0,unknown
6795,20796,20,2,UG,PT,Live with family/parents,FALSE,Regional Transit,50.25,7,3,0,3,1,0,unknown
6796,20845,30,9,Grad,FT,Live with family/parents,FALSE,Local Transit,12.5,9,5,1,4,1,0,household_income_level__30000_59999
6797,21675,30,3,Grad,FT,Live with family/parents,FALSE,Local Transit,9.5,9,3,1,2,0,0,household_income_level__0_29999
6798,20914,21,2,UG,PT,Live with family/parents,FALSE,Local Transit,20.75,7,5,0,5,0,1,unknown
6799,22151,23,0,Grad,FT,Live with family/parents,TRUE,Local Transit,4.25,9,5,1,4,2,1,household_income_level__i_dont_know
6800,21323,20,1,UG,FT,Live with roommates,FALSE,Walk,1.5,6,2,0,2,0,1,household_income_level__30000_59999
6801,20809,26,0,Grad,FT,Live alone,TRUE,Local Transit,2.75,10,1,0,1,0,1,unknown
6802,20852,19,2,UG,FT,Live with roommates,FALSE,Walk,0.5,6,11,2,9,0,1,household_income_level__0_29999
6803,21681,48,0,UG,PT,Live with family/parents,TRUE,Solo Driver,11.75,3,4,1,3,2,1,household_income_level__240000_plus
6804,20943,26,2,Grad,FT,Live with partner,FALSE,Bike,4.25,10,2,0,2,0,1,household_income_level__30000_59999
6805,21347,21,3,UG,PT,Live with roommates,FALSE,Walk,1.5,8,2,0,2,0,0,unknown
6806,22157,29,1,Grad,FT,Live with roommates,FALSE,Walk,1,10,7,1,6,0,0,household_income_level__i_dont_know
6807,20827,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,19.5,5,7,2,5,1,0,unknown
6808,21370,21,3,UG,FT,Live with family/parents,FALSE,Regional Transit,21.75,5,3,0,3,2,1,unknown
6809,21716,34,0,Grad,FT,Live alone,TRUE,Local Transit,5.5,10,1,0,1,0,1,unknown
6810,20887,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,19,5,5,0,5,1,0,household_income_level__30000_59999
6811,20869,19,2,UG,FT,Live with roommates,FALSE,Bike,1,6,3,0,3,0,0,household_income_level__i_dont_know
6812,20955,29,2,Grad,FT,Live alone,FALSE,Local Transit,14.75,10,1,0,1,0,0,household_income_level__0_29999
6813,22261,25,7,UG,PT,Live with family/parents,FALSE,Local Transit,7.5,7,3,0,3,0,1,household_income_level__30000_59999
6814,21723,22,4,UG,FT,Live with family/parents,FALSE,Local Transit,23.5,5,5,1,4,3,1,household_income_level__60000_89999
6815,20961,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,16.5,5,3,0,3,2,1,unknown
6816,21402,18,1,UG,FT,Live with family/parents,FALSE,Local Transit,19,5,4,0,4,2,0,household_income_level__i_dont_know
6817,20892,18,0,UG,FT,Live with roommates,TRUE,Walk,0.5,2,5,0,5,0,0,household_income_level__0_29999
6818,20876,18,1,UG,FT,Live with family/parents,FALSE,Walk,2.5,5,2,0,2,0,0,household_income_level__0_29999
6819,22267,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,14.75,5,5,1,4,1,0,unknown
6820,20969,28,1,Grad,FT,Live with roommates,FALSE,Bike,3.25,10,2,0,2,0,1,unknown
6821,21730,18,,UG,FT,Live with family/parents,TRUE,Local Transit,16,1,4,0,4,0,0,household_income_level__0_29999
6822,21409,19,1,UG,FT,Live alone,FALSE,Local Transit,2.75,6,1,0,1,0,1,unknown
6823,20899,21,4,UG,FT,Live with family/parents,FALSE,Solo Driver,9,5,3,0,3,3,1,unknown
6824,20888,20,1,UG,FT,Live alone,FALSE,Walk,1.25,6,1,0,1,0,1,household_income_level__0_29999
6825,22285,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,7.5,5,7,0,7,1,0,unknown
6826,20993,24,2,Grad,FT,Live with roommates,FALSE,Walk,1,10,16,2,14,2,1,unknown
6827,21778,33,6,Grad,FT,Live alone,FALSE,Local Transit,3.5,10,1,0,1,0,0,household_income_level__0_29999
6828,20894,19,1,UG,FT,Live with family/parents,FALSE,Rideshare,13.5,5,3,0,3,1,1,household_income_level__i_dont_know
6829,21415,23,1,Grad,FT,Live with family/parents,FALSE,Local Transit,13.25,9,4,0,4,1,0,unknown
6830,22292,21,3,UG,FT,Live with family/parents,FALSE,Walk,1,5,2,0,2,0,0,unknown
6831,20905,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,24.5,1,5,2,3,2,0,unknown
6832,20918,17,0,UG,FT,Live with roommates,TRUE,Walk,0.25,2,6,1,5,0,0,unknown
6833,21784,23,1,UG,FT,Live with family/parents,FALSE,Local Transit,33.75,5,3,0,3,2,0,unknown
6834,22326,25,0,UG,FT,Live with family/parents,TRUE,Local Transit,5.5,1,3,0,3,1,0,unknown
6835,21421,27,2,Grad,FT,Live with roommates,FALSE,Walk,0.75,10,3,0,3,1,1,household_income_level__i_dont_know
6836,21000,21,2,UG,FT,Live alone,FALSE,Walk,1,6,5,0,5,2,0,household_income_level__0_29999
6837,21804,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,32.75,1,5,1,4,2,0,household_income_level__i_dont_know
6838,21026,18,0,UG,FT,Live with roommates,TRUE,Walk,0.25,2,2,0,2,0,1,unknown
6839,22381,29,5,Grad,FT,Live alone,FALSE,Local Transit,4.75,10,1,0,1,0,1,household_income_level__0_29999
6840,21471,26,3,Grad,FT,Live alone,FALSE,Walk,2.5,10,1,0,1,0,1,unknown
6841,21127,24,6,UG,FT,Live with roommates,FALSE,Walk,0.75,6,2,0,2,0,0,household_income_level__0_29999
6842,21056,20,2,UG,FT,Live with family/parents,FALSE,Solo Driver,14,5,5,1,4,2,1,household_income_level__i_dont_know
6843,22387,21,3,UG,FT,Live with roommates,FALSE,Walk,1.25,6,3,0,3,2,0,unknown
6844,21827,22,0,Grad,FT,Live with family/parents,TRUE,Local Transit,12.75,9,2,0,2,0,1,unknown
6845,20954,27,9,Grad,FT,Live with family/parents,FALSE,Local Transit,18.5,9,4,0,4,2,1,unknown
6846,21069,20,3,UG,FT,Live with family/parents,FALSE,Local Transit,17.25,5,4,1,3,1,0,unknown
6847,21139,19,2,UG,FT,Live with roommates,FALSE,Bike,1.25,6,2,0,2,0,0,household_income_level__0_29999
6848,21846,22,3,UG,PT,Live with roommates,FALSE,Solo Driver,20.25,8,2,0,2,1,1,household_income_level__90000_119999
6849,22404,20,2,UG,FT,Live with roommates,FALSE,Walk,0.75,6,4,0,4,0,1,household_income_level__0_29999
6850,20960,22,3,UG,FT,Live with roommates,FALSE,Walk,1,6,4,0,4,0,1,unknown
6851,21480,22,0,UG,FT,Live with family/parents,TRUE,Local Transit,12.75,1,4,1,3,0,0,household_income_level__30000_59999
6852,21852,21,2,UG,FT,Live with roommates,FALSE,Walk,0.25,6,4,1,3,0,1,unknown
6853,21099,20,1,UG,FT,Live with roommates,FALSE,Walk,0.75,6,3,0,3,0,0,household_income_level__0_29999
6854,22428,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,14.75,5,4,0,4,2,1,household_income_level__i_dont_know
6855,21151,22,2,UG,FT,Live with roommates,FALSE,Local Transit,1,6,2,0,2,0,0,household_income_level__i_dont_know
6856,20966,18,0,UG,FT,Live with roommates,TRUE,Walk,0,2,7,0,7,0,1,household_income_level__i_dont_know
6857,21105,20,0,Grad,FT,Live with roommates,TRUE,Local Transit,4,10,4,1,3,1,0,household_income_level__i_dont_know
6858,21486,50,9,UG,PT,Live with family/parents,FALSE,Bike,2,7,4,2,2,1,1,household_income_level__60000_89999
6859,21163,18,0,UG,FT,Live with roommates,TRUE,Local Transit,3.5,2,6,0,6,3,1,unknown
6860,21140,36,1,Grad,FT,Live with roommates,FALSE,Walk,1.25,10,8,0,8,1,1,household_income_level__i_dont_know
6861,21007,18,1,UG,FT,Live with family/parents,FALSE,Local Transit,29,5,4,1,3,2,0,household_income_level__i_dont_know
6862,21882,34,9,UG,FT,Live with family/parents,FALSE,Solo Driver,30.25,5,5,2,3,2,1,unknown
6863,21494,27,5,Grad,FT,Live with partner,FALSE,Local Transit,5,10,2,0,2,0,1,household_income_level__30000_59999
6864,21200,19,0,UG,FT,Live with roommates,TRUE,Walk,1.25,2,2,1,1,0,0,household_income_level__i_dont_know
6865,22434,21,3,UG,PT,Live with roommates,FALSE,Solo Driver,22.75,8,2,0,2,1,1,unknown
6866,21188,20,3,UG,FT,Live with family/parents,FALSE,Local Transit,6.75,5,7,2,5,2,0,unknown
6867,21067,18,,UG,FT,Live with family/parents,TRUE,Local Transit,8,1,4,1,3,1,1,household_income_level__30000_59999
6868,21538,52,0,Grad,PT,Live with family/parents,TRUE,Regional Transit,26,11,4,1,3,2,1,household_income_level__150000_179999
6869,21206,18,1,UG,FT,Live with family/parents,FALSE,Local Transit,9.25,5,6,3,3,2,1,household_income_level__0_29999
6870,22458,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,14.25,1,4,1,3,1,0,unknown
6871,21227,20,1,UG,FT,Live alone,FALSE,Local Transit,10.75,6,1,0,1,0,0,household_income_level__0_29999
6872,21911,17,0,UG,FT,Live with family/parents,TRUE,Rideshare,5.25,1,5,3,2,1,0,unknown
6873,21072,43,2,Grad,FT,Live with partner,FALSE,Bike,2.5,10,2,0,2,1,1,unknown
6874,21234,21,3,UG,FT,Live with roommates,FALSE,Walk,0.75,6,2,0,2,0,1,unknown
6875,22465,22,4,UG,FT,Live with family/parents,FALSE,Solo Driver,20,5,3,0,3,3,1,household_income_level__120000_149999
6876,21561,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,8.25,5,3,0,3,2,1,household_income_level__60000_89999
6877,21917,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,23.5,1,3,0,3,1,0,household_income_level__30000_59999
6878,21568,23,5,Grad,FT,Live with roommates,FALSE,Bike,1.75,10,6,0,6,0,1,household_income_level__0_29999
6879,21084,21,3,UG,FT,Live with family/parents,FALSE,Local Transit,10.75,5,4,0,4,2,0,unknown
6880,22499,27,0,Grad,FT,Live with family/parents,TRUE,Local Transit,22.25,9,5,0,5,1,1,household_income_level__i_dont_know
6881,21934,26,0,Grad,FT,Live with roommates,TRUE,Walk,1.5,10,2,0,2,0,1,unknown
6882,21242,54,2,Grad,PT,Live alone,FALSE,Walk,0.75,12,1,0,1,0,0,household_income_level__30000_59999
6883,21586,32,0,UG,FT,Live with roommates,TRUE,Solo Driver,15.5,2,3,0,3,2,1,unknown
6884,21245,18,1,UG,FT,Live with roommates,FALSE,Bike,0.25,6,4,0,4,0,0,household_income_level__i_dont_know
6885,21946,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,17.75,1,5,1,4,1,0,unknown
6886,22506,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,25.25,5,5,1,4,3,0,unknown
6887,21137,22,4,UG,FT,Live with family/parents,FALSE,Bike,2.25,5,4,0,4,1,1,unknown
6888,21254,52,1,Grad,FT,Live alone,FALSE,Bike,2.75,10,1,0,1,0,1,unknown
6889,21285,21,1,UG,FT,Live with family/parents,FALSE,Local Transit,2,5,5,0,5,1,0,unknown
6890,21593,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,4.75,1,4,0,4,1,0,household_income_level__30000_59999
6891,22512,18,1,UG,FT,Live with family/parents,FALSE,Regional Transit,26.25,5,2,0,2,1,0,household_income_level__0_29999
6892,21976,24,0,UG,FT,Live with family/parents,TRUE,Local Transit,7,1,3,0,3,2,1,unknown
6893,21261,26,0,Grad,FT,Live with family/parents,TRUE,Local Transit,18.5,9,1,0,1,1,1,unknown
6894,21144,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,2.75,1,3,1,2,0,1,unknown
6895,21292,18,0,UG,FT,Live with roommates,TRUE,Walk,13,2,6,1,5,0,0,household_income_level__30000_59999
6896,22571,24,6,Grad,FT,Live with family/parents,FALSE,Regional Transit,28.75,9,6,1,5,3,1,household_income_level__60000_89999
6897,21656,20,2,UG,FT,Live with roommates,FALSE,Walk,1,6,4,0,4,0,1,household_income_level__i_dont_know
6898,21267,18,0,UG,FT,,TRUE,Local Transit,7,2,7,0,7,3,0,household_income_level__i_dont_know
6899,21996,18,0,UG,FT,Live alone,TRUE,Walk,0.25,2,1,0,1,0,1,unknown
6900,22577,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,24.75,5,4,1,3,2,1,unknown
6901,21180,20,2,UG,FT,Live with roommates,FALSE,Bike,1.25,6,3,0,3,0,1,unknown
6902,21298,20,2,UG,FT,Live alone,FALSE,Walk,0.5,6,1,0,1,1,1,unknown
6903,21664,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,6.75,1,3,0,3,0,0,household_income_level__60000_89999
6904,22636,29,2,Grad,PT,Live with partner,FALSE,Local Transit,5,12,2,0,2,2,1,unknown
6905,21273,20,2,UG,FT,Live with roommates,FALSE,Walk,0.25,6,8,0,8,0,1,unknown
6906,22004,29,6,Grad,FT,Live with partner,FALSE,Walk,3,10,2,0,2,0,1,household_income_level__60000_89999
6907,21358,23,5,UG,PT,Live alone,FALSE,Local Transit,8.75,8,1,0,1,0,0,household_income_level__i_dont_know
6908,21682,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,20.5,5,4,0,4,2,1,unknown
6909,21198,21,4,UG,FT,Live with family/parents,FALSE,Local Transit,3,5,7,1,6,2,0,household_income_level__i_dont_know
6910,22649,19,0,UG,FT,Live with roommates,TRUE,Walk,1,2,2,0,2,2,1,household_income_level__240000_plus
6911,21364,21,5,UG,FT,Live with roommates,FALSE,Local Transit,15,6,4,0,4,1,1,unknown
6912,22010,19,1,UG,FT,Live with family/parents,FALSE,Local Transit,25.5,5,6,2,4,2,0,household_income_level__180000_209999
6913,21355,19,0,UG,FT,Live with roommates,TRUE,Bike,3.5,2,8,1,7,4,0,household_income_level__30000_59999
6914,22668,20,2,UG,FT,Live with family/parents,FALSE,Local Transit,13.75,5,5,2,3,2,1,household_income_level__60000_89999
6915,21371,25,1,Grad,FT,Live with partner,FALSE,Local Transit,11,10,2,0,2,0,1,household_income_level__30000_59999
6916,21240,25,7,Grad,FT,Live with roommates,FALSE,Bike,3,10,2,0,2,0,0,unknown
6917,22051,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,2.75,1,2,0,2,1,0,unknown
6918,21413,28,5,Grad,FT,Live with partner,FALSE,Local Transit,9.75,10,2,0,2,1,1,household_income_level__i_dont_know
6919,21687,23,5,UG,FT,Live with family/parents,FALSE,Local Transit,11.75,5,4,0,4,1,0,household_income_level__90000_119999
6920,21403,18,0,UG,FT,Live with family/parents,TRUE,Local Transit,15.25,1,4,1,3,1,1,unknown
6921,22062,19,0,UG,FT,Live with family/parents,TRUE,Regional Transit,32.25,1,4,0,4,2,0,unknown
6922,22697,22,3,UG,PT,Live with roommates,FALSE,Local Transit,4.75,8,2,0,2,0,1,unknown
6923,21419,27,4,Grad,FT,Live with family/parents,FALSE,Regional Transit,30.75,9,4,0,4,1,1,household_income_level__30000_59999
6924,21253,26,0,Grad,FT,Live with partner,TRUE,Regional Transit,17.75,10,3,1,2,1,1,household_income_level__30000_59999
6925,21713,21,3,UG,PT,Live with family/parents,FALSE,Walk,1,7,2,0,2,0,1,unknown
