,HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime,Dist,PD,SchoolName
6002,2055,391,9092,34,F,Y,O,O,S,3,4,3,0,15.31,9,-1,11.45399,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
6004,21,391,9092,27,M,Y,O,O,S,1,1,1,0,32.61,9,-1,17.796,1,YORK UNIVERSITY - YORK (KEELE & STEELES)
6005,224,371,9261,37,F,N,O,O,S,1,6,2,0,14.23,B,640,25.63591,5,HUMBER COLLEGE - NORTH CAMPUS
6007,2382,1199,E0297,28,M,N,O,O,S,4,6,5,0,28.09,9,-1,47.30684,31,UOIT - DOWNTOWN CAMPUS
6008,110,69,9103,21,F,N,O,O,S,1,3,4,0,119.04,B,900,5.461931,2,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6009,480,69,9103,20,F,Y,O,O,S,2,7,4,0,45.15,B,830,19.30453,12,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6010,4042,3851,9309,49,F,Y,S,P,P,2,2,2,2,20.6,D,1830,23.42352,39,SHERIDAN COLLEGE - MISSISSAUGA
6011,3486,371,9261,19,F,Y,G,P,S,1,5,4,0,25.82,B,1300,18.73574,35,HUMBER COLLEGE - NORTH CAMPUS
6012,212,69,9103,50,F,Y,O,O,P,2,6,2,1,24.59,D,800,7.120260000000001,4,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6013,259,69,9103,23,M,N,O,O,S,0,3,3,0,26.6,B,1600,7.815589999999999,6,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6014,517,69,9103,25,M,Y,G,F,P,1,7,4,0,12.1,9,-1,18.19288,13,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6015,3007,371,384,18,F,Y,S,P,S,4,6,3,2,8.55,D,800,24.22353,34,UNIVERSITY OF GUELPH AT HUMBER
6016,3690,3851,9309,29,F,N,O,O,S,4,5,7,0,39.28,B,1000,3.978049,36,SHERIDAN COLLEGE - MISSISSAUGA
6017,3377,371,9261,36,F,Y,P,F,P,2,6,4,0,22.72,9,-1,19.59315,35,HUMBER COLLEGE - NORTH CAMPUS
6018,90,69,9103,33,M,Y,P,F,S,1,6,2,2,4.22,9,-1,3.0967340000000005,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6019,338,371,384,19,M,Y,P,P,S,2,6,3,1,19.4,9,-1,9.934896,8,UNIVERSITY OF GUELPH AT HUMBER
6020,3464,371,9261,19,M,Y,S,P,S,3,4,3,0,17.34,D,900,20.924329999999998,35,HUMBER COLLEGE - NORTH CAMPUS
6021,2238,371,9261,19,F,Y,S,P,S,3,5,3,0,18.62,D,1030,30.46684,29,HUMBER COLLEGE - NORTH CAMPUS
6022,267,69,9103,33,F,Y,P,P,P,2,5,2,0,3.97,9,-1,6.11338,6,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6023,3685,371,9261,20,F,Y,S,P,S,2,6,3,0,53.39,P,730,21.14893,36,HUMBER COLLEGE - NORTH CAMPUS
6024,460,69,9103,30,M,Y,O,O,S,1,7,4,0,15.88,9,-1,17.732590000000005,11,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6027,197,69,9103,21,M,Y,O,O,S,3,6,3,1,37.23,B,1215,7.317653,4,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6028,3691,371,9261,19,M,Y,O,O,S,3,4,5,0,35.06,P,815,21.63294,36,HUMBER COLLEGE - NORTH CAMPUS
6029,341,371,9261,21,F,N,S,P,S,0,2,4,1,22.7,9,-1,11.547080000000001,8,HUMBER COLLEGE - NORTH CAMPUS
6030,3505,371,9261,20,F,Y,O,O,S,1,4,2,0,16.24,D,645,12.71263,35,HUMBER COLLEGE - NORTH CAMPUS
6031,3658,371,384,19,M,N,G,P,S,1,7,4,0,32.95,B,600,18.40648,36,UNIVERSITY OF GUELPH AT HUMBER
6033,2036,371,384,18,F,Y,G,P,S,3,7,4,1,53.63,D,620,7.58182,33,UNIVERSITY OF GUELPH AT HUMBER
6035,538,69,9103,20,M,Y,O,O,S,2,3,4,0,10.44,B,900,10.69664,13,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6036,579,371,9261,21,F,Y,S,P,S,1,7,3,0,11.78,9,-1,32.093779999999995,16,HUMBER COLLEGE - NORTH CAMPUS
6037,2108,69,9103,19,F,Y,O,O,S,1,4,5,0,8.98,B,950,23.32801,33,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6038,3485,3851,9309,25,M,Y,G,F,P,2,5,3,1,46.37,9,-1,12.04645,35,SHERIDAN COLLEGE - MISSISSAUGA
6039,75,69,9103,20,M,Y,O,O,S,0,3,4,0,58.83,W,1100,1.2852439999999998,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6040,46,69,9103,20,F,Y,O,O,S,0,1,3,0,34.1,W,855,1.297744,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6041,50,69,9103,28,F,Y,P,F,S,0,4,1,0,21.0,9,-1,1.5870020000000002,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6042,305,69,9103,21,F,Y,S,P,S,2,6,3,0,18.59,B,1100,10.501660000000001,8,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6043,2123,69,9103,34,F,Y,O,O,S,1,6,2,0,20.76,B,830,18.329629999999998,33,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6044,205,69,9103,24,F,Y,G,J,S,1,7,4,0,67.48,B,730,2.918896,4,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6045,73,69,9103,26,F,Y,P,P,S,1,4,4,0,131.88,9,-1,1.013806,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6046,3153,371,9261,22,M,Y,S,P,S,2,5,3,1,61.83,9,-1,21.18385,34,HUMBER COLLEGE - NORTH CAMPUS
6047,427,69,9103,24,F,Y,O,O,S,2,6,3,0,26.55,9,-1,12.5365,11,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6048,2101,69,9103,33,M,Y,P,F,P,2,6,2,2,9.12,9,-1,27.077240000000003,33,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6049,3324,69,9103,28,M,Y,P,F,S,2,2,2,0,54.21,9,-1,33.42698,35,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6050,3842,69,9103,34,M,Y,P,F,P,1,5,1,0,22.23,9,-1,24.14187,36,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6052,582,69,9103,20,F,Y,O,O,S,1,3,3,1,16.05,B,800,20.594900000000006,16,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6053,3714,69,9103,20,M,Y,S,P,S,3,7,5,0,33.33,B,900,33.03563,36,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6054,368,371,9261,29,F,Y,M,P,S,1,3,3,0,23.16,B,715,2.420402,9,HUMBER COLLEGE - NORTH CAMPUS
6055,3691,69,9103,19,M,N,O,O,S,1,4,3,0,16.79,J,830,29.58396,36,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6056,464,69,9103,22,F,N,O,O,S,1,2,4,0,43.99,B,1300,13.86925,11,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6057,71,69,9103,21,M,Y,O,O,S,2,6,3,0,13.74,W,1300,1.132351,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6058,3809,371,9261,23,F,Y,S,P,S,3,5,6,0,63.26,B,1000,26.564390000000003,36,HUMBER COLLEGE - NORTH CAMPUS
6059,3364,371,9261,24,F,Y,O,O,S,2,1,2,0,19.03,D,830,11.63563,35,HUMBER COLLEGE - NORTH CAMPUS
6060,67,69,9103,26,F,Y,O,O,S,0,1,2,0,19.01,W,800,1.897934,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6062,431,69,9103,28,F,Y,S,P,S,2,6,4,0,25.27,9,-1,15.128779999999999,11,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6064,3810,69,9103,20,M,Y,O,O,S,2,6,4,1,19.44,J,700,34.868410000000004,36,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6065,79,69,9103,25,F,Y,P,P,S,1,3,2,0,17.66,B,930,3.752367,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6066,261,69,9103,19,F,Y,G,P,S,2,7,4,1,33.94,B,1000,10.25606,6,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6067,53,69,9103,29,M,Y,P,F,S,0,7,2,0,18.61,W,1105,1.802905,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6068,313,371,9261,35,M,N,S,F,P,1,4,2,0,25.86,B,1100,12.91271,8,HUMBER COLLEGE - NORTH CAMPUS
6069,68,69,9103,22,F,Y,O,O,S,0,1,2,0,42.82,9,-1,0.97324,1,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6070,535,69,9103,20,M,Y,O,O,S,1,4,4,1,29.13,B,700,12.931,13,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6071,110,391,9092,21,F,Y,S,P,S,0,2,2,0,45.79,B,1230,17.500709999999998,2,YORK UNIVERSITY - YORK (KEELE & STEELES)
6072,2428,391,9092,18,F,Y,O,O,S,1,7,2,2,5.31,B,755,21.47549,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
6073,3436,391,9092,19,F,Y,P,P,S,3,6,4,1,24.81,G,800,32.24645,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
6075,535,391,9092,21,M,Y,S,P,S,1,4,3,1,12.96,B,1430,26.24351,13,YORK UNIVERSITY - YORK (KEELE & STEELES)
6076,396,391,9092,33,F,Y,9,P,S,1,2,2,1,50.7,9,-1,2.0957800000000004,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
6077,62,391,E0471,26,F,N,O,O,S,0,4,2,0,14.9,9,-1,19.74656,1,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
6079,3354,391,9092,17,M,N,O,O,S,2,3,2,2,18.44,9,-1,28.74285,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
6080,3809,391,9092,21,F,Y,M,P,P,1,4,4,3,31.51,9,-1,37.317609999999995,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
6081,3867,391,9092,20,M,Y,O,O,S,1,2,3,1,85.44,9,-1,28.16524,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
6082,385,391,9092,22,F,Y,G,P,S,1,3,5,0,13.44,9,-1,7.559203,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
6084,2058,391,9092,18,M,Y,O,O,S,1,4,4,1,12.87,B,920,8.632058,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
6085,294,391,9092,22,M,N,O,O,S,4,6,3,0,12.12,B,1110,24.1567,7,YORK UNIVERSITY - YORK (KEELE & STEELES)
6086,424,391,9092,19,F,Y,O,O,S,1,4,3,0,20.8,9,-1,7.582413000000002,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
6088,2128,391,9092,20,M,Y,O,O,S,1,4,3,0,39.24,P,1230,6.966191,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
6089,154,391,9092,23,M,N,S,P,S,2,3,3,1,25.35,9,-1,7.010923000000001,3,YORK UNIVERSITY - YORK (KEELE & STEELES)
6090,1241,391,9092,23,F,Y,S,P,S,2,4,4,0,38.43,B,800,59.979569999999995,24,YORK UNIVERSITY - YORK (KEELE & STEELES)
6091,3863,391,9092,19,M,N,S,P,S,1,3,4,2,24.89,B,1100,28.003,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
6092,349,391,9092,47,F,Y,P,F,P,2,6,2,2,16.55,9,-1,11.73023,8,YORK UNIVERSITY - YORK (KEELE & STEELES)
6093,456,391,9092,21,F,Y,S,P,S,4,7,5,0,21.9,D,1130,10.36174,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
6094,2058,391,C405,20,F,Y,O,O,P,2,3,4,0,29.94,9,-1,8.632058,33,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
6095,3435,391,9092,23,F,Y,S,P,S,2,3,4,1,28.14,9,-1,33.955949999999994,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
6096,2108,391,E0471,24,F,N,O,O,P,2,4,3,0,18.95,P,1245,9.534495,33,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
6097,140,391,9092,22,F,Y,G,P,P,2,4,5,2,63.98,9,-1,11.22879,3,YORK UNIVERSITY - YORK (KEELE & STEELES)
6098,126,391,9092,36,F,Y,O,O,S,1,7,2,3,10.88,B,820,13.923079999999999,2,YORK UNIVERSITY - YORK (KEELE & STEELES)
6099,2055,391,9092,18,F,N,O,O,S,1,3,2,1,22.4,9,-1,11.45399,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
6100,586,391,9092,23,F,Y,G,F,P,1,4,3,0,13.51,9,-1,16.747139999999998,16,YORK UNIVERSITY - YORK (KEELE & STEELES)
6102,2056,391,C405,24,M,Y,S,P,S,3,3,4,0,18.23,D,900,10.97079,33,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
6103,451,391,9092,21,F,Y,O,O,S,1,1,1,0,91.85,9,-1,8.282834000000001,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
6104,3431,391,9092,19,F,Y,O,O,S,2,5,3,1,14.23,B,630,31.12965,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
6105,194,391,9092,35,M,Y,P,F,P,0,5,1,0,40.87,9,-1,9.13667,4,YORK UNIVERSITY - YORK (KEELE & STEELES)
6107,527,391,9092,21,F,N,O,O,S,1,3,3,0,28.01,B,640,21.92103,13,YORK UNIVERSITY - YORK (KEELE & STEELES)
6108,346,391,9092,28,M,N,O,O,S,0,2,5,0,48.18,B,730,15.5484,8,YORK UNIVERSITY - YORK (KEELE & STEELES)
6109,2120,391,9092,19,F,Y,S,P,S,2,4,4,2,40.27,B,1400,4.116510999999999,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
6111,454,391,9092,26,F,Y,P,P,P,1,4,2,0,18.95,9,-1,9.430558999999999,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
6112,2128,391,9092,18,F,Y,O,O,S,2,6,3,1,18.56,9,-1,6.966191,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
6113,4035,391,9092,20,F,Y,O,O,S,0,2,2,0,20.1,9,-1,41.82202,39,YORK UNIVERSITY - YORK (KEELE & STEELES)
6114,401,391,9092,24,F,Y,O,O,S,1,3,3,0,28.79,D,1930,4.081137,10,YORK UNIVERSITY - YORK (KEELE & STEELES)
6115,202,391,9092,40,M,Y,P,P,S,1,4,2,1,39.57,9,-1,14.83791,4,YORK UNIVERSITY - YORK (KEELE & STEELES)
6116,2100,391,9092,21,F,Y,S,P,S,2,4,4,2,46.06,B,920,11.406410000000001,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
6118,3691,391,9092,19,F,N,O,O,S,3,6,4,1,26.0,B,600,31.3867,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
6120,531,391,9092,32,M,Y,P,P,S,2,4,2,0,99.24,D,710,24.72165,13,YORK UNIVERSITY - YORK (KEELE & STEELES)
6121,2363,391,9092,20,F,Y,O,O,S,1,4,3,1,19.02,9,-1,10.98036,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
6122,549,391,C405,20,F,Y,O,O,S,2,3,4,1,31.44,P,800,28.07727,14,SENECA COLLEGE - YORK UNIVERSITY CAMPUS
6123,545,391,9092,18,M,N,M,P,S,2,6,3,1,7.26,B,830,28.001590000000004,14,YORK UNIVERSITY - YORK (KEELE & STEELES)
6125,3375,391,E0471,20,M,Y,O,O,S,2,7,4,1,77.08,9,-1,31.397109999999998,35,OSGOODE HALL LAW SCHOOL - YORK UNIVERSITY MAIN CAMPUS
6126,3675,391,9092,28,F,Y,O,O,S,2,7,3,0,19.65,D,900,23.228089999999998,36,YORK UNIVERSITY - YORK (KEELE & STEELES)
6127,101,391,9092,46,M,Y,P,F,P,1,3,3,2,7.11,9,-1,15.90613,2,YORK UNIVERSITY - YORK (KEELE & STEELES)
6128,461,391,9092,20,F,Y,S,P,S,2,5,3,0,5.03,9,-1,10.13466,11,YORK UNIVERSITY - YORK (KEELE & STEELES)
6129,2054,391,9092,18,F,Y,G,P,S,4,6,4,0,29.3,D,1030,11.53097,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
6130,2418,391,9092,25,M,Y,O,O,S,3,5,3,0,12.93,B,1130,24.31338,31,YORK UNIVERSITY - YORK (KEELE & STEELES)
6131,2123,391,9092,26,F,Y,O,O,S,2,5,4,0,25.31,B,830,5.0746269999999996,33,YORK UNIVERSITY - YORK (KEELE & STEELES)
6132,518,391,9092,21,M,Y,S,P,S,1,7,3,0,9.71,B,1205,27.60585,13,YORK UNIVERSITY - YORK (KEELE & STEELES)
6133,143,391,9092,24,M,N,O,O,S,0,7,2,0,93.9,B,745,11.92553,3,YORK UNIVERSITY - YORK (KEELE & STEELES)
6134,514,391,9092,18,M,Y,O,O,S,2,6,5,1,11.78,9,-1,27.801059999999996,13,YORK UNIVERSITY - YORK (KEELE & STEELES)
6135,532,391,9092,24,M,Y,O,O,S,2,7,6,0,41.41,D,700,26.189870000000003,13,YORK UNIVERSITY - YORK (KEELE & STEELES)
6136,3482,391,9092,19,F,Y,O,O,S,2,4,4,0,31.63,9,-1,30.295640000000002,35,YORK UNIVERSITY - YORK (KEELE & STEELES)
6137,375,391,9092,17,M,Y,O,O,S,2,4,4,3,15.29,P,900,8.858553,9,YORK UNIVERSITY - YORK (KEELE & STEELES)
6139,3449,5198,9011,18,M,Y,O,O,S,2,7,4,0,35.97,B,635,69.93255,35,MCMASTER UNIVERSITY
6140,412,25,9244,40,F,Y,O,O,S,1,2,2,1,14.11,B,710,18.07676,10,GEORGE BROWN COLLEGE - ST JAMES
6142,104,25,9243,19,M,N,S,P,S,1,6,3,0,4.73,B,1100,6.983585999999999,2,GEORGE BROWN COLLEGE - HOSPITALITY & TOURISM
6143,3356,25,9244,19,F,Y,S,P,S,3,6,3,0,8.21,G,705,31.680020000000003,35,GEORGE BROWN COLLEGE - ST JAMES
6144,79,5198,9011,24,F,Y,O,O,S,2,7,3,0,23.85,J,450,65.13475,1,MCMASTER UNIVERSITY
6145,613,5198,9011,20,F,N,O,O,S,1,4,3,1,14.16,B,1930,90.36529,16,MCMASTER UNIVERSITY
6146,601,38,9031,22,F,9,O,O,S,2,7,4,0,14.94,B,1200,23.54022,16,RYERSON POLYTECHNIC UNIVERSITY
6147,2208,25,9244,20,M,Y,S,P,S,5,5,5,0,44.25,9,-1,26.31001,29,GEORGE BROWN COLLEGE - ST JAMES
6148,39,38,9031,41,F,Y,P,F,P,0,5,1,0,16.29,9,-1,0.7890510000000001,1,RYERSON POLYTECHNIC UNIVERSITY
6149,5175,5198,9011,20,M,Y,O,O,S,0,1,1,0,34.15,9,-1,0.7319249999999999,46,MCMASTER UNIVERSITY
6150,14,38,9031,31,M,Y,P,F,P,0,5,2,0,13.63,W,1810,2.8207370000000003,1,RYERSON POLYTECHNIC UNIVERSITY
6151,3335,5198,9011,21,M,Y,O,O,S,3,4,6,0,33.39,9,-1,69.3296,35,MCMASTER UNIVERSITY
6152,67,38,C201,45,M,N,O,O,P,0,5,4,0,37.11,W,900,1.6134779999999995,1,GEORGE BROWN COLLEGE - RYERSON CAMPUS
6153,64,25,9244,20,F,9,S,P,S,0,1,2,0,56.27,9,-1,2.6984770000000005,1,GEORGE BROWN COLLEGE - ST JAMES
6154,126,25,9244,20,M,Y,O,O,S,2,6,3,0,22.32,9,-1,10.22156,2,GEORGE BROWN COLLEGE - ST JAMES
6155,2128,25,9244,19,F,Y,G,P,S,1,3,3,2,22.12,9,-1,23.739539999999998,33,GEORGE BROWN COLLEGE - ST JAMES
6156,520,38,9031,40,M,N,S,P,P,0,2,2,2,22.53,B,1530,15.982829999999998,13,RYERSON POLYTECHNIC UNIVERSITY
6157,2611,5198,9011,20,M,Y,P,J,S,2,6,5,1,16.34,9,-1,110.1695,27,MCMASTER UNIVERSITY
6158,21,25,9244,52,M,Y,S,F,P,0,4,2,0,33.39,9,-1,2.057186,1,GEORGE BROWN COLLEGE - ST JAMES
6159,71,25,9244,51,M,Y,O,O,P,0,4,2,0,10.36,9,-1,4.174835,1,GEORGE BROWN COLLEGE - ST JAMES
6160,5166,5198,9011,23,F,Y,P,P,S,2,7,3,0,49.57,B,1220,2.120519,46,MCMASTER UNIVERSITY
6161,5196,5198,9011,18,F,Y,O,O,S,0,7,7,0,18.92,C,1315,1.025747,46,MCMASTER UNIVERSITY
6162,5196,5198,9011,19,M,9,O,O,S,0,7,7,0,18.92,W,1215,1.025747,46,MCMASTER UNIVERSITY
6163,5241,5198,9011,25,M,Y,P,F,P,4,7,4,0,40.51,D,1730,13.50508,46,MCMASTER UNIVERSITY
6164,2248,38,9031,19,M,Y,O,O,S,2,4,5,0,28.99,B,700,21.96539,29,RYERSON POLYTECHNIC UNIVERSITY
6165,317,25,9243,22,F,9,O,O,P,2,6,4,0,35.49,B,1600,12.16046,8,GEORGE BROWN COLLEGE - HOSPITALITY & TOURISM
6166,413,25,9244,24,M,Y,O,O,S,3,5,4,0,15.27,B,800,17.189610000000002,10,GEORGE BROWN COLLEGE - ST JAMES
6167,113,38,9031,28,F,Y,S,F,P,0,4,3,0,19.05,9,-1,6.737841,2,RYERSON POLYTECHNIC UNIVERSITY
6168,499,25,9244,20,M,Y,O,O,S,1,3,4,0,42.0,B,630,18.447370000000003,13,GEORGE BROWN COLLEGE - ST JAMES
6169,144,25,9244,25,F,Y,S,P,S,2,6,6,0,74.71,B,1200,11.2711,3,GEORGE BROWN COLLEGE - ST JAMES
6170,5247,5198,9011,23,M,Y,O,O,S,2,6,3,0,30.17,9,-1,7.773134,42,MCMASTER UNIVERSITY
6171,115,38,9031,29,F,Y,O,O,S,0,7,2,0,45.31,B,900,6.9891130000000015,2,RYERSON POLYTECHNIC UNIVERSITY
6172,79,25,9244,27,F,Y,P,F,P,0,6,2,0,17.66,W,1740,3.686243,1,GEORGE BROWN COLLEGE - ST JAMES
6173,364,25,9244,18,M,Y,S,P,S,2,4,5,0,33.82,9,-1,19.51032,9,GEORGE BROWN COLLEGE - ST JAMES
6174,2053,5198,7290,32,F,Y,P,F,P,2,6,2,0,20.56,9,-1,80.71540999999999,33,MCMASTER UNIVERSITY MEDICAL CENTRE SCHOOL
6175,5166,5198,9011,21,F,Y,P,P,S,1,2,2,0,56.53,B,815,2.120519,46,MCMASTER UNIVERSITY
6176,538,25,9244,28,M,N,O,O,S,0,2,2,0,57.91,9,-1,9.82191,13,GEORGE BROWN COLLEGE - ST JAMES
6178,60,38,9031,28,F,Y,O,O,S,1,6,2,0,15.17,9,-1,2.127216,1,RYERSON POLYTECHNIC UNIVERSITY
6179,62,25,9244,29,F,Y,G,F,P,1,3,2,0,14.9,W,1730,2.369173,1,GEORGE BROWN COLLEGE - ST JAMES
6180,238,25,9243,32,F,N,O,O,S,0,1,2,0,22.02,9,-1,12.29561,5,GEORGE BROWN COLLEGE - HOSPITALITY & TOURISM
6181,3820,38,9031,43,M,Y,M,P,P,1,1,2,3,46.13,9,-1,36.58478,36,RYERSON POLYTECHNIC UNIVERSITY
6183,2257,25,9243,30,M,Y,P,J,P,1,2,1,0,31.12,9,-1,27.17463,29,GEORGE BROWN COLLEGE - HOSPITALITY & TOURISM
6185,400,38,9031,18,M,Y,O,O,S,1,4,4,0,33.69,B,1045,18.43636,10,RYERSON POLYTECHNIC UNIVERSITY
6187,382,2667,9290,18,F,Y,O,O,S,3,2,3,1,18.41,P,830,29.84743,9,SENECA COLLEGE - KING
6188,554,38,9031,18,F,Y,O,O,S,2,5,3,1,40.69,B,915,18.089760000000002,14,RYERSON POLYTECHNIC UNIVERSITY
6190,5046,5198,9011,18,F,9,O,O,S,2,3,5,0,33.73,9,-1,12.937000000000001,46,MCMASTER UNIVERSITY
6192,3337,25,9244,22,M,Y,O,O,S,1,4,3,2,30.46,B,800,32.42753,35,GEORGE BROWN COLLEGE - ST JAMES
6193,212,25,9243,23,F,N,M,F,S,1,4,3,0,16.83,9,-1,7.552340999999998,4,GEORGE BROWN COLLEGE - HOSPITALITY & TOURISM
6194,330,38,9031,19,M,Y,O,O,S,3,6,5,1,45.8,B,800,15.97432,8,RYERSON POLYTECHNIC UNIVERSITY
6195,2132,25,9244,18,M,Y,O,O,S,3,6,3,2,23.19,D,730,26.01728,33,GEORGE BROWN COLLEGE - ST JAMES
6196,575,38,9031,21,M,Y,S,P,S,2,2,4,0,27.15,B,1000,25.9027,15,RYERSON POLYTECHNIC UNIVERSITY
6197,522,38,9031,52,F,Y,P,F,P,2,5,3,0,28.04,9,-1,16.413870000000003,13,RYERSON POLYTECHNIC UNIVERSITY
6198,3862,2667,9290,19,F,Y,S,P,S,2,2,3,0,24.85,9,-1,49.52936,36,SENECA COLLEGE - KING
6199,329,371,9261,21,F,Y,S,P,S,4,6,5,0,46.58,B,700,11.27189,8,HUMBER COLLEGE - NORTH CAMPUS
6200,2022,371,9261,18,M,Y,O,O,P,2,6,3,1,25.51,9,-1,11.96176,33,HUMBER COLLEGE - NORTH CAMPUS
6201,433,69,9103,30,M,Y,S,P,P,2,4,3,1,13.03,B,615,16.558729999999997,11,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6202,538,69,9103,18,M,N,S,P,S,1,2,3,1,22.88,B,805,10.69664,13,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS
6203,406,38,9031,19,M,N,S,P,S,2,4,3,1,4.61,B,800,17.924319999999994,10,RYERSON POLYTECHNIC UNIVERSITY
6204,538,2667,9290,19,M,N,O,O,S,0,1,2,0,43.18,B,600,41.34138,13,SENECA COLLEGE - KING
6206,443,25,9244,18,F,Y,O,O,S,1,1,2,0,94.5,B,715,14.61594,11,GEORGE BROWN COLLEGE - ST JAMES
6207,2107,25,9244,22,M,Y,S,P,P,2,7,3,0,7.84,9,-1,27.48195,33,GEORGE BROWN COLLEGE - ST JAMES
6208,2412,38,9031,44,M,Y,P,P,S,1,7,2,0,10.88,9,-1,30.87762,31,RYERSON POLYTECHNIC UNIVERSITY
6209,183,25,9244,22,F,Y,S,P,S,2,6,4,0,9.33,9,-1,9.92613,4,GEORGE BROWN COLLEGE - ST JAMES
6210,5204,5198,9011,29,F,Y,O,O,S,1,4,2,0,10.53,C,1000,3.8429379999999997,46,MCMASTER UNIVERSITY
6212,3617,5198,9011,19,F,N,O,O,S,2,7,4,1,52.22,B,700,46.16163,36,MCMASTER UNIVERSITY
6213,5164,5198,9011,22,M,Y,G,P,S,1,2,2,0,38.6,B,900,5.6538379999999995,46,MCMASTER UNIVERSITY
6214,3667,5119,9270,34,M,Y,M,F,P,2,4,2,1,28.91,D,700,51.48969,36,MOHAWK COLLEGE - STONEY CREEK
6216,5175,5198,9011,19,F,Y,O,O,S,0,1,6,0,22.88,C,915,0.7319249999999999,46,MCMASTER UNIVERSITY
6217,282,25,9244,22,F,Y,S,P,S,1,6,3,1,25.95,9,-1,5.228617999999999,6,GEORGE BROWN COLLEGE - ST JAMES
6218,102,25,9244,22,M,N,O,O,S,1,5,5,1,146.54,B,630,5.639645000000002,2,GEORGE BROWN COLLEGE - ST JAMES
6219,214,5198,7290,35,M,Y,O,O,S,1,2,2,0,19.32,D,600,74.17208000000002,4,MCMASTER UNIVERSITY MEDICAL CENTRE SCHOOL
6220,273,25,9244,41,M,Y,P,F,P,1,6,2,0,4.5,9,-1,4.556072,6,GEORGE BROWN COLLEGE - ST JAMES
