,HomeZone,SchoolZone,SchoolCode,Age,Sex,License,Occupation,EmploymentStatus,StudentStatus,Vehicles,IncomeClass,Adults,Children,ExpansionFactor,ModeTakenToSchool,TripToSchoolTime,Dist,PD
6716,2122,52,870,18,F,N,O,O,S,2,7,4,0,17.7,B,710,19.456599999999998,33
6717,574,566,9102,32,F,Y,O,O,S,2,4,4,0,23.93,W,700,2.4286309999999998,15
6718,2129,52,870,18,M,Y,O,O,S,1,6,3,0,9.72,J,830,24.32452,33
6719,524,524,1544,49,F,N,O,O,S,2,1,5,2,6.68,W,920,0.0,13
6721,1125,566,9102,18,M,Y,S,P,S,4,5,4,0,46.47,B,800,26.11067,22
6722,258,52,870,26,M,Y,P,F,P,2,4,5,0,38.56,9,-1,7.036383000000001,6
6723,490,566,9102,21,F,Y,O,O,S,0,1,2,0,27.22,B,1200,6.413879,13
6724,2144,52,870,18,M,Y,S,J,S,6,6,3,0,12.55,D,730,21.073150000000002,33
6725,538,52,2164,56,M,N,O,O,S,0,2,3,1,20.08,9,-1,10.38517,13
6726,574,566,9102,20,F,Y,P,P,S,2,2,5,1,25.49,P,820,2.4286309999999998,15
6727,3676,465,550,23,F,Y,O,O,S,3,4,3,0,26.43,D,1300,41.839940000000006,36
6728,400,38,9031,20,F,Y,O,O,S,2,3,4,2,60.52,B,1300,18.43636,10
6729,4055,5198,9011,21,F,Y,S,P,S,3,4,4,0,45.84,D,1000,13.52468,40
6730,2101,25,9244,18,F,9,S,P,S,2,4,3,0,13.23,B,1025,30.05707,33
6731,5061,5198,9011,21,M,Y,O,O,S,2,6,4,0,36.58,B,1000,22.874869999999998,45
6732,5175,5198,9011,46,M,N,O,O,S,0,2,2,1,34.38,W,925,0.7319249999999999,46
6734,467,566,9102,17,F,N,O,O,S,0,7,1,1,70.3,B,1100,15.46483,12
6735,2129,52,870,18,F,N,G,P,S,2,6,4,1,21.8,B,1025,24.32452,33
6736,536,566,9102,18,F,N,O,O,S,1,3,3,1,10.46,B,900,11.374870000000001,13
6737,1061,566,9102,19,F,Y,S,P,S,3,7,3,0,17.17,9,-1,15.72258,21
6738,1062,566,9102,18,M,Y,O,O,S,2,6,3,1,14.72,9,-1,17.78865,21
6739,2125,52,870,23,F,Y,P,F,P,1,4,3,0,23.52,9,-1,19.88928,33
6740,509,566,9102,22,F,Y,S,P,S,1,3,4,0,27.54,B,800,9.672327,13
6741,3668,52,870,38,F,Y,O,O,P,1,5,2,0,16.99,9,-1,21.34782,36
6742,583,566,9102,20,M,Y,O,O,S,1,3,3,0,58.54,B,1159,10.05192,16
6743,3638,566,9102,17,F,Y,G,P,P,3,7,5,1,44.58,D,745,55.05108,36
6744,2425,566,9102,19,M,Y,O,O,S,1,1,3,0,36.76,B,1200,13.17996,31
6747,142,52,870,18,F,N,S,P,S,1,4,3,0,4.89,B,700,11.17857,3
6748,3456,52,870,21,F,Y,O,O,S,2,4,5,1,50.68,9,-1,41.913419999999995,35
6749,406,52,870,18,M,N,P,P,S,0,7,2,0,29.71,B,1030,18.10848,10
6751,2428,566,9102,18,M,N,O,O,S,1,5,4,0,34.2,B,1000,10.10833,31
6752,515,52,870,20,M,Y,M,P,S,1,3,2,0,45.77,B,900,18.74134,13
6753,443,566,9102,20,F,Y,S,P,S,1,1,1,0,27.76,9,-1,21.074099999999998,11
6755,3323,52,870,18,F,Y,O,O,S,3,6,6,0,108.67,9,-1,37.209300000000006,35
6756,531,566,9102,19,F,N,S,P,S,2,4,4,2,6.34,B,1100,9.248096,13
6757,485,566,9102,18,M,Y,O,O,S,1,7,3,0,14.77,9,-1,10.48533,13
6758,422,97,2365,23,F,Y,S,P,S,3,7,4,0,40.87,B,1130,10.461030000000001,10
6759,384,52,870,22,M,Y,P,F,P,2,7,7,0,16.92,U,1700,22.1588,10
6761,3673,52,870,24,M,Y,S,P,S,3,7,3,0,17.13,D,815,22.20938,36
6762,383,566,9102,19,F,Y,O,O,S,1,2,4,1,55.06,9,-1,35.77061,9
6763,4042,566,9102,23,F,Y,O,O,S,3,7,6,0,32.58,D,1200,64.48341,39
6765,596,566,9102,19,F,N,S,P,S,2,3,3,1,4.79,B,800,10.90479,16
6766,2569,52,870,18,M,Y,S,P,S,3,4,4,0,16.05,9,-1,42.221940000000004,28
6767,600,566,9102,18,M,Y,O,O,S,2,3,3,0,5.82,9,-1,11.499559999999999,16
6768,499,566,9102,18,F,Y,O,O,S,2,7,3,2,67.71,B,1430,6.992205,13
6769,572,566,9102,20,M,Y,S,P,S,1,7,3,1,13.08,P,1210,4.707524,15
6770,1135,566,9102,19,F,Y,O,O,S,3,5,3,0,29.0,D,1000,22.56767,22
6771,2434,566,9102,19,F,Y,S,P,S,3,6,6,0,31.62,9,-1,16.49843,31
6772,3385,52,870,25,M,Y,P,P,P,2,4,5,0,50.18,9,-1,36.85125,35
6773,3418,52,870,19,M,Y,M,P,S,2,7,4,1,31.17,9,-1,36.194199999999995,35
6774,548,52,870,22,F,Y,O,O,S,2,2,7,3,26.87,B,700,16.093709999999998,14
6775,202,52,870,35,F,Y,S,P,P,0,2,1,0,20.76,T,730,4.7636,4
6776,591,566,9102,21,F,Y,O,O,S,3,3,4,1,53.74,D,830,13.93639,16
6777,1049,52,870,22,M,Y,P,P,S,2,6,4,0,16.44,W,815,30.346049999999998,20
6778,575,566,9102,22,F,N,S,P,S,1,7,4,0,16.15,9,-1,3.4612220000000002,15
6779,2425,566,9102,20,M,Y,O,O,S,2,2,4,0,21.69,D,830,13.17996,31
6780,3602,52,870,19,M,Y,S,P,S,1,4,3,1,12.66,9,-1,32.893449999999994,36
6783,571,566,9102,20,F,Y,S,P,S,1,4,3,0,27.06,B,1400,4.569493,15
6784,2216,566,9102,20,F,N,O,O,S,1,4,3,0,24.28,B,700,33.284620000000004,29
6785,569,52,870,20,F,Y,S,P,S,3,2,4,0,28.96,J,745,24.17568,15
6786,490,566,691,25,F,Y,O,O,S,0,1,1,0,28.37,B,1540,6.413879,13
6788,467,566,9102,25,F,N,S,P,P,0,2,2,0,13.74,9,-1,15.46483,12
6789,491,566,691,19,F,N,O,O,S,0,7,3,0,53.75,B,1020,5.977358000000001,13
6791,5205,5205,7144,17,F,N,O,O,S,1,3,2,1,80.65,P,750,0.0,42
6792,620,566,9102,21,M,Y,O,O,S,1,6,3,0,12.39,B,1030,3.503784,16
6793,3662,3351,C298,37,F,Y,O,O,S,2,2,2,2,18.51,B,715,22.2315,36
6794,216,599,C403,88,F,N,O,O,P,0,2,1,0,20.34,9,-1,18.79093,4
6795,1178,1179,C507,23,M,Y,P,F,P,3,7,3,0,22.15,9,-1,2.422414,23
6796,1084,1179,9231,22,F,Y,O,O,S,2,3,5,2,19.0,B,1100,17.77496,21
6797,1181,1179,9231,21,F,Y,S,P,S,4,6,4,0,33.38,D,745,2.862317,23
6799,4026,38,9031,19,F,N,O,O,S,2,7,4,2,21.75,J,700,35.54439,39
6800,21,25,9244,28,M,Y,G,P,P,0,3,3,0,32.67,9,-1,2.057186,1
6801,3363,25,9244,45,F,N,G,F,P,0,3,3,3,57.96,B,1700,34.28031,35
6802,554,5198,7290,20,M,Y,P,P,S,3,6,3,0,15.92,9,-1,84.69376,14
6803,288,38,9031,29,F,9,P,F,P,0,7,1,0,22.9,9,-1,12.36578,7
6804,4011,5198,9011,19,M,Y,O,O,S,3,7,3,1,18.09,P,1200,31.44657,39
6805,440,38,9031,17,F,9,O,O,S,1,7,3,1,18.77,B,745,11.44915,11
6806,3686,5198,9011,20,M,Y,O,O,S,2,6,6,1,29.5,B,800,47.52929,36
6807,258,44,9406,22,M,N,O,O,S,1,4,3,1,20.66,B,800,7.022260999999999,6
6808,513,25,9244,19,F,Y,S,P,S,3,3,3,0,14.7,B,1000,18.726200000000002,13
6809,2126,38,9031,18,M,Y,O,O,S,3,6,3,0,19.08,B,830,20.25541,33
6810,3373,5198,9011,20,F,Y,S,P,S,2,4,4,1,23.41,9,-1,66.23781,35
6811,535,38,9031,20,M,N,O,O,S,1,3,4,0,10.34,B,800,12.25557,13
6812,2122,25,9244,21,M,Y,P,F,S,3,4,4,0,46.25,9,-1,20.36108,33
6813,441,25,9244,20,F,N,O,O,S,1,4,3,1,14.81,B,1130,13.40097,11
6814,334,38,9031,25,M,Y,O,O,S,1,2,2,0,11.15,B,1100,18.10406,8
6815,269,38,9031,37,F,Y,P,F,P,1,5,2,0,12.48,9,-1,4.338102,6
6816,327,38,9031,20,F,Y,O,O,S,1,1,4,3,63.44,B,740,16.60991,8
6817,2434,38,9031,18,F,Y,S,P,S,1,3,2,2,32.74,G,910,32.9651,31
6818,5178,5198,9011,29,M,Y,P,P,S,3,5,3,0,45.09,D,800,4.742798,42
6819,464,25,9243,25,F,Y,O,O,S,1,2,2,0,12.53,B,900,14.2113,11
6820,1267,25,9243,22,F,Y,S,P,P,4,6,3,0,13.73,9,-1,64.66286,24
6821,248,25,9244,59,M,Y,P,F,P,2,3,1,0,17.09,9,-1,10.47995,6
6822,2139,25,9244,42,M,Y,O,O,S,0,7,2,1,21.49,B,705,18.96764,33
6823,5179,5198,9011,30,M,Y,O,O,S,1,2,2,0,33.48,D,630,4.076137,46
6824,2125,38,9031,23,F,Y,S,P,S,1,2,2,0,49.35,B,800,19.412650000000003,33
6825,601,25,9244,17,F,9,O,O,S,2,3,3,4,24.35,B,630,23.64417,16
6826,3682,38,9031,22,M,Y,O,O,S,2,6,3,0,25.27,B,700,19.34074,36
6827,1209,1207,3260,20,F,9,O,O,S,3,4,3,0,67.9,B,730,1.1754189999999998,23
6828,2427,2088,E0478,21,F,Y,S,P,P,2,4,4,2,138.22,9,-1,21.21762,31
6829,5063,5198,9011,18,F,N,O,O,S,1,7,3,0,31.87,B,1200,10.980709999999998,46
6830,35,25,9244,30,M,Y,P,P,P,0,6,2,0,10.61,9,-1,0.71565,1
6831,4039,5198,9011,18,M,Y,O,O,S,2,2,4,0,11.2,B,900,29.90917,39
6832,464,465,550,29,F,Y,G,P,S,1,6,2,0,23.81,W,725,1.54633,11
6833,452,38,9031,74,F,N,O,O,P,1,4,2,0,9.45,9,-1,12.20623,11
6834,1153,25,9244,35,F,Y,O,O,S,2,5,2,2,28.94,G,710,41.67155,22
6835,230,38,9031,23,M,Y,S,P,S,2,1,5,1,39.57,B,1015,12.39547,5
6836,412,25,9244,25,F,N,S,F,P,2,3,6,0,62.22,9,-1,18.07676,10
6837,105,25,9244,19,F,Y,O,O,S,1,1,3,0,107.11,P,1000,7.567728,2
6838,282,38,172,22,M,N,M,P,S,1,3,4,0,48.65,9,-1,4.7423969999999995,6
6839,2447,5198,9011,29,F,Y,O,O,S,3,6,3,0,7.01,9,-1,98.8298,31
6840,5057,5119,9270,21,M,Y,M,P,S,2,5,3,0,51.29,D,830,14.33316,46
6841,2454,25,9244,19,M,Y,S,P,S,3,4,4,1,14.91,G,1400,34.60733999999999,31
6842,452,38,9031,27,F,N,O,O,P,1,3,2,0,19.33,9,-1,12.20623,11
6843,253,5198,9011,27,F,Y,S,P,S,1,4,2,0,41.45,D,900,74.36715,6
6844,99,25,9244,23,M,Y,M,P,S,0,3,2,0,51.01,9,-1,5.0602219999999996,2
6845,259,38,9031,45,F,Y,S,F,P,1,6,2,0,14.61,W,1815,7.140163,6
6846,42,38,9031,20,F,Y,S,P,S,0,2,1,0,25.6,W,840,1.362023,1
6847,2435,38,9031,22,M,Y,O,O,S,2,3,5,0,29.02,9,-1,34.183440000000004,31
6848,197,231,9022,32,F,Y,O,O,P,1,6,2,1,16.12,9,-1,8.336153,4
6849,3375,25,9244,21,F,Y,S,P,S,2,5,3,0,7.42,G,735,41.67643,35
6850,3668,5198,7290,23,F,Y,O,O,S,3,5,4,0,21.58,9,-1,49.74398,36
6851,4030,25,9244,45,M,Y,P,F,P,1,4,1,0,20.58,9,-1,37.062709999999996,39
6852,103,38,9031,48,F,Y,O,O,P,1,6,2,2,19.23,9,-1,5.272641999999999,2
6853,538,25,9244,19,M,N,O,O,S,2,3,3,1,22.88,B,1230,9.821909999999999,13
6854,230,38,9031,20,M,Y,G,P,P,2,6,4,0,31.53,B,1400,12.39547,5
6855,3646,5198,9011,27,M,Y,S,P,P,3,1,3,1,104.37,9,-1,43.672050000000006,36
6856,3346,38,9031,18,F,Y,S,P,P,3,4,5,1,29.36,J,700,37.388690000000004,35
6857,5058,5119,9270,26,M,Y,M,F,P,4,2,4,0,48.02,D,700,18.70147,46
6859,249,3631,9101,21,F,N,O,O,S,0,2,3,0,56.0,B,1400,37.95202,6
6860,286,187,9242,38,F,N,S,F,P,0,2,1,0,34.06,9,-1,11.59524,7
6861,3810,3631,9101,22,F,Y,O,O,P,3,4,5,0,43.64,9,-1,8.172212,36
6862,211,187,9242,24,F,N,S,P,S,1,3,2,0,20.95,W,930,4.352773,4
6863,424,187,9242,21,M,Y,O,O,S,3,5,3,1,35.09,B,750,8.487548,11
6864,3618,3631,9101,18,F,Y,O,O,S,3,4,3,1,22.67,P,800,10.467270000000001,36
6865,169,187,9242,30,M,Y,S,P,S,1,4,2,0,10.56,W,720,1.4087239999999999,3
6866,3619,3631,9101,21,M,Y,O,O,P,2,4,4,0,28.88,9,-1,12.2796,36
6867,4030,3631,9101,25,F,Y,O,O,S,2,5,3,1,52.28,9,-1,12.674479999999999,39
6868,4108,3631,9101,22,M,Y,G,P,S,2,4,3,1,24.93,D,900,21.56961,38
6869,1069,187,9242,24,M,Y,M,F,P,5,6,3,0,10.91,D,530,37.0638,21
6870,3674,3631,9101,18,M,N,S,P,S,1,4,4,1,57.05,B,800,10.241040000000002,36
6871,3663,3631,9101,18,M,Y,S,P,S,2,6,3,0,12.36,9,-1,1.6815379999999998,36
6872,503,187,9241,25,F,N,O,O,S,2,3,4,0,32.15,B,800,15.81325,13
6873,2621,2868,E0490,19,M,Y,S,P,P,2,7,3,1,36.39,9,-1,35.03723,27
6874,342,187,9242,19,M,N,O,O,S,0,2,2,0,24.59,B,730,10.33918,8
6876,3606,3631,9101,20,F,Y,S,P,S,2,6,3,1,29.79,D,1000,7.763865,36
6877,329,187,9242,44,M,Y,M,F,P,2,5,2,2,25.44,9,-1,13.51813,8
6878,3616,3631,9101,21,M,Y,O,O,S,2,6,4,0,30.48,D,1300,12.632040000000002,36
6879,3607,3631,9101,21,M,Y,S,P,S,2,5,5,1,16.39,B,1100,7.754017,36
6880,3838,3631,9101,23,F,Y,O,O,S,1,4,1,0,9.91,D,830,4.829241,36
6881,3866,3631,9101,21,M,9,O,O,S,0,7,2,0,65.22,9,-1,5.396645,36
6882,2411,187,9242,20,M,Y,O,O,S,1,7,3,0,32.28,9,-1,28.46285,31
6883,3855,3631,9101,22,F,Y,O,O,S,2,5,3,0,24.46,B,1430,8.05696,36
6884,237,371,384,20,F,Y,S,P,S,3,5,4,0,30.67,D,730,22.02425,5
6885,133,371,384,18,F,Y,O,O,S,2,4,3,0,21.12,B,900,9.268492,3
6886,596,69,9103,21,F,Y,O,O,S,1,2,3,0,3.58,B,940,21.61315,16
6887,2017,69,9103,19,F,Y,S,P,S,5,6,3,0,29.45,D,530,39.89172,33
6888,1181,1199,E0297,22,M,Y,S,P,S,3,7,4,0,23.42,D,700,5.211246,23
6889,373,371,9261,52,F,Y,P,F,P,2,4,2,0,12.92,D,1745,2.3595610000000002,9
6890,400,371,9261,20,M,Y,O,O,S,1,3,5,0,20.74,B,1040,9.433746999999999,10
6891,256,69,9103,30,F,Y,P,F,P,1,6,2,0,11.76,D,1630,8.918928,6
6892,90,69,9103,22,M,Y,O,O,P,0,7,1,0,27.92,9,-1,3.0967340000000005,1
6893,3716,484,E0266,38,F,Y,O,O,S,1,2,4,2,29.72,P,800,44.86867,36
6894,3337,371,9261,18,F,Y,O,O,S,2,4,5,1,47.49,B,1015,9.106768,35
6895,44,69,9103,25,F,Y,P,P,S,0,1,2,0,121.43,9,-1,2.11164,1
6896,55,69,9103,31,F,Y,O,O,S,1,4,2,0,18.61,W,1000,2.291216,1
6897,3618,371,9261,21,M,N,O,O,S,1,3,2,0,18.29,P,1000,19.52217,36
6898,2440,484,A279,22,F,N,S,P,S,2,3,5,0,46.7,B,800,19.72653,31
6899,346,371,9261,19,F,N,9,P,S,1,5,5,1,66.9,9,-1,7.149599,8
6900,71,69,9103,20,F,N,O,O,S,0,1,2,0,22.71,9,-1,1.132351,1
6901,44,69,9103,19,F,Y,O,O,S,0,7,2,0,9.49,W,1030,2.11164,1
6903,3337,371,369,17,F,Y,O,O,S,3,1,3,1,5.28,B,635,9.106768,35
6904,469,69,9103,26,M,Y,O,O,S,2,5,3,0,14.19,9,-1,18.48038,12
6905,3431,69,9103,17,M,Y,O,O,S,2,4,3,3,11.77,G,725,38.76052,35
6906,48,69,9103,19,F,N,O,O,S,0,1,3,0,32.01,W,950,1.199355,1
6907,205,69,9103,19,F,Y,O,O,S,1,7,4,0,67.48,P,930,2.9188959999999997,4
6908,478,69,9103,22,F,N,O,O,S,1,6,4,0,36.62,B,1030,17.808049999999998,12
6909,447,371,9261,24,M,Y,O,O,S,2,3,4,0,35.58,D,710,18.510810000000003,11
6910,49,69,9103,22,F,N,O,O,S,0,1,3,0,46.94,W,1400,0.881096,1
6911,46,69,9103,26,M,Y,P,F,S,0,1,2,0,17.57,9,-1,1.297744,1
6912,50,69,9103,27,M,Y,O,O,S,0,1,2,0,18.61,W,1000,1.5870020000000002,1
6913,2351,371,9261,34,F,N,O,O,S,1,3,2,0,17.23,B,730,19.259490000000003,31
6914,42,371,9261,35,M,N,O,O,S,0,2,2,0,22.27,9,-1,22.20279,1
6915,483,371,9261,34,F,Y,G,F,P,3,6,4,0,44.33,9,-1,24.21895,12
6916,1082,69,9103,18,F,Y,S,P,S,2,4,3,1,54.51,J,800,34.77045,21
6917,42,69,9103,20,F,Y,O,O,S,0,7,2,0,20.38,U,750,1.572915,1
6918,2204,484,E0266,45,F,Y,O,O,P,2,2,2,3,22.69,9,-1,14.13245,29
6919,48,69,9103,17,F,N,O,O,S,0,7,1,1,21.96,W,950,1.199355,1
6920,173,69,9103,20,F,Y,O,O,S,0,7,3,0,31.65,B,920,4.036774,3
6921,93,69,9103,21,F,N,O,O,S,2,6,3,0,38.0,C,930,1.52827,2
6922,3682,371,9261,23,M,9,O,O,S,2,6,3,0,22.01,9,-1,13.77478,36
6923,506,69,9103,24,F,Y,G,F,P,2,4,4,0,18.76,9,-1,13.44961,13
6924,50,69,9103,27,M,Y,P,P,S,1,4,2,0,18.61,W,1130,1.5870020000000002,1
6925,2141,409,9278,24,M,Y,O,O,S,3,6,4,1,53.91,D,800,13.61933,33
6927,506,599,C403,23,F,N,S,P,S,2,3,3,0,38.33,9,-1,11.19585,13
6928,4083,194,783,45,F,Y,P,F,P,2,7,2,2,20.92,9,-1,56.673010000000005,40
6929,1204,1179,9231,39,F,Y,P,J,P,2,4,2,0,16.61,9,-1,7.742281,23
6930,410,25,9244,24,M,Y,P,P,S,1,4,4,1,34.33,B,1405,16.78995,10
6931,5096,5198,9011,18,F,Y,O,O,S,1,6,3,0,23.98,B,810,17.63023,45
6932,2428,25,9244,21,F,Y,O,O,S,3,2,5,0,35.44,B,940,28.18643,31
6933,21,25,9244,41,M,N,S,F,P,0,4,2,0,33.39,9,-1,2.057186,1
6934,2080,38,9031,19,F,Y,S,P,S,2,4,4,0,18.66,9,-1,27.518189999999997,33
6935,153,38,9031,19,F,Y,P,P,S,1,3,3,1,20.75,B,700,12.00294,3
6936,139,25,9244,24,M,Y,S,P,S,2,7,3,0,14.99,B,1230,13.88277,3
6937,487,38,9031,21,F,Y,S,P,S,1,2,3,1,39.61,9,-1,18.17379,13
6938,5252,5119,9270,24,M,Y,M,F,P,3,4,3,0,30.12,D,730,21.82703,42
6939,5046,5198,9011,20,F,9,S,P,S,2,3,5,0,33.73,9,-1,12.937,46
6940,3429,38,9031,23,F,N,O,O,S,3,6,5,0,8.07,J,1300,37.83978,35
6941,461,5198,9011,22,M,Y,O,O,S,1,3,2,0,54.91,D,1400,81.06447,11
6942,210,38,9031,80,F,N,O,O,P,0,3,1,0,27.22,B,1215,5.614115,4
6943,575,38,9031,19,M,N,O,O,S,2,2,4,0,27.15,B,1300,25.9027,15
6944,2603,38,9031,21,M,Y,O,O,S,2,6,3,0,9.84,B,450,44.33681,27
6946,301,25,9244,23,F,Y,S,P,S,1,7,3,1,20.28,9,-1,11.782680000000001,8
6947,2203,2088,E0478,46,F,Y,O,O,S,1,2,2,2,17.66,9,-1,11.049629999999999,29
6948,596,38,9031,25,F,Y,M,P,S,1,5,3,0,17.07,B,700,20.937720000000002,16
6949,339,38,9031,40,M,Y,P,F,P,1,5,2,2,17.74,9,-1,15.28591,8
6951,5053,5198,9011,19,M,Y,O,O,S,2,4,3,0,32.19,B,830,16.93236,45
6952,3640,38,9031,18,F,Y,S,P,S,1,1,2,3,41.22,9,-1,27.90645,36
6954,590,25,9244,23,M,Y,O,O,S,3,6,5,0,34.34,B,700,21.859810000000003,16
6955,38,38,9031,68,F,Y,O,O,P,0,2,1,0,16.67,9,-1,0.0,1
6956,478,38,9031,21,F,9,G,P,S,1,7,4,0,31.9,B,800,17.44882,12
6958,3716,25,9244,25,F,Y,O,O,S,2,3,3,0,6.03,G,625,35.6415,36
6959,304,25,9244,18,M,Y,O,O,S,2,5,3,2,23.46,B,730,10.9824,8
6960,5100,5198,9011,21,F,Y,S,P,S,2,3,3,0,28.95,B,730,25.64336,45
6962,38,38,9031,20,F,Y,O,O,S,0,7,1,0,44.2,W,810,0.0,1
6963,313,25,9244,47,F,Y,P,F,P,1,5,3,1,95.3,B,1700,14.404969999999999,8
6964,4032,25,9244,34,F,Y,P,F,S,2,6,2,2,20.39,G,1120,36.19482,39
6965,15,25,9243,23,F,Y,S,P,S,0,7,1,0,16.09,W,1130,0.943998,1
6966,5196,5198,9011,19,F,Y,O,O,S,0,7,7,0,18.92,W,1100,1.025747,46
6967,595,25,9244,19,F,Y,O,O,S,1,4,3,1,30.74,B,745,20.02858,16
6969,483,38,9031,41,F,Y,P,P,S,0,2,2,1,19.05,9,-1,15.315389999999999,12
6970,5166,5198,9011,41,M,N,O,O,S,0,1,2,1,67.58,B,830,2.120519,46
6971,122,38,9031,18,M,N,O,O,S,1,5,3,1,17.15,C,1100,9.495546000000001,2
6972,531,5198,9011,40,M,Y,P,F,P,3,5,2,0,31.29,9,-1,81.22447,13
6973,78,38,9031,30,F,Y,P,F,P,1,6,2,0,18.29,9,-1,2.95284,1
6974,2057,38,9031,23,M,Y,O,O,S,2,2,5,0,31.57,9,-1,27.7025,33
6975,2425,5198,9011,22,F,Y,O,O,S,2,7,4,1,103.08,9,-1,91.36477000000001,31
6976,66,25,9244,31,F,Y,G,P,P,0,6,2,0,18.29,C,1830,1.988964,1
6977,2368,2667,9290,22,M,Y,S,P,S,2,7,2,0,21.26,9,-1,21.11783,31
6978,222,38,9031,35,M,Y,O,O,S,0,1,2,1,30.75,B,1315,7.327932,4
6979,412,38,9031,18,M,N,S,P,S,2,3,6,0,62.22,B,1030,16.69565,10
6980,26,25,9244,19,F,Y,O,O,S,2,3,2,1,11.67,B,1100,0.309886,1
6981,607,5198,9011,20,F,Y,O,O,S,1,7,3,2,17.68,9,-1,91.14609,16
6982,249,25,9244,18,F,N,S,P,S,1,3,3,1,19.08,9,-1,9.615556,6
6983,2205,25,9243,20,F,Y,G,P,S,2,5,3,0,26.51,B,800,22.95477,29
6984,606,38,9031,21,M,Y,O,O,S,1,1,4,0,17.7,B,740,23.30375,16
6985,3447,3829,873,26,M,N,O,O,P,3,4,5,0,25.43,9,-1,11.191709999999999,35
6986,592,25,9244,22,F,Y,G,P,S,2,4,4,0,38.82,9,-1,21.64429,16
6987,621,38,9031,18,M,N,O,O,S,2,5,3,0,31.55,B,750,25.720380000000002,16
6988,3686,38,C201,20,M,Y,S,P,S,1,4,6,0,40.5,9,-1,26.958419999999997,36
6989,2383,38,9031,49,M,Y,P,F,P,2,4,2,0,8.61,9,-1,27.735919999999997,31
6990,90,38,9031,47,F,9,O,O,P,1,4,3,0,9.34,9,-1,3.574542,1
6991,5164,5198,9011,31,F,Y,9,P,S,2,5,2,0,41.23,9,-1,5.653838,46
6992,5212,5198,9011,20,M,9,S,P,S,2,7,3,1,32.21,B,630,15.47169,46
6993,1306,38,9031,72,F,Y,P,J,P,1,5,2,0,7.1,9,-1,60.15188,19
6994,223,38,9031,27,M,Y,P,F,P,1,3,1,0,75.26,D,1700,9.042832,5
6995,267,25,9243,20,M,Y,O,O,S,0,4,3,0,10.83,9,-1,3.039808,6
6996,2434,566,9102,18,M,Y,O,O,S,1,1,3,1,17.6,B,830,16.49843,31
6998,2108,566,9102,22,M,Y,O,O,S,1,4,3,1,39.88,9,-1,31.89072,33
6999,1075,566,9102,21,M,Y,S,P,S,3,2,5,0,51.24,D,1230,13.1841,21
7000,2417,566,9102,20,F,Y,O,O,S,3,4,4,0,17.34,9,-1,19.3774,31
7001,176,97,9495,45,F,N,O,O,S,1,7,3,0,15.44,9,-1,5.397727,3
7002,2424,566,9102,20,M,Y,O,O,S,4,3,4,1,18.01,D,825,13.84483,31
7004,2256,566,9102,23,F,Y,O,O,S,3,7,4,0,29.04,9,-1,25.54296,29
7005,2451,52,870,21,F,Y,O,O,S,2,7,4,0,27.0,B,640,32.2625,31
7006,122,52,870,32,M,Y,M,F,P,1,4,1,0,36.91,D,1630,8.717846,2
7007,514,566,9102,24,M,N,O,O,S,2,4,3,0,11.93,9,-1,4.303617999999999,13
7008,1032,566,9102,20,M,N,O,O,S,2,4,4,1,25.51,B,800,13.65592,20
7009,239,52,870,22,F,Y,S,P,S,1,5,3,0,43.72,9,-1,14.42229,5
7011,571,566,9102,18,F,Y,G,P,S,3,6,4,0,46.1,B,900,4.569493,15
7012,5186,5020,A399,22,M,N,M,F,P,1,4,3,0,30.58,9,-1,14.03442,46
7013,3686,52,870,32,M,Y,P,F,P,2,4,4,0,8.66,9,-1,26.70012,36
7015,474,566,9102,22,M,Y,O,O,S,2,4,4,0,21.21,D,1300,16.50259,12
7016,1298,566,9102,18,F,Y,O,O,S,2,7,4,0,13.93,9,-1,47.660199999999996,19
7017,2377,52,870,23,M,Y,O,O,S,2,7,3,0,20.68,B,1030,30.230919999999998,31
7019,79,52,S623,28,M,Y,P,F,P,1,4,1,0,22.03,9,-1,3.4221040000000005,1
7020,579,566,9102,20,F,N,O,O,S,1,1,4,1,28.29,B,900,6.174816,16
7021,5135,5144,S438,50,F,Y,P,F,P,2,6,3,1,34.32,9,-1,2.606134,46
7023,99,52,870,31,M,Y,P,F,P,0,6,2,0,31.23,9,-1,4.191731,2
7026,555,566,9102,20,M,Y,O,O,S,1,1,3,0,11.48,D,1100,4.706008,14
7027,494,566,9102,20,F,Y,O,O,S,1,3,4,1,40.07,B,900,3.6607270000000005,13
7028,431,52,870,20,F,Y,S,P,S,2,7,3,0,5.57,9,-1,16.91686,11
7030,91,566,9102,17,M,Y,O,O,S,2,2,3,1,129.94,B,840,25.246779999999998,2
7031,1038,566,9102,18,M,Y,O,O,S,1,3,3,3,32.06,P,750,9.115163,20
7032,222,566,9102,19,F,N,O,O,S,0,2,3,1,32.67,B,930,17.23502,4
7033,490,566,9102,22,F,Y,O,O,S,0,1,1,0,26.53,B,1030,6.413879,13
7034,2555,52,870,20,M,N,S,P,S,2,2,4,2,41.32,9,-1,40.80232,28
7035,3610,52,870,30,M,Y,P,F,P,1,7,3,0,17.71,9,-1,22.010279999999998,36
7036,80,5188,735,65,M,Y,P,F,P,1,6,2,0,3.96,9,-1,64.52138,1
7037,5084,5188,735,19,M,Y,O,O,S,2,5,4,1,47.77,B,1100,7.722321999999999,46
7039,194,566,9102,18,F,Y,O,O,S,2,1,3,0,10.59,9,-1,20.718130000000002,4
