,School_Type,PD,Age,Closest_Type,Income_High,Income_Low,Family_True,Family_False,Cars2+,Cars1,Cars0,Licence_True,Licence_False
6407,University,32,22.0,1,0,0,0,0,0,0,0,1,0
15340,University,11,28.0,0,0,0,0,1,0,1,0,0,1
11366,University,1,27.0,1,0,0,0,0,0,0,0,1,0
12914,University,31,21.0,0,0,0,0,0,0,0,0,0,1
445,College,1,34.0,1,0,0,0,0,0,0,0,1,0
12378,University,1,25.0,0,0,0,0,0,0,0,0,1,0
11554,University,1,28.0,1,0,0,0,0,0,0,0,1,0
3811,College,46,22.0,0,0,1,1,0,1,0,0,1,0
8510,University,16,21.0,0,0,0,0,0,0,0,0,1,0
3202,University,36,21.0,0,0,0,0,0,0,0,0,0,1
13945,University,7,23.0,1,0,0,0,0,0,0,0,1,0
16867,University,35,20.0,0,0,0,0,0,0,0,0,1,0
11623,University,31,20.0,0,0,0,0,0,0,0,0,0,1
11963,University,33,20.0,1,1,0,1,0,1,0,0,0,1
8901,College,35,18.0,1,0,0,1,0,1,0,0,0,1
16525,University,3,20.0,0,1,0,0,1,0,0,1,0,1
16552,University,31,18.0,0,0,0,1,0,1,0,0,1,0
10987,University,29,19.0,1,0,0,1,0,1,0,0,1,0
13548,University,13,21.0,0,1,0,1,0,1,0,0,1,0
10640,University,1,24.0,1,0,0,0,1,0,0,1,1,0
14912,University,1,17.0,0,0,0,0,1,0,0,1,0,1
4702,University,36,21.0,1,0,0,0,1,0,1,0,1,0
12136,University,13,26.0,0,0,0,1,0,0,0,1,0,1
3484,University,3,23.0,1,1,0,1,0,1,0,0,1,0
5969,University,39,22.0,0,0,0,1,0,1,0,0,1,0
11881,University,3,22.0,0,0,0,0,0,0,0,0,0,1
11707,University,2,26.0,1,0,0,0,0,0,0,0,1,0
14490,University,1,28.0,1,1,0,0,1,0,0,1,1,0
5819,University,36,20.0,1,0,0,0,0,0,0,0,1,0
12213,University,33,18.0,1,0,1,1,0,0,1,0,0,1
7136,University,20,20.0,1,0,0,1,0,1,0,0,1,0
15105,University,10,44.0,0,0,0,0,1,0,0,1,1,0
10690,University,38,18.0,1,0,0,1,0,1,0,0,1,0
12596,University,11,19.0,0,0,1,1,0,0,1,0,0,1
10214,University,4,20.0,0,0,0,0,0,0,0,0,0,1
16213,University,31,23.0,0,0,0,0,0,0,0,0,0,0
6627,University,1,38.0,1,0,1,0,1,0,1,0,1,0
3196,University,36,21.0,1,0,0,0,0,0,0,0,0,1
3842,College,46,23.0,0,0,0,0,0,0,0,0,0,1
2053,University,46,18.0,1,0,1,1,0,1,0,0,0,1
13777,University,36,24.0,0,0,0,0,0,0,0,0,0,1
5297,University,3,21.0,0,0,0,0,0,0,0,0,1,0
14758,University,5,21.0,0,0,1,1,0,0,1,0,1,0
10906,University,20,28.0,0,0,0,0,1,1,0,0,1,0
7710,University,1,20.0,1,0,0,0,0,0,0,0,0,1
14047,University,31,19.0,1,1,0,1,0,1,0,0,0,1
7773,University,2,51.0,1,0,0,0,1,0,1,0,0,1
14290,University,1,23.0,1,0,0,0,1,0,0,1,0,1
622,College,5,40.0,0,0,1,1,0,0,0,1,0,1
7765,University,9,19.0,1,0,0,0,0,0,0,0,0,1
2212,University,46,19.0,0,0,0,0,0,0,0,0,0,1
15509,University,2,23.0,1,1,0,1,0,0,1,0,1,0
714,College,21,21.0,0,0,0,0,0,0,0,0,1,0
5619,University,31,20.0,0,0,0,1,0,0,1,0,1,0
10004,University,36,26.0,1,0,0,1,0,1,0,0,1,0
8677,University,8,20.0,0,1,0,1,0,1,0,0,1,0
1074,College,21,19.0,0,1,0,1,0,1,0,0,1,0
4091,University,4,22.0,0,1,0,1,0,0,1,0,1,0
15359,University,35,21.0,0,0,0,0,0,0,0,0,0,1
1176,College,6,19.0,0,1,0,1,0,0,1,0,1,0
13666,University,1,24.0,1,0,0,0,0,0,0,0,1,0
11191,University,35,18.0,0,0,1,1,0,1,0,0,0,1
3141,University,35,21.0,0,0,0,0,1,0,0,1,1,0
6283,University,13,20.0,0,0,0,1,0,1,0,0,1,0
12300,University,15,20.0,0,0,0,0,1,1,0,0,1,0
11678,University,5,22.0,1,0,1,1,0,0,1,0,1,0
10161,University,22,21.0,0,0,0,0,0,0,0,0,0,1
4173,University,14,27.0,0,1,0,1,0,0,1,0,1,0
7559,University,33,19.0,1,1,0,1,0,1,0,0,0,1
10856,University,2,25.0,1,0,0,0,1,0,0,1,0,1
1398,College,23,26.0,0,0,0,0,1,1,0,0,1,0
1203,College,22,23.0,0,0,0,0,1,1,0,0,1,0
8117,University,1,18.0,1,0,0,0,1,0,0,1,1,0
10807,University,40,54.0,1,0,0,0,1,1,0,0,1,0
16039,University,35,26.0,0,0,0,0,0,0,0,0,1,0
4658,University,15,40.0,1,0,0,0,1,1,0,0,1,0
4863,University,23,41.0,0,0,0,0,0,0,0,0,1,0
2534,University,36,17.0,0,0,0,1,0,1,0,0,0,1
6058,University,16,26.0,0,0,0,0,0,0,0,0,1,0
13611,University,11,19.0,0,0,0,0,0,0,0,0,1,0
16826,University,11,21.0,1,0,0,0,0,0,0,0,0,1
11158,University,15,18.0,1,0,0,0,1,1,0,0,0,1
11763,University,2,31.0,1,0,0,0,1,0,1,0,1,0
13554,University,13,18.0,0,0,1,1,0,1,0,0,0,1
9178,College,38,28.0,1,0,0,1,0,1,0,0,1,0
4356,University,1,18.0,1,0,1,0,1,0,0,1,0,1
12806,University,1,18.0,1,0,0,0,1,0,0,1,0,1
3982,College,46,20.0,0,0,1,0,1,0,0,1,1,0
12963,University,36,22.0,1,0,0,0,1,0,0,1,1,0
5966,University,1,27.0,1,1,0,0,1,0,0,1,1,0
12393,University,1,21.0,1,0,0,0,1,0,0,1,1,0
5584,University,16,21.0,0,0,0,1,0,0,1,0,1,0
1133,College,3,21.0,0,0,0,0,0,0,0,0,1,0
16593,University,4,18.0,0,0,0,0,0,0,0,0,0,1
12625,University,35,20.0,1,0,0,0,0,0,0,0,1,0
2757,University,39,23.0,0,0,0,1,0,1,0,0,1,0
8247,University,1,20.0,1,0,1,1,0,0,1,0,0,1
15431,University,10,19.0,1,0,0,0,1,0,0,1,0,1
6048,University,8,22.0,1,1,0,1,0,1,0,0,1,0
15333,University,35,23.0,1,0,1,1,0,0,1,0,1,0
10256,University,34,23.0,0,0,0,0,0,0,0,0,1,0
16365,University,27,18.0,1,0,0,1,0,1,0,0,1,0
7042,University,11,23.0,1,0,0,1,0,0,1,0,0,1
1419,College,24,31.0,0,0,1,1,0,1,0,0,0,1
11113,University,1,20.0,1,1,0,0,1,0,0,1,1,0
422,College,13,21.0,0,1,0,1,0,0,1,0,0,1
13463,University,1,26.0,1,0,0,0,1,0,0,1,1,0
1042,College,23,19.0,0,0,0,1,0,1,0,0,1,0
14063,University,1,21.0,1,0,1,0,1,0,0,1,0,1
9730,College,31,18.0,1,0,0,0,0,0,0,0,1,0
11825,University,22,18.0,0,0,0,0,0,0,0,0,1,0
5765,University,8,19.0,1,0,0,1,0,0,1,0,0,1
14177,University,31,18.0,1,0,1,1,0,0,1,0,0,1
1015,College,21,24.0,0,0,0,0,1,0,1,0,1,0
6288,University,11,25.0,0,0,0,0,0,0,0,0,1,0
11357,University,16,18.0,0,0,1,1,0,1,0,0,1,0
7555,University,35,17.0,0,0,0,0,0,0,0,0,0,1
15929,University,11,27.0,0,0,0,0,1,0,0,1,1,0
6179,University,12,18.0,1,0,1,1,0,0,1,0,0,1
15972,University,35,19.0,1,0,1,1,0,0,1,0,1,0
5793,University,1,29.0,1,0,0,0,1,0,0,1,1,0
5615,University,1,20.0,1,0,1,1,0,0,1,0,1,0
16356,University,33,19.0,1,0,0,0,1,0,0,1,0,1
3377,University,46,18.0,0,0,0,0,0,0,0,0,0,0
5024,University,21,20.0,0,0,0,0,0,0,0,0,1,0
13164,University,7,20.0,1,0,0,0,0,0,0,0,0,1
14663,University,29,20.0,1,0,1,1,0,1,0,0,0,1
14410,University,29,33.0,1,0,1,1,0,1,0,0,1,0
10123,University,3,23.0,0,0,1,0,1,0,0,1,0,1
15769,University,35,18.0,0,0,0,0,0,0,0,0,1,0
9391,College,6,25.0,0,0,0,0,0,0,0,0,0,1
2891,University,46,17.0,1,0,1,0,1,0,0,1,0,1
16805,University,11,21.0,0,0,1,1,0,0,0,1,0,1
394,College,5,23.0,0,0,1,1,0,1,0,0,0,1
12295,University,11,32.0,0,0,0,0,0,0,0,0,1,0
4480,University,4,25.0,0,0,0,0,1,0,1,0,1,0
85,College,4,34.0,0,0,0,0,0,0,0,0,0,1
9510,College,36,21.0,1,0,0,0,0,0,0,0,1,0
13072,University,1,24.0,0,0,0,0,1,0,0,1,1,0
10900,University,40,21.0,1,0,0,0,0,0,0,0,1,0
2223,University,2,24.0,1,0,0,0,1,0,0,1,1,0
2624,University,46,21.0,0,0,1,0,1,0,0,1,0,1
342,College,37,20.0,0,1,0,0,1,1,0,0,1,0
9841,University,1,20.0,1,0,0,0,0,0,0,0,1,0
9737,College,46,20.0,0,0,1,1,0,1,0,0,1,0
8612,University,33,20.0,1,0,0,0,0,0,0,0,0,0
614,College,35,22.0,0,0,0,0,0,0,0,0,0,1
5726,University,11,18.0,0,1,0,1,0,1,0,0,1,0
3241,University,40,31.0,1,0,1,0,1,1,0,0,1,0
6695,University,14,18.0,1,0,0,1,0,1,0,0,0,1
5849,University,16,19.0,0,0,0,0,0,0,0,0,0,1
13329,University,13,22.0,0,0,0,0,0,0,0,0,1,0
7289,University,40,21.0,1,0,0,0,0,0,0,0,1,0
3911,College,36,19.0,0,0,1,0,1,0,0,1,0,1
8787,University,7,19.0,1,0,0,1,0,1,0,0,1,0
6788,University,3,25.0,1,0,0,0,1,0,0,1,0,1
9379,College,35,34.0,0,0,0,1,0,0,0,1,1,0
6295,University,36,20.0,1,1,0,1,0,1,0,0,1,0
2973,University,46,20.0,0,0,1,0,1,0,0,1,1,0
16349,University,46,29.0,0,0,0,0,1,0,1,0,0,1
13864,University,36,24.0,0,0,0,1,0,1,0,0,1,0
1833,College,23,21.0,0,0,0,0,0,0,0,0,1,0
6138,University,1,18.0,1,0,0,1,0,0,0,1,0,1
11371,University,15,18.0,1,0,0,0,0,0,0,0,0,1
6581,University,1,49.0,1,0,0,0,1,0,0,1,1,0
384,College,5,43.0,0,0,0,0,0,0,0,0,1,0
11878,University,6,19.0,0,0,0,1,0,0,1,0,0,1
6293,University,6,20.0,0,0,0,0,0,0,0,0,0,1
617,College,13,23.0,0,0,0,0,1,1,0,0,0,1
5494,University,33,20.0,1,1,0,1,0,1,0,0,1,0
11435,University,31,20.0,1,0,0,0,0,0,0,0,0,1
132,College,5,20.0,1,0,1,1,0,0,0,1,0,1
1721,College,23,22.0,0,0,0,0,1,0,0,1,0,1
8810,College,39,22.0,0,0,0,1,0,1,0,0,1,0
4167,University,36,21.0,0,0,1,1,0,1,0,0,0,1
4394,University,39,18.0,0,0,0,1,0,0,1,0,0,1
16591,University,15,60.0,1,0,0,0,0,1,0,0,1,0
8848,College,35,29.0,0,0,0,0,1,0,0,1,0,1
281,College,36,21.0,1,0,1,1,0,0,0,1,0,1
585,College,13,26.0,0,0,0,0,1,0,0,1,0,1
8539,University,39,4.0,0,0,0,0,0,0,0,0,1,0
7712,University,33,20.0,1,1,0,1,0,1,0,0,0,1
15041,University,10,27.0,1,0,0,0,0,0,0,0,1,0
7387,University,33,21.0,1,0,0,0,0,0,0,0,1,0
6963,University,7,21.0,1,1,0,1,0,1,0,0,1,0
7534,University,5,21.0,0,0,1,1,0,1,0,0,0,1
7845,University,36,24.0,0,0,0,1,0,0,1,0,1,0
4961,University,23,18.0,0,0,0,1,0,1,0,0,0,1
7090,University,6,20.0,0,0,0,1,0,0,1,0,0,1
13841,University,3,32.0,1,0,1,0,1,0,1,0,0,1
12530,University,35,21.0,0,0,0,0,0,0,0,0,1,0
6139,University,36,20.0,1,0,0,0,0,0,0,0,0,1
2286,University,39,18.0,0,0,0,0,0,0,0,0,1,0
13217,University,21,22.0,0,0,0,0,0,0,0,0,1,0
2640,University,35,35.0,0,1,0,0,1,1,0,0,1,0
847,College,5,35.0,1,0,0,0,0,0,0,0,1,0
9794,University,33,18.0,1,0,1,1,0,0,1,0,1,0
6830,University,13,18.0,0,0,0,0,0,0,0,0,0,1
9051,College,7,25.0,1,0,0,0,0,0,0,0,0,1
2375,University,46,21.0,1,0,1,0,1,1,0,0,1,0
7631,University,38,24.0,0,0,0,1,0,0,1,0,1,0
5590,University,1,30.0,1,0,0,0,1,0,0,1,1,0
13120,University,12,24.0,1,0,0,1,0,0,1,0,1,0
2146,University,46,20.0,0,0,1,1,0,1,0,0,1,0
8840,College,35,19.0,1,0,0,1,0,1,0,0,0,1
7816,University,31,19.0,0,0,0,0,0,0,0,0,1,0
9906,University,3,22.0,0,0,0,0,1,0,0,1,1,0
9038,College,36,20.0,1,0,0,0,1,0,1,0,1,0
5292,University,1,29.0,1,0,0,0,1,0,0,1,1,0
3614,College,46,37.0,0,0,0,0,1,0,0,1,1,0
2055,University,46,18.0,0,0,0,0,0,0,0,0,0,1
3706,College,46,27.0,0,0,0,0,0,0,0,0,1,0
13155,University,1,28.0,1,0,0,0,1,0,1,0,1,0
8499,University,11,51.0,1,0,0,0,0,0,0,0,1,0
4242,University,4,21.0,0,0,0,0,0,0,0,0,0,1
2667,University,46,21.0,0,0,0,1,0,1,0,0,1,0
16133,University,3,23.0,1,0,0,0,0,0,0,0,1,0
10969,University,33,22.0,1,0,0,0,0,0,0,0,1,0
13402,University,36,19.0,0,0,0,0,1,0,0,1,0,1
13564,University,1,20.0,1,0,0,0,0,0,0,0,0,1
9256,College,39,18.0,0,0,0,0,0,0,0,0,1,0
6149,University,13,21.0,0,0,0,0,0,0,0,0,0,1
13796,University,1,27.0,1,0,0,0,1,0,0,1,1,0
8942,College,39,20.0,0,0,1,0,1,0,0,1,0,1
7477,University,1,25.0,1,0,0,0,0,0,0,0,0,1
13116,University,2,31.0,1,0,0,0,1,0,0,1,0,1
5378,University,1,23.0,1,0,0,0,1,0,1,0,1,0
11811,University,13,19.0,0,0,0,0,0,0,0,0,0,1
158,College,27,17.0,1,0,0,0,0,0,0,0,1,0
7309,University,11,18.0,0,0,0,0,0,0,0,0,0,1
14910,University,33,21.0,1,0,0,0,0,0,0,0,0,0
6008,University,33,20.0,1,0,0,0,0,0,0,0,1,0
6097,University,16,18.0,0,0,0,0,0,0,0,0,0,1
15739,University,13,18.0,0,0,0,0,0,0,0,0,1,0
5457,University,8,23.0,1,0,0,0,0,0,0,0,0,1
2873,University,46,24.0,0,0,0,0,0,0,0,0,0,1
549,College,15,42.0,1,0,0,1,0,0,0,1,1,0
12813,University,13,18.0,0,0,1,1,0,1,0,0,0,1
16046,University,35,20.0,1,0,0,0,1,0,0,1,1,0
2075,University,46,22.0,0,0,0,0,0,0,0,0,1,0
13563,University,12,30.0,1,0,1,0,1,0,0,1,0,1
4042,University,1,22.0,1,0,1,1,0,0,1,0,1,0
1971,College,35,26.0,0,0,0,0,0,0,0,0,0,0
14914,University,8,19.0,0,0,0,0,0,0,0,0,1,0
1791,College,23,19.0,0,0,0,0,0,0,0,0,0,1
5030,University,24,29.0,0,0,0,1,0,1,0,0,1,0
1566,College,6,19.0,0,0,1,1,0,0,1,0,0,1
2735,University,46,21.0,0,0,0,0,1,0,1,0,1,0
2987,University,46,22.0,0,1,0,0,1,1,0,0,1,0
12085,University,4,23.0,0,0,0,0,1,0,1,0,0,1
16028,University,11,40.0,0,0,0,0,0,0,0,0,1,0
11489,University,3,19.0,0,0,0,1,0,0,1,0,0,1
1900,College,23,24.0,1,0,0,0,0,0,0,0,0,1
10667,University,2,18.0,1,0,0,0,0,0,0,0,0,1
13436,University,36,20.0,1,1,0,1,0,1,0,0,1,0
9885,University,1,24.0,1,0,0,0,0,0,0,0,1,0
12479,University,33,20.0,1,0,1,1,0,1,0,0,1,0
5869,University,33,18.0,1,0,0,1,0,1,0,0,1,0
8078,University,5,19.0,1,0,0,1,0,1,0,0,1,0
10308,University,14,31.0,0,0,0,0,0,0,0,0,1,0
13894,University,4,21.0,0,0,0,0,0,0,0,0,1,0
6266,University,1,19.0,1,1,0,0,1,0,0,1,0,1
11931,University,22,46.0,0,0,0,1,0,1,0,0,1,0
7690,University,36,17.0,1,0,0,1,0,1,0,0,0,1
5545,University,1,999.0,1,0,0,0,0,0,0,0,0,0
14265,University,1,20.0,1,0,0,0,0,0,0,0,1,0
4736,University,23,27.0,0,0,0,0,1,1,0,0,1,0
13879,University,1,28.0,1,0,0,0,0,0,0,0,0,1
5649,University,1,21.0,1,0,0,0,1,0,0,1,1,0
11075,University,1,24.0,1,0,0,0,1,0,0,1,1,0
2656,University,46,20.0,0,0,0,1,0,1,0,0,1,0
14559,University,36,19.0,0,0,0,0,0,0,0,0,1,0
11663,University,1,29.0,1,0,0,1,0,0,0,1,0,1
1422,College,22,18.0,0,0,0,1,0,0,0,1,0,1
9445,College,20,25.0,1,0,0,0,1,0,0,1,1,0
12693,University,1,22.0,1,0,1,0,1,0,0,1,1,0
2824,University,46,19.0,0,0,0,0,0,0,0,0,1,0
7852,University,34,21.0,0,0,0,1,0,1,0,0,1,0
14358,University,8,18.0,1,0,0,0,0,0,0,0,1,0
15964,University,10,17.0,0,0,0,0,0,0,0,0,0,0
329,College,36,2.0,1,1,0,1,0,1,0,0,1,0
7008,University,33,28.0,1,0,1,1,0,1,0,0,1,0
4590,University,36,18.0,0,0,0,0,0,0,0,0,1,0
5749,University,2,40.0,1,0,0,0,0,0,0,0,1,0
1848,College,20,18.0,1,0,1,1,0,1,0,0,0,1
2271,University,35,22.0,1,0,0,0,0,0,0,0,0,1
14070,University,36,19.0,0,0,0,0,0,0,0,0,0,1
7189,University,29,19.0,1,0,1,1,0,1,0,0,0,1
5153,University,2,18.0,1,0,1,1,0,1,0,0,1,0
7629,University,28,20.0,1,0,1,1,0,1,0,0,1,0
14320,University,1,20.0,1,0,1,0,1,0,0,1,1,0
10409,University,36,20.0,0,0,0,0,1,0,1,0,1,0
3579,College,46,24.0,0,0,0,0,1,0,0,1,0,1
263,College,11,29.0,0,0,0,0,0,0,0,0,1,0
1778,College,23,47.0,0,0,0,1,0,1,0,0,1,0
4915,University,21,19.0,0,0,1,1,0,1,0,0,1,0
15320,University,36,27.0,1,0,0,1,0,0,0,1,0,1
12563,University,9,20.0,1,0,0,0,0,0,0,0,0,1
771,College,21,23.0,0,0,1,1,0,1,0,0,1,0
16415,University,10,24.0,0,0,1,1,0,0,1,0,1,0
6103,University,35,21.0,0,0,0,1,0,1,0,0,1,0
13809,University,1,19.0,1,0,1,1,0,0,1,0,1,0
8790,College,36,24.0,1,0,1,1,0,1,0,0,1,0
10064,University,1,19.0,1,0,0,0,0,0,0,0,1,0
7226,University,30,26.0,1,0,0,0,0,0,0,0,0,1
11712,University,23,29.0,0,0,0,0,1,0,1,0,1,0
10427,University,33,29.0,1,0,1,0,1,0,1,0,1,0
12395,University,1,23.0,1,0,1,0,1,0,0,1,0,1
3201,University,36,24.0,1,0,0,1,0,1,0,0,1,0
13341,University,1,21.0,1,0,0,0,0,0,0,0,1,0
11866,University,31,21.0,0,0,1,1,0,0,1,0,1,0
15116,University,3,21.0,1,0,1,1,0,0,0,1,1,0
1601,College,20,28.0,0,0,0,0,0,0,0,0,1,0
12053,University,1,20.0,1,0,0,0,1,0,0,1,0,1
11243,University,13,21.0,0,0,1,0,1,0,0,1,1,0
8708,University,29,21.0,1,0,0,0,0,0,0,0,1,0
1735,College,22,20.0,0,0,0,0,0,0,0,0,0,1
14016,University,46,19.0,0,0,0,1,0,0,1,0,1,0
2658,University,35,30.0,0,0,0,0,0,0,0,0,1,0
9711,College,39,45.0,0,0,0,1,0,0,1,0,1,0
8575,University,35,18.0,0,0,1,1,0,1,0,0,1,0
7417,University,15,19.0,1,0,0,0,0,0,0,0,1,0
13050,University,2,39.0,1,0,0,0,1,0,0,1,1,0
14270,University,1,24.0,1,0,1,0,1,0,0,1,1,0
7585,University,4,18.0,0,0,1,1,0,0,0,1,0,1
5301,University,2,40.0,1,0,0,0,0,0,0,0,1,0
5838,University,39,50.0,0,0,0,0,1,0,0,1,1,0
5428,University,36,18.0,1,0,1,1,0,1,0,0,0,1
10899,University,11,30.0,0,0,0,0,1,0,1,0,1,0
5172,University,31,18.0,0,0,1,1,0,0,0,1,1,0
11484,University,8,18.0,1,0,1,1,0,1,0,0,1,0
9755,College,35,18.0,0,0,1,1,0,1,0,0,0,1
3623,College,36,19.0,0,0,0,0,0,0,0,0,1,0
15530,University,28,19.0,1,0,0,1,0,1,0,0,0,1
15477,University,31,18.0,0,0,1,1,0,1,0,0,1,0
5528,University,22,19.0,0,0,0,0,0,0,0,0,1,0
11036,University,6,20.0,0,0,1,0,1,1,0,0,0,1
13076,University,1,26.0,1,0,0,0,1,0,0,1,0,1
7865,University,33,19.0,1,0,0,0,0,0,0,0,1,0
3178,University,46,21.0,0,0,0,0,1,1,0,0,1,0
8119,University,16,21.0,0,0,0,1,0,1,0,0,1,0
13276,University,33,19.0,1,1,0,1,0,1,0,0,1,0
16854,University,12,27.0,1,0,0,0,0,0,0,0,1,0
7707,University,13,18.0,0,0,0,1,0,1,0,0,0,1
10593,University,1,19.0,1,0,0,0,1,0,0,1,0,1
456,College,13,30.0,0,0,1,0,1,0,0,1,1,0
14872,University,36,23.0,1,0,0,0,0,0,0,0,0,1
1257,College,24,28.0,1,0,1,0,1,1,0,0,1,0
1920,College,31,26.0,0,0,0,0,0,0,0,0,1,0
14927,University,4,18.0,0,0,1,0,1,0,1,0,0,1
16284,University,14,20.0,0,0,0,1,0,1,0,0,0,1
5425,University,31,20.0,0,1,0,1,0,1,0,0,1,0
8718,University,12,19.0,1,0,0,1,0,1,0,0,1,0
7067,University,33,19.0,1,1,0,1,0,1,0,0,0,1
8551,University,6,19.0,0,0,1,0,1,0,0,1,0,1
4780,University,23,19.0,0,0,0,0,0,0,0,0,1,0
16662,University,1,19.0,1,0,0,1,0,0,0,1,0,1
11540,University,1,28.0,1,0,0,0,1,0,0,1,1,0
10228,University,15,30.0,1,0,0,0,0,0,0,0,1,0
3657,College,46,24.0,0,0,1,0,1,1,0,0,1,0
16872,University,29,21.0,1,1,0,1,0,1,0,0,1,0
1333,College,23,25.0,0,0,0,0,0,0,0,0,0,1
2250,University,36,20.0,0,1,0,1,0,1,0,0,1,0
9895,University,1,22.0,1,0,0,0,0,0,0,0,1,0
12215,University,36,23.0,1,1,0,1,0,1,0,0,1,0
15498,University,29,33.0,1,0,1,1,0,0,1,0,0,1
5566,University,35,21.0,0,0,0,0,0,0,0,0,1,0
14007,University,1,20.0,1,0,0,0,0,0,0,0,0,1
15746,University,31,25.0,0,0,0,0,0,0,0,0,1,0
8798,College,40,21.0,1,0,0,1,0,1,0,0,1,0
10757,University,36,23.0,0,0,0,0,1,0,0,1,0,1
13949,University,16,2.0,0,0,1,1,0,1,0,0,1,0
16637,University,10,23.0,1,0,0,0,1,1,0,0,1,0
5981,University,31,20.0,0,1,0,1,0,1,0,0,1,0
1247,College,20,20.0,0,0,0,1,0,1,0,0,0,1
1644,College,23,22.0,0,0,0,0,0,0,0,0,1,0
14625,University,1,22.0,1,0,0,0,0,0,0,0,0,1
7085,University,31,19.0,0,0,1,1,0,0,1,0,1,0
1210,College,22,26.0,0,0,1,1,0,1,0,0,0,1
13857,University,36,18.0,1,0,1,1,0,0,1,0,0,1
13298,University,10,19.0,1,0,1,1,0,0,1,0,0,1
1208,College,23,26.0,0,0,1,1,0,0,0,1,0,1
7610,University,16,18.0,0,0,1,1,0,0,1,0,1,0
9549,College,35,19.0,0,0,0,0,0,0,0,0,1,0
1353,College,15,21.0,1,0,0,0,0,0,0,0,1,0
8495,University,15,49.0,1,0,0,1,0,1,0,0,1,0
3647,College,46,21.0,1,0,0,1,0,1,0,0,1,0
14237,University,2,29.0,1,0,0,0,1,0,0,1,1,0
10996,University,2,23.0,1,0,0,0,1,0,0,1,1,0
16070,University,11,23.0,1,0,0,0,0,0,0,0,0,1
341,College,5,19.0,1,0,1,1,0,1,0,0,0,1
267,College,22,31.0,0,0,0,0,0,0,0,0,0,1
8301,University,1,21.0,1,0,0,0,1,0,0,1,0,1
3595,College,46,34.0,0,0,0,0,1,0,0,1,0,1
2421,University,36,21.0,1,0,0,1,0,1,0,0,1,0
4352,University,1,18.0,1,1,0,0,1,0,0,1,1,0
16759,University,11,21.0,1,0,0,1,0,0,0,1,0,1
1330,College,23,27.0,0,0,1,1,0,1,0,0,1,0
4158,University,36,19.0,1,0,0,0,0,0,0,0,1,0
13134,University,1,18.0,1,0,1,1,0,0,0,1,0,1
4411,University,11,19.0,1,1,0,0,1,0,0,1,0,1
8362,University,35,21.0,0,0,1,1,0,1,0,0,0,1
1066,College,23,24.0,0,0,0,0,1,0,0,1,0,1
11783,University,2,28.0,1,0,0,1,0,0,1,0,0,1
12978,University,1,20.0,1,1,0,0,1,0,0,1,1,0
12522,University,5,19.0,1,0,0,0,0,0,0,0,1,0
3754,College,46,19.0,0,0,0,0,0,0,0,0,1,0
11505,University,3,25.0,1,0,0,1,0,0,1,0,0,1
9170,College,36,18.0,1,0,0,1,0,0,0,1,0,1
16479,University,10,21.0,1,0,0,0,0,0,0,0,0,1
15199,University,6,24.0,0,0,0,1,0,0,1,0,1,0
15148,University,10,19.0,0,0,0,0,1,0,0,1,0,1
5954,University,40,24.0,1,0,0,0,0,0,0,0,1,0
11420,University,1,24.0,1,1,0,0,1,0,0,1,1,0
16386,University,4,19.0,0,0,1,1,0,0,0,1,0,1
3617,College,46,38.0,0,0,0,0,0,0,0,0,0,1
7844,University,8,20.0,1,0,0,1,0,1,0,0,1,0
1995,University,46,18.0,1,0,0,0,0,0,0,0,0,1
508,College,10,27.0,1,0,1,0,1,0,0,1,0,1
7174,University,14,50.0,0,0,0,0,0,0,0,0,1,0
11640,University,16,20.0,0,1,0,1,0,1,0,0,1,0
2036,University,4,28.0,0,0,0,0,0,0,0,0,1,0
49,College,4,29.0,0,0,0,0,1,0,0,1,0,1
16522,University,2,33.0,1,0,0,0,1,0,0,1,1,0
3713,College,43,55.0,0,0,0,1,0,1,0,0,1,0
10087,University,1,20.0,1,0,0,0,0,0,0,0,1,0
6726,University,1,25.0,1,0,0,0,1,0,0,1,1,0
14220,University,2,20.0,1,0,1,1,0,1,0,0,1,0
9443,College,13,26.0,0,0,0,1,0,1,0,0,0,1
7691,University,1,18.0,1,1,0,0,1,1,0,0,1,0
15250,University,21,21.0,0,0,1,1,0,0,1,0,1,0
6594,University,20,24.0,0,0,0,0,0,0,0,0,1,0
10551,University,1,20.0,1,0,1,0,1,0,0,1,0,1
10057,University,11,23.0,0,0,0,1,0,1,0,0,0,1
9353,College,35,25.0,0,0,0,0,0,0,0,0,0,0
7827,University,6,21.0,0,0,0,0,0,0,0,0,0,0
7166,University,1,22.0,1,1,0,0,1,0,0,1,1,0
14236,University,31,19.0,0,0,1,1,0,1,0,0,1,0
7159,University,1,28.0,1,1,0,0,1,0,0,1,1,0
16122,University,35,51.0,1,0,0,0,1,0,1,0,1,0
15461,University,36,20.0,1,0,0,0,0,0,0,0,1,0
12320,University,39,22.0,0,0,1,1,0,1,0,0,1,0
8577,University,1,19.0,1,0,1,1,0,0,0,1,0,1
14907,University,36,20.0,1,0,0,0,0,0,0,0,1,0
10864,University,1,18.0,1,0,0,0,1,0,0,1,0,1
10295,University,1,20.0,1,1,0,0,1,0,0,1,1,0
11098,University,35,18.0,0,0,0,0,0,0,0,0,0,1
16773,University,31,23.0,0,0,0,1,0,0,1,0,1,0
179,College,1,100.0,1,0,0,0,1,0,0,1,1,0
6753,University,1,27.0,1,0,0,0,1,0,0,1,1,0
