Home Zone,Age,Gender,License,Employment,Status,Cars,Income,Adults,Children,Mode,Distance
3714,21,2,1,2,2,1,0,3,0,0,33.03563
46,19,2,1,2,2,0,1,2,0,0,1.297744
478,21,1,1,1,2,2,2,5,0,1,17.808049999999998
1040,21,1,1,1,2,1,2,4,0,1,32.08417
79,20,2,1,1,2,1,1,1,0,1,3.752367
594,21,2,0,1,2,0,2,2,0,1,27.39122
548,22,2,1,1,2,2,2,7,3,0,34.42404
581,21,2,1,1,2,1,2,3,1,1,21.1368
18,29,1,1,2,2,1,2,2,0,0,3.4273759999999998
3358,19,2,1,1,2,2,2,4,2,0,10.711409999999999
437,18,1,1,1,2,2,0,3,2,0,13.62305
405,20,1,0,2,2,2,2,3,0,1,8.566085999999999
590,19,1,1,1,2,2,2,5,1,1,25.79929
3379,41,1,1,3,1,2,0,3,1,0,22.46173
3682,24,2,1,1,2,3,2,4,0,10,17.69596
2058,21,2,1,2,2,2,0,3,0,3,11.14276
40,18,2,0,1,2,0,2,2,0,10,1.461703
3365,38,1,1,2,2,2,2,2,2,0,19.13234
474,22,2,1,1,2,3,2,5,0,1,19.35977
72,25,1,1,3,2,0,2,1,0,0,1.5951760000000001
46,22,2,1,2,2,1,1,1,0,10,1.297744
3653,37,2,1,3,1,1,1,2,0,0,20.325200000000002
184,25,1,1,2,2,1,2,2,0,1,6.257768
223,23,2,1,1,2,2,2,3,1,0,9.718259
76,25,2,1,2,2,1,0,8,3,10,1.7883010000000001
76,25,2,1,2,2,1,0,8,3,2,1.7883010000000001
567,35,2,1,1,1,1,2,3,0,0,23.78425
154,20,2,1,1,2,2,0,4,3,1,11.28872
3363,23,2,1,2,2,2,2,4,0,0,13.118829999999999
67,26,1,1,2,2,0,2,1,0,1,1.897934
1068,28,1,1,3,1,3,2,4,0,0,0.0
100,20,2,1,1,2,1,2,4,0,1,3.490592
3418,24,2,1,1,2,3,2,3,0,0,16.07141
185,58,1,1,1,1,3,2,4,0,3,4.349561
41,33,1,0,1,2,0,1,2,0,10,1.84044
453,40,2,1,1,2,2,1,3,3,1,13.01004
413,20,2,1,1,2,1,2,4,1,1,12.10829
3448,29,1,1,3,1,2,2,5,0,0,10.98427
406,22,2,0,1,1,2,1,5,0,1,16.40778
197,24,1,1,1,2,3,2,4,0,1,7.317653
3418,19,1,0,1,2,3,2,6,0,8,16.07141
5177,52,2,1,1,2,3,2,1,0,4,77.45563
3337,18,2,0,1,2,2,2,4,1,0,29.70872
2107,21,1,0,1,2,2,2,4,0,0,19.51302
264,19,2,1,1,2,1,2,2,0,1,6.774109
251,18,2,1,2,1,1,0,3,1,0,4.824985
73,23,2,0,2,2,0,2,2,0,0,1.013806
2025,24,2,1,2,2,5,2,4,0,0,11.805040000000002
127,22,1,0,2,1,2,2,4,0,0,8.649006
42,22,2,1,1,2,0,1,1,0,10,1.572915
602,28,1,1,2,1,1,2,3,0,0,23.16601
71,19,2,0,1,2,1,2,3,0,10,1.132351
3620,19,2,1,1,2,3,2,3,0,3,14.95992
84,34,1,1,3,1,1,1,1,0,0,3.7347529999999995
390,29,2,1,2,2,2,2,3,0,0,18.082849999999997
443,23,1,0,2,1,1,2,2,0,0,13.29974
2607,24,2,1,2,2,3,2,5,0,1,46.06518
92,22,2,0,1,2,2,2,3,0,1,4.013528
3378,19,2,1,1,2,1,2,4,0,0,38.618379999999995
4075,18,2,1,1,2,3,2,4,0,5,23.78176
4089,41,1,1,3,1,1,2,2,0,0,53.6256
5066,21,1,0,1,2,1,1,2,1,8,9.499246
443,29,1,0,1,2,0,2,3,0,0,5.321421999999999
76,21,2,0,2,2,0,2,4,1,0,2.106938
562,18,1,0,1,2,0,2,2,0,1,22.903290000000002
2120,20,2,1,1,2,1,1,3,0,1,18.97024
531,23,2,1,1,2,2,0,4,0,1,14.063049999999999
278,40,1,1,3,1,1,2,2,3,0,3.581594
3691,23,1,1,3,1,2,2,4,0,0,31.228740000000002
182,21,2,1,1,2,1,1,3,1,1,10.5097
3811,20,2,1,1,2,2,1,5,0,4,35.0056
2110,23,2,1,2,2,3,2,3,0,0,14.39706
2425,20,1,0,1,2,1,1,3,0,0,27.055509999999998
4061,35,2,0,2,1,0,1,2,3,0,53.56891
436,20,2,1,1,2,1,2,2,0,1,14.63704
2362,24,1,1,2,2,3,0,3,0,0,21.249380000000002
2120,19,1,0,1,2,1,2,2,0,0,18.97024
26,21,1,1,2,2,1,2,3,0,10,0.309886
474,26,1,1,1,2,2,2,4,0,8,18.68434
281,24,1,0,1,1,1,1,2,0,1,5.915998
454,32,1,1,3,1,1,2,1,0,0,11.68617
262,22,2,1,2,2,1,1,3,0,0,7.216166
3645,23,2,1,1,1,2,2,3,0,0,27.96428
3607,18,1,0,1,2,1,2,4,1,1,47.57043
5196,21,2,1,1,2,2,1,6,0,2,1.025747
79,22,2,0,2,2,1,2,2,0,1,4.199594
3671,17,2,1,1,2,2,2,4,3,1,46.30321
2214,19,2,1,1,2,1,2,3,0,5,29.74072
4091,25,1,1,1,2,3,0,3,0,3,10.58888
3434,22,2,1,1,2,2,1,5,0,1,61.85362
446,20,2,1,1,2,1,1,2,0,1,17.361669999999997
553,19,1,1,2,2,1,0,3,1,1,18.02955
400,21,1,1,1,2,0,1,3,0,0,18.43636
3380,20,2,1,1,2,2,1,4,0,0,37.47277
601,21,1,1,2,2,1,1,4,0,1,23.54022
122,21,2,9,1,2,2,0,4,0,0,9.586337
3372,25,1,1,2,2,2,2,2,0,1,65.1924
5046,21,1,1,3,1,2,2,4,0,0,12.937
2622,23,1,1,3,1,2,0,2,1,0,48.25295
3442,21,1,0,1,2,2,2,4,1,1,38.0283
3615,19,1,1,2,2,2,2,3,1,1,37.995290000000004
99,31,1,0,1,2,0,2,2,0,0,63.20382
4125,23,2,1,1,2,3,2,3,0,3,54.61208
17,25,2,0,1,2,1,1,6,2,0,1.9398499999999999
3678,22,2,1,3,1,2,2,3,0,0,27.08769
2056,18,2,1,1,2,2,2,3,1,0,29.002200000000002
5203,23,1,1,1,2,0,1,1,1,0,1.911466
457,17,2,0,1,2,2,0,2,1,0,14.75272
5109,47,1,1,3,1,3,2,4,0,3,9.160751
219,20,2,1,1,2,2,2,3,0,8,74.26738
3652,19,1,1,1,2,4,0,3,2,0,46.454550000000005
1034,21,1,1,1,2,4,0,3,0,0,28.802799999999998
402,21,2,1,1,2,4,2,6,1,8,28.4576
4039,32,2,1,2,2,3,2,5,0,3,41.08923
258,45,2,1,1,2,1,1,1,0,1,6.88899
5050,45,1,0,1,2,0,2,1,3,8,11.9774
443,27,1,1,3,1,1,2,2,0,0,17.2196
72,26,2,1,2,2,1,1,2,0,0,1.5951760000000001
138,26,2,0,1,2,0,1,2,0,1,14.597760000000001
2433,22,1,9,2,2,4,2,3,1,4,32.70241
16,60,1,1,2,1,1,2,2,0,0,4.1230329999999995
158,36,2,1,3,1,1,2,2,2,0,8.900281999999999
3336,22,2,1,1,2,3,1,4,0,0,0.0
209,25,2,1,1,2,0,2,1,0,1,4.886680999999999
4016,18,2,1,1,2,2,2,3,0,0,37.161319999999996
3362,18,1,0,2,2,1,2,3,1,1,14.12602
402,29,1,1,3,1,2,2,3,0,0,7.380840999999999
22,80,2,1,1,1,1,1,1,0,1,2.09696
483,23,1,0,1,2,2,0,4,0,1,1.872206
483,22,1,0,1,2,2,0,4,0,10,1.872206
223,71,1,1,1,1,1,1,1,0,0,9.718259
204,73,1,1,1,1,1,2,1,0,0,3.6175770000000003
209,30,1,0,2,2,0,1,2,0,0,13.537709999999999
1034,19,2,1,1,2,2,2,3,3,1,25.680790000000002
383,54,1,1,3,1,2,2,1,0,3,3.944377
536,23,1,1,1,1,0,1,3,0,0,31.70834
3680,68,2,1,2,1,1,0,2,0,0,0.0
40,30,2,1,3,1,0,2,1,0,0,1.461703
3647,19,2,1,2,2,4,2,3,1,2,22.83487
519,18,2,0,1,2,2,0,3,0,1,16.595860000000002
229,19,1,1,1,2,1,0,4,0,8,12.097850000000001
21,27,1,0,2,2,0,2,2,0,10,2.04452
275,27,2,1,1,1,1,2,3,0,0,26.33531
171,19,2,0,1,2,1,2,4,1,1,5.465496999999999
3712,20,1,1,2,2,1,0,4,0,1,4.725428
1049,22,1,1,2,2,3,2,3,1,0,30.71746
137,20,1,1,1,2,2,2,4,0,1,12.38202
2222,23,2,1,1,2,4,0,5,0,1,32.3382
173,29,1,1,2,2,0,2,2,0,2,4.036774
482,21,1,0,1,2,2,0,4,0,0,17.65182
443,32,1,1,1,1,1,2,3,0,0,13.29974
67,24,2,1,3,2,0,1,1,0,10,1.897934
211,24,2,9,1,2,0,2,1,0,10,5.960171999999999
3420,23,2,1,2,1,3,2,3,0,3,12.968
4087,19,1,1,2,2,1,1,2,1,8,52.90445
74,24,2,1,2,1,0,2,5,0,2,0.699414
185,26,2,1,1,2,0,1,2,0,2,4.349561
483,33,2,1,2,2,1,0,2,4,3,2.6768759999999996
270,24,2,0,2,2,0,2,2,0,0,5.530276
570,27,2,1,2,1,1,2,3,0,10,25.68143
3346,19,1,9,1,2,1,0,3,1,1,18.54921
3686,27,1,0,1,2,2,2,4,0,0,25.313650000000003
412,24,1,9,2,2,2,0,3,1,1,15.09692
552,24,2,0,1,2,0,2,4,0,1,12.30432
179,29,1,0,1,2,1,2,4,0,1,8.412797
3607,21,2,1,1,2,2,2,3,3,0,28.01254
2057,18,2,1,1,2,2,0,3,1,5,26.185959999999998
3489,19,2,0,1,1,2,2,3,1,0,2.129218
3669,23,1,1,3,2,1,2,3,1,1,17.06118
23,30,2,1,1,1,0,1,1,0,0,2.6140079999999997
3449,45,1,1,2,1,2,2,3,1,0,0.0
431,22,1,1,2,2,2,1,3,0,0,16.08563
507,21,2,0,1,2,1,2,4,0,1,14.215729999999999
325,20,2,1,2,2,4,2,3,0,3,12.652209999999998
382,35,1,1,1,1,1,2,3,0,0,3.7580790000000004
406,18,2,1,1,2,2,1,4,1,1,9.767674000000001
3517,21,1,1,2,2,2,0,3,1,0,8.21237
47,24,1,1,2,2,0,2,1,0,10,1.063099
38,28,2,1,1,2,1,2,2,0,10,1.9160979999999999
3325,20,2,1,1,2,2,2,5,0,5,35.317
3657,45,1,1,3,1,1,2,1,1,0,22.927599999999998
390,21,1,0,1,2,1,2,2,0,1,3.4857940000000003
1,44,1,1,3,1,1,2,1,0,1,24.330119999999997
285,29,1,1,2,2,1,2,1,0,0,18.26693
175,19,1,1,1,1,12,2,6,2,1,11.69102
3505,20,2,1,2,2,2,2,4,2,0,22.09143
79,24,2,1,2,2,0,2,2,0,1,19.21206
443,26,1,1,3,2,1,1,2,0,0,7.787525
2388,22,1,0,1,2,2,0,4,0,0,18.640790000000003
173,35,1,1,2,2,0,2,1,0,0,13.53666
439,29,1,1,1,2,1,0,3,0,3,7.631019
223,32,1,1,3,1,1,2,3,1,0,19.8598
110,34,1,0,1,2,0,1,2,0,1,17.500709999999998
134,19,2,0,1,2,2,0,5,2,1,9.5369
3420,19,2,1,1,2,1,2,5,1,1,22.21675
2244,17,2,1,2,2,2,2,2,1,1,13.32616
454,27,2,1,3,2,1,0,2,0,0,9.430559
2142,19,1,0,2,2,2,0,3,1,8,7.68567
4186,45,1,1,3,1,2,2,3,2,0,48.40996
572,18,1,0,1,2,1,2,3,0,1,30.34594
3436,27,2,1,2,2,3,2,5,0,1,32.24645
398,30,1,1,2,2,1,2,2,2,0,1.7730339999999998
3636,24,1,1,1,2,3,1,4,1,1,35.849050000000005
3678,21,2,1,1,2,2,0,3,0,0,30.54702
282,27,2,1,1,1,2,0,4,0,1,19.705189999999998
64,20,1,1,1,2,1,2,3,0,1,18.87705
551,21,2,1,2,2,3,2,4,1,3,28.703830000000004
318,21,2,1,2,2,4,0,4,0,3,15.61965
425,22,1,1,1,2,2,2,4,0,1,6.580788
313,30,1,1,3,1,1,0,2,0,0,17.49922
3675,25,2,1,1,2,2,2,5,0,1,23.22809
2236,21,2,1,1,2,5,2,4,0,3,18.22167
560,32,1,0,1,2,0,1,2,1,1,6.6930559999999995
2613,35,2,1,3,1,2,2,2,4,0,35.60964
2139,70,1,1,1,1,1,1,1,0,0,5.4508280000000005
3665,18,1,0,1,2,1,2,3,1,1,29.73863
398,22,2,1,1,2,0,1,1,0,1,1.7730339999999998
3417,20,2,1,2,2,2,1,3,1,0,26.44996
2432,23,1,0,2,2,0,2,2,0,1,24.42522
448,19,1,1,1,2,0,0,2,0,0,8.135732
3515,23,1,1,2,2,2,1,2,0,0,25.32827
491,21,2,0,1,2,1,2,4,0,8,23.49328
2055,28,1,1,1,2,2,2,4,2,1,11.45399
407,21,1,1,1,2,2,2,4,0,0,6.780858
571,22,2,9,1,2,2,2,5,0,0,33.002050000000004
414,23,1,1,2,2,5,0,5,0,0,5.195073000000001
2405,33,1,1,1,1,1,2,2,1,0,18.53043
563,24,2,1,1,2,2,2,3,0,0,26.444830000000003
3617,19,1,1,1,2,1,2,5,1,5,35.75236
2399,21,2,1,2,2,1,2,4,0,0,17.02853
3829,24,2,1,1,2,1,1,2,0,3,15.31384
150,25,1,0,2,2,2,2,3,1,0,10.43147
2427,26,2,1,2,2,2,2,4,2,3,20.69352
175,26,1,1,2,2,0,2,2,0,1,11.69102
603,20,2,1,1,2,1,2,2,1,3,20.15429
595,19,2,1,2,2,1,0,4,0,0,18.81301
396,26,1,1,3,1,1,2,3,0,0,2.0957800000000004
2414,29,2,1,2,2,1,0,3,0,3,25.563860000000002
3337,21,2,1,0,2,3,0,4,0,1,16.97054
193,23,2,0,1,2,0,2,2,0,0,10.39758
3337,18,1,1,2,2,2,2,4,1,0,16.97054
3663,38,1,1,1,1,3,2,2,2,1,34.3881
582,33,1,1,3,1,0,1,1,0,0,20.594900000000003
4127,26,2,1,2,1,2,2,5,0,10,28.56513
444,22,1,0,1,2,1,1,2,0,0,7.514664000000001
372,21,1,1,1,2,4,2,4,1,0,10.82841
3448,21,1,1,1,2,3,0,4,0,0,19.31239
2258,20,2,1,1,2,2,0,3,0,3,18.580470000000002
3449,18,2,1,2,2,2,1,3,1,1,18.87
374,23,1,1,2,2,2,2,4,0,0,8.604383
2711,24,2,1,3,1,3,2,4,0,0,36.71011
183,22,1,0,2,1,2,2,3,0,0,9.967075000000001
398,21,1,9,1,2,2,2,6,0,0,1.7730339999999998
396,30,2,1,2,2,1,1,3,0,0,2.0957800000000004
234,60,2,1,2,1,2,2,1,0,0,18.19318
3617,18,1,1,1,2,2,2,3,1,1,35.75236
282,20,2,1,2,1,1,2,3,2,1,19.705189999999998
3323,25,2,1,3,1,4,0,6,1,0,29.61797
562,20,1,1,1,2,2,2,5,0,0,27.46097
398,31,2,0,1,2,0,2,2,0,10,1.7730339999999998
439,22,2,0,1,2,1,1,3,1,1,7.631019
2419,18,1,0,1,2,1,2,7,0,1,23.05136
390,19,1,1,2,2,2,2,4,0,8,3.4857940000000003
3366,30,2,1,3,1,3,1,5,0,1,26.972330000000003
185,25,2,1,2,2,1,2,2,0,0,12.71715
2449,25,1,1,1,2,2,1,4,0,1,21.99648
178,20,2,1,2,2,2,2,4,0,0,9.934987
2209,18,1,0,1,2,3,1,5,0,0,13.48286
95,26,2,0,2,2,0,1,2,0,1,15.536
450,38,2,1,3,1,1,2,2,1,0,8.099936
2060,18,1,1,2,2,3,2,4,0,8,7.961920999999999
2248,18,1,1,2,2,1,0,3,0,1,11.947610000000001
3425,31,2,1,2,1,3,2,4,0,0,28.0024
521,20,1,0,2,2,1,2,3,0,0,25.19684
3337,21,2,1,1,2,2,1,5,1,1,16.97054
376,19,1,0,1,2,2,0,3,1,8,9.324434000000002
457,19,2,1,1,2,2,1,4,0,1,9.24994
233,26,2,0,3,1,0,2,1,0,1,17.687720000000002
107,36,2,1,2,1,1,2,2,0,0,15.312370000000001
368,23,1,1,2,1,3,2,5,0,0,11.54389
3363,19,1,0,2,2,2,2,4,0,0,22.72059
382,28,1,1,3,1,1,2,4,0,0,9.009049000000001
452,20,2,1,1,2,1,1,3,0,1,9.153450000000001
491,22,2,1,2,2,2,2,4,0,1,23.49328
1029,34,2,1,3,1,2,2,2,1,0,0.0
2101,18,1,0,1,2,2,2,5,0,0,10.40348
3518,21,1,9,1,2,2,2,4,0,1,15.98428
370,31,2,1,3,1,1,1,2,0,0,13.25609
2257,18,1,1,1,2,2,2,3,0,0,16.81264
531,20,2,0,2,1,1,2,6,0,0,24.72165
517,19,2,0,1,2,2,2,3,1,1,27.42818
134,20,1,1,2,2,0,2,2,0,0,9.5369
2098,19,2,1,2,2,2,2,3,1,1,9.253344
125,57,2,1,1,1,1,0,1,0,0,14.64867
594,18,1,0,2,2,2,0,3,0,1,9.259601
2131,20,1,1,1,2,3,2,4,0,3,9.655421
573,20,1,1,3,1,1,2,3,0,0,30.384439999999998
2053,19,2,1,2,2,2,0,3,3,8,13.12715
118,20,1,0,2,2,1,0,4,0,1,13.27204
3010,17,2,1,1,2,3,2,3,3,0,30.841
2133,23,1,1,1,2,2,2,6,0,0,10.92759
397,32,2,1,2,2,1,2,3,0,10,1.271585
3458,22,2,1,2,2,2,2,4,0,0,31.62246
2143,22,1,1,2,2,2,2,3,0,0,7.5087209999999995
1046,59,1,1,1,2,2,2,2,0,3,28.05498
166,37,1,1,1,1,1,2,2,1,0,6.337225
137,21,1,1,2,2,1,0,3,0,1,8.220953999999999
353,21,1,1,1,2,1,2,4,1,1,12.71025
3430,21,1,1,2,2,1,2,2,0,1,31.70034
3841,20,2,1,1,2,2,0,4,1,1,27.203110000000002
76,19,1,0,2,2,0,2,4,1,1,17.82965
442,21,2,1,1,2,1,2,3,1,1,9.043329
403,19,1,0,1,2,1,0,5,0,1,6.219446999999999
596,26,1,1,2,2,2,2,4,0,1,17.506700000000002
3323,27,2,1,3,1,4,0,6,1,3,29.61797
204,62,1,1,3,1,2,2,3,0,0,15.2695
3719,25,2,0,1,2,1,0,4,1,1,33.75642
467,21,1,1,1,2,2,2,3,0,8,13.55043
203,31,1,1,3,1,0,2,2,0,0,15.23657
137,18,1,0,1,2,1,2,3,4,1,8.220953999999999
294,19,2,0,1,2,0,1,3,2,1,24.1567
385,20,1,1,2,2,1,2,5,0,8,7.559203
385,23,1,1,1,2,1,2,5,0,0,7.559203
398,23,1,0,2,2,0,1,1,0,0,1.7730339999999998
402,22,1,1,1,2,1,2,3,0,1,6.553116999999999
3360,19,2,0,2,2,1,2,3,2,0,26.31906
137,19,2,1,2,2,0,2,4,0,0,8.220953999999999
333,27,1,0,2,2,0,2,2,0,1,20.01663
137,25,1,0,1,2,1,2,3,0,1,8.220953999999999
1076,19,1,1,2,2,3,0,3,0,1,40.81714
461,21,2,1,2,2,4,2,4,0,1,10.13466
398,21,1,1,2,2,2,2,4,0,0,1.7730339999999998
2603,22,1,1,2,2,3,0,4,0,1,31.92756
173,23,1,1,1,2,0,1,2,0,0,13.53666
2051,21,1,1,1,2,5,2,4,1,0,16.35826
1089,19,2,1,2,2,2,2,4,1,1,41.60877
1064,19,2,1,1,2,3,2,5,1,0,42.57141
462,27,2,1,2,1,1,2,4,0,0,10.533629999999999
3489,25,2,1,1,2,3,2,3,0,3,26.732490000000002
2022,22,1,1,2,2,4,2,5,0,0,14.53884
2022,21,2,1,1,2,2,2,2,0,3,14.53884
409,24,1,1,3,1,0,2,2,0,1,7.127491
441,24,2,1,3,1,1,2,2,0,0,8.679727
401,22,2,1,2,1,2,2,4,0,0,4.081137
2442,29,2,0,2,2,0,0,2,0,4,27.65736
464,43,2,1,3,1,1,2,2,1,0,11.40939
456,32,1,1,2,2,2,2,4,0,0,10.36174
99,35,1,1,3,1,1,2,2,0,0,17.12424
119,35,2,1,2,2,1,2,2,0,3,14.11605
3418,22,2,1,2,2,2,1,6,1,0,25.57921
1076,20,1,1,1,2,2,2,4,0,1,40.81714
184,23,1,0,2,2,0,2,3,0,1,11.64141
520,22,2,1,1,2,1,2,3,1,1,26.442040000000002
2358,23,1,1,1,2,2,2,3,0,3,10.72409
144,22,2,1,2,2,2,2,3,0,1,11.45163
1209,36,1,1,3,1,2,2,2,0,0,54.94683
2120,21,2,1,2,2,2,2,4,0,0,4.116510999999999
2760,50,2,1,3,1,1,2,2,0,0,0.0
405,21,1,1,1,2,1,2,4,0,1,8.06643
2222,37,2,1,1,2,2,2,2,1,0,20.86027
2054,19,2,0,1,2,1,0,3,2,2,11.53097
2218,21,2,1,1,2,1,2,3,1,0,18.00047
577,19,1,1,1,2,1,0,3,1,1,26.16531
75,20,2,1,1,2,0,1,4,0,10,1.2852439999999998
1210,54,1,0,1,2,1,1,3,0,0,3.203688
2351,25,1,1,1,2,1,1,1,0,0,7.592839
458,19,2,0,1,2,2,2,4,0,1,9.147208000000001
578,20,1,1,1,2,1,2,3,1,0,23.30255
222,31,1,0,1,1,0,2,2,0,1,18.599490000000003
5098,20,1,1,1,2,3,2,4,0,0,77.99488000000001
4004,25,1,0,3,1,2,2,4,2,0,0.0
390,25,2,1,1,2,2,1,4,0,1,3.4857940000000003
211,20,2,1,2,2,0,2,2,0,1,14.00034
2566,23,1,1,1,2,3,0,4,1,3,26.764860000000002
2435,46,1,1,3,1,2,2,2,3,0,0.0
3355,20,2,1,1,2,1,1,2,0,1,22.40864
342,22,2,1,1,2,1,2,2,0,1,13.02877
2120,20,1,1,2,2,2,0,4,0,8,4.116510999999999
3686,18,2,1,2,2,2,2,4,0,1,28.1135
2449,21,2,0,1,1,1,2,3,1,0,21.99648
412,17,1,0,1,2,2,0,2,1,8,2.161833
278,51,1,1,2,1,1,2,2,1,0,19.351509999999998
2061,22,1,0,2,2,2,2,4,0,8,6.807588000000001
440,17,2,0,1,2,0,2,1,1,1,8.177156
4110,42,2,1,3,1,1,1,2,4,0,0.0
3348,22,2,1,1,2,3,2,3,0,3,26.07021
590,17,2,1,1,2,2,1,3,1,10,0.0
2018,22,1,1,1,2,4,2,4,0,3,21.07032
90,34,2,0,2,1,0,2,1,0,0,18.50336
205,22,1,1,1,2,3,2,3,0,1,17.08625
3518,36,1,1,1,2,3,2,4,0,0,15.98428
431,20,1,1,1,2,1,2,3,0,0,4.911207
2368,34,1,1,1,2,2,2,2,2,0,26.389110000000002
411,25,2,1,2,2,2,2,4,0,1,5.561901
3448,19,1,1,2,2,2,2,3,1,3,19.31239
3425,21,1,1,2,2,2,2,3,0,0,28.0024
401,21,2,1,1,2,1,2,6,2,1,4.081137
448,20,1,1,1,2,1,1,3,1,1,8.135732
390,18,1,0,1,2,0,2,4,4,0,3.4857940000000003
370,20,1,1,1,2,1,1,2,0,7,13.25609
422,25,2,0,1,1,2,2,4,0,0,6.948563
463,25,2,1,1,2,2,2,4,0,0,11.27774
2555,19,2,1,2,2,1,2,3,0,1,28.12854
391,56,2,1,3,1,1,1,1,0,0,0.0
21,31,1,1,1,2,0,2,2,2,1,17.796
3380,20,2,1,2,2,1,1,3,2,0,25.93112
572,21,1,0,2,2,2,2,5,0,0,30.34594
2013,19,1,0,2,2,2,2,4,0,0,20.077090000000002
398,27,2,1,2,2,0,2,2,0,0,1.7730339999999998
366,23,2,1,1,1,1,2,4,0,1,10.44282
514,54,2,1,1,2,1,1,2,2,1,27.80106
1028,58,2,1,1,2,2,2,4,0,3,19.6791
3492,36,1,1,3,1,1,2,1,0,0,25.48205
2449,18,1,1,1,2,3,2,4,2,0,21.99648
606,31,1,1,3,1,2,2,4,0,0,38.546839999999996
48,25,1,1,1,2,1,1,2,0,1,17.55784
3460,25,1,0,1,2,1,2,4,0,1,29.82872
2383,23,1,1,2,2,2,1,4,1,0,19.476380000000002
590,21,1,9,1,2,1,0,3,0,1,15.00453
469,18,1,0,1,2,1,2,3,0,0,83.29192
204,27,1,1,1,2,1,1,2,0,0,69.65894999999999
1060,19,2,1,2,2,2,2,3,1,3,15.72333
558,18,2,0,1,2,1,2,3,1,1,3.1902579999999996
307,21,2,1,2,2,1,2,3,0,0,13.33296
485,19,1,0,2,2,2,2,3,1,1,10.48533
571,24,1,9,1,2,1,0,3,0,1,4.569493
538,45,2,1,2,2,1,1,2,3,1,10.38517
2216,23,2,1,2,2,3,2,4,0,1,33.284620000000004
3610,22,1,1,2,2,3,2,3,0,0,22.010279999999998
89,33,1,0,3,1,0,1,2,0,0,27.079810000000002
2601,21,2,1,1,2,2,2,3,1,1,44.10136
535,17,2,0,1,2,1,2,3,1,1,12.55958
325,18,2,1,2,2,2,1,4,1,1,17.4665
5069,36,2,1,1,2,1,2,2,3,0,3.6746220000000003
89,28,1,1,3,1,0,2,1,0,1,4.378736
285,29,1,1,3,1,2,2,2,0,0,9.022971
2390,19,1,0,1,2,1,2,3,0,0,18.59056
490,19,2,1,1,2,0,1,1,0,0,6.413879
375,21,1,0,1,2,0,1,2,0,1,19.66072
1121,35,1,1,3,1,2,2,2,2,0,0.0
2451,21,2,1,1,2,3,2,4,0,0,32.2625
3417,18,2,0,1,2,2,2,4,0,4,37.064949999999996
2257,18,2,1,1,2,2,2,2,1,0,27.181099999999997
490,22,1,1,2,2,0,1,1,0,1,6.413879
1035,21,1,0,1,2,2,2,3,0,8,8.733318
430,22,1,1,2,1,0,1,2,0,1,26.2293
179,23,1,1,2,2,2,0,4,1,0,10.37064
53,30,2,1,3,1,1,2,2,0,0,0.409389
2752,21,2,1,1,2,1,1,5,1,0,47.39218
4001,23,1,1,1,2,3,2,3,1,3,45.185370000000006
268,31,2,1,3,1,1,2,2,0,3,20.30283
413,21,1,1,2,2,1,0,2,0,1,26.87552
363,58,1,0,1,1,1,2,2,0,10,0.0
2427,20,2,1,2,2,4,2,7,2,1,28.19322
1040,18,1,0,1,2,3,2,4,1,1,9.997266
532,20,1,0,1,2,2,0,6,0,1,8.084045
571,21,2,1,2,2,2,2,5,0,4,26.128610000000002
2101,20,1,1,2,2,2,2,3,2,0,36.10138
498,23,2,1,2,2,2,2,5,0,0,6.256161
585,18,2,1,2,2,3,1,3,2,3,11.945979999999999
516,18,2,1,1,2,2,2,3,0,1,5.751621999999999
2057,19,1,1,2,2,2,2,5,0,4,27.886650000000003
1074,22,2,0,1,2,1,2,4,0,0,14.08968
3469,19,2,1,1,2,1,2,5,2,4,35.69614
3418,19,2,0,1,2,3,2,4,0,5,36.194199999999995
494,25,2,1,1,2,3,0,5,1,3,3.6607270000000005
3371,51,1,1,1,2,1,2,2,1,8,4.6354880000000005
4038,27,2,1,3,1,3,2,3,0,0,33.025980000000004
2418,18,1,1,1,2,3,2,3,0,0,18.064310000000003
2134,25,2,1,1,2,3,2,5,0,0,26.44788
4001,19,2,1,2,2,3,2,3,1,4,45.185370000000006
1034,21,2,1,2,2,4,0,4,0,0,7.650569000000001
3646,60,1,1,3,1,3,2,3,0,0,25.70454
3448,20,2,1,1,2,2,0,3,2,4,33.10277
176,24,2,1,1,2,2,2,3,0,1,16.44715
588,23,2,0,2,1,2,2,4,0,1,20.68312
22,28,1,1,2,2,1,2,2,0,0,2.09696
371,34,1,1,1,2,1,0,2,0,10,0.0
2210,18,1,1,1,2,3,2,3,1,1,24.86981
67,22,2,1,1,2,0,1,1,0,10,1.897934
40,35,1,1,2,2,0,0,1,0,0,1.461703
50,25,1,1,1,2,0,2,2,0,0,1.5870020000000002
151,22,2,1,1,2,2,1,4,1,0,9.003530000000001
37,23,1,1,1,2,0,1,2,0,10,2.4224270000000003
21,21,2,1,1,2,0,1,2,0,10,2.04452
51,25,1,1,1,2,1,2,1,0,10,1.268754
298,38,2,1,3,1,2,2,2,1,0,15.60168
325,19,2,1,1,2,1,2,2,0,1,16.08003
336,26,1,1,2,1,2,0,3,0,0,17.34345
349,29,1,1,1,2,1,2,3,2,1,9.255439
158,19,1,0,1,2,2,2,3,2,0,8.900281999999999
1222,47,1,1,3,1,1,0,1,1,0,4.729207000000001
212,20,1,1,1,2,1,2,3,0,1,7.12026
