Unnamed: 0,HomeZone,Age,Gender,License,Employment,Status,Cars,Income,Adults,Children,Mode,Dist,Distance
18001,2397,20,2,1,2,2,2,2,4,0,1,15.70284,15.70284
18002,137,20,2,1,2,2,1,2,4,0,1,8.220953999999999,8.220953999999999
18003,2057,22,2,1,1,2,3,2,4,2,3,9.520301,9.520301
18004,3419,18,1,0,1,2,2,0,4,0,1,23.405900000000006,23.405900000000006
18005,3199,30,2,0,1,2,3,1,3,0,0,39.07461,39.07461
18006,448,36,2,0,1,2,0,0,2,0,0,8.135732,8.135732
18007,606,31,1,0,2,2,2,2,4,0,1,20.13371,20.13371
18008,251,34,1,1,2,1,0,2,2,0,0,23.8134,23.8134
18009,2397,19,2,1,2,2,2,2,4,0,1,15.70284,15.70284
18010,3670,25,2,1,3,1,3,2,3,0,0,23.062070000000002,23.062070000000002
18011,389,18,1,1,1,2,2,2,5,0,10,3.4273740000000004,3.4273740000000004
18012,596,20,1,0,1,2,3,2,4,1,1,17.506700000000002,17.506700000000002
18013,3628,23,2,1,2,2,1,1,5,0,1,16.34328,16.34328
18016,2428,28,1,1,2,2,2,0,5,0,3,21.47549,21.47549
18017,2132,18,1,1,2,2,2,2,3,0,1,9.243935,9.243935
18018,4023,43,1,1,2,2,2,2,2,0,0,38.92079,38.92079
18020,4042,22,1,1,1,2,5,0,4,0,3,49.702490000000004,49.702490000000004
18021,479,40,1,1,1,2,1,2,2,2,8,7.371819,7.371819
18022,3380,23,2,0,1,2,2,2,5,1,1,25.93112,25.93112
18023,593,22,2,0,1,2,2,2,5,0,1,16.6328,16.6328
18024,391,60,1,1,1,2,0,1,1,0,0,0.0,0.0
18026,61,29,1,1,1,2,1,2,2,0,0,19.99302,19.99302
18031,117,28,1,0,1,2,0,2,4,0,0,28.78824,28.78824
18032,587,33,1,0,1,1,2,2,4,1,0,1.2055790000000002,1.2055790000000002
18034,2607,26,1,0,1,2,4,2,5,4,0,30.84143,30.84143
18037,3506,21,2,1,3,1,3,2,4,0,0,9.181233,9.181233
18044,228,23,1,0,2,1,1,2,3,2,1,16.03116,16.03116
18045,3648,21,2,1,1,2,2,2,4,1,0,22.2936,22.2936
18047,176,23,1,0,1,2,1,0,3,0,1,24.37913,24.37913
18048,212,18,2,0,1,2,1,0,3,0,10,4.060916000000001,4.060916000000001
18051,2619,24,1,1,2,2,3,2,5,0,0,47.104659999999996,47.104659999999996
18052,202,18,2,0,1,2,1,2,3,0,1,4.250575,4.250575
18053,2055,30,1,1,3,1,3,1,3,0,0,30.836679999999998,30.836679999999998
18054,4018,25,1,1,1,2,2,2,3,0,0,35.15028,35.15028
18055,2098,18,2,1,2,2,3,2,4,1,0,27.525830000000006,27.525830000000006
18056,3682,21,1,1,1,2,2,2,3,1,0,53.81474,53.81474
18057,5238,23,2,1,1,2,3,0,4,0,1,20.519820000000003,20.519820000000003
18058,4075,18,1,1,1,2,3,2,4,0,3,23.781760000000002,23.781760000000002
18060,241,19,2,0,1,2,2,2,3,1,1,11.55995,11.55995
18061,64,37,1,1,1,1,1,2,2,1,0,65.44800000000001,65.44800000000001
18062,256,21,2,1,1,2,1,0,2,2,1,7.358956999999998,7.358956999999998
18063,495,19,1,1,2,2,1,2,4,1,1,20.92633,20.92633
18064,436,26,1,1,2,2,1,0,4,0,1,16.01815,16.01815
18065,5094,22,2,1,2,2,4,2,4,0,3,8.975591999999997,8.975591999999997
18066,2454,21,1,1,1,2,1,2,3,0,0,101.3378,101.3378
18067,592,18,2,1,1,2,1,2,3,0,1,21.158070000000002,21.158070000000002
18068,5071,22,1,1,2,2,4,0,5,0,3,18.6673,18.6673
18069,413,19,2,1,2,2,1,2,4,1,1,17.189610000000002,17.189610000000002
18070,503,62,2,1,2,1,2,2,4,0,3,16.06571,16.06571
18071,2028,31,2,1,2,2,3,0,3,0,1,12.21049,12.21049
18072,495,20,1,1,2,2,2,0,3,0,1,26.976,26.976
18073,3354,29,2,1,3,1,4,2,5,1,0,28.74285,28.74285
18074,3811,49,1,1,3,1,2,2,3,1,0,36.27329,36.27329
18075,3619,25,1,1,1,2,2,2,5,0,1,27.60845,27.60845
18076,563,18,2,1,1,2,2,2,3,1,1,26.444830000000003,26.444830000000003
18077,2040,19,2,1,1,2,2,2,3,0,1,7.953760000000001,7.953760000000001
18078,3682,36,1,1,2,2,3,2,3,2,3,22.57961,22.57961
18079,332,21,2,1,1,2,3,0,5,0,8,19.66984,19.66984
18080,2257,20,2,0,2,2,2,0,4,0,0,16.81264,16.81264
18081,4104,22,2,1,3,1,2,1,4,1,0,49.61427,49.61427
18082,391,26,2,1,2,2,1,2,2,0,10,0.0,0.0
18083,3630,20,1,1,2,2,2,0,4,1,3,14.39471,14.39471
18084,398,22,1,0,1,2,0,2,8,0,10,1.7730339999999998,1.7730339999999998
18085,2116,28,1,1,1,2,2,0,2,1,0,2.787949,2.787949
18086,4103,48,1,1,1,2,2,2,3,1,0,48.03154,48.03154
18087,401,22,2,1,2,2,1,1,3,0,8,4.081137,4.081137
18088,336,29,1,1,2,2,2,0,4,0,1,19.47958,19.47958
18089,2128,21,2,1,1,2,3,2,4,0,0,6.966191,6.966191
18090,3429,20,1,1,2,2,2,1,3,2,1,28.69237,28.69237
18092,2419,23,1,1,2,1,3,0,5,0,0,23.05136,23.05136
18093,2100,18,2,1,1,2,3,2,4,0,0,11.406410000000001,11.406410000000001
18094,353,25,1,1,2,1,3,1,4,1,3,12.71025,12.71025
18095,600,28,1,1,1,2,1,1,3,2,0,10.91126,10.91126
18096,2101,19,1,0,1,2,2,2,4,1,1,10.40348,10.40348
18098,2022,23,1,9,2,2,3,0,4,1,1,14.538839999999999,14.538839999999999
18099,3419,18,2,1,2,2,1,1,4,1,1,23.405900000000006,23.405900000000006
18100,2028,20,1,1,2,2,3,2,3,0,3,12.21049,12.21049
18101,3449,18,2,1,1,2,2,0,3,1,0,18.87,18.87
18103,2226,17,1,1,2,2,2,2,3,1,1,22.640580000000003,22.640580000000003
18104,2053,20,2,1,2,2,2,2,3,1,8,13.12715,13.12715
18106,2376,21,1,1,1,2,2,1,4,0,1,19.27979,19.27979
18107,2225,18,1,0,1,2,1,2,2,1,1,17.72247,17.72247
18111,99,36,2,0,1,2,0,2,2,0,2,2.200986,2.200986
18114,2625,22,1,1,1,2,3,2,4,0,3,24.49671,24.49671
18115,523,50,1,0,1,2,1,1,3,0,8,5.471995,5.471995
18120,431,22,2,1,1,2,1,2,2,0,1,13.25175,13.25175
18122,5073,22,2,1,3,1,4,2,4,1,0,98.28296,98.28296
18125,3641,22,1,1,2,1,2,2,3,0,0,43.270579999999995,43.270579999999995
18127,40,38,2,1,3,1,0,1,2,0,0,0.7708689999999999,0.7708689999999999
18128,5232,19,2,1,1,2,3,2,3,0,3,23.53903,23.53903
18129,4110,22,1,1,2,2,1,2,4,0,5,46.71672,46.71672
18130,452,39,1,0,1,1,1,2,2,0,0,10.03102,10.03102
18131,389,25,1,1,1,2,2,2,5,0,1,20.19046,20.19046
18132,2128,19,1,1,1,2,2,2,3,1,0,23.739539999999998,23.739539999999998
18133,574,23,1,1,1,2,1,2,4,0,1,24.44083,24.44083
18134,17,19,1,1,1,2,2,0,3,2,1,1.93985,1.93985
18135,2123,20,1,0,1,2,2,2,4,0,0,79.68163,79.68163
18136,3672,20,2,1,2,2,3,2,4,0,1,48.06488,48.06488
18137,3337,20,1,1,1,2,2,2,4,1,4,31.22526,31.22526
18138,2245,23,1,0,1,2,2,2,4,1,0,17.045759999999998,17.045759999999998
18139,1147,31,1,0,1,1,2,2,2,0,0,4.967205,4.967205
18141,591,38,1,1,1,2,1,1,2,2,3,3.9003099999999997,3.9003099999999997
18143,587,87,1,0,1,1,2,2,4,0,0,0.0,0.0
18147,2129,18,1,1,1,2,2,0,3,1,0,48.580740000000006,48.580740000000006
18148,4075,20,1,0,1,1,3,0,4,0,0,6.046281999999999,6.046281999999999
18150,1069,24,1,1,2,2,4,2,5,0,3,7.1532969999999985,7.1532969999999985
18154,138,25,2,1,1,2,2,2,4,0,0,11.55307,11.55307
18159,3375,42,2,0,1,1,1,1,2,0,0,35.41747,35.41747
18161,106,41,1,1,3,1,1,2,2,1,0,4.728758999999999,4.728758999999999
18162,3468,22,1,1,2,2,1,2,3,1,1,32.75577,32.75577
18163,2028,21,1,1,2,2,2,2,3,2,0,25.95543,25.95543
18165,4189,33,1,1,3,1,2,2,2,0,0,46.53379,46.53379
18167,450,24,1,1,2,1,1,1,2,0,1,12.95578,12.95578
18175,5199,44,1,1,2,1,0,2,2,1,0,82.46685000000002,82.46685000000002
18176,449,53,2,1,1,2,1,1,4,0,10,1.1840730000000002,1.1840730000000002
18177,600,22,2,1,2,2,2,2,5,1,1,7.652438,7.652438
18178,606,45,2,1,1,1,1,0,3,0,0,24.19644,24.19644
18179,454,37,2,1,1,2,1,2,2,2,3,7.328841000000001,7.328841000000001
18180,281,52,1,1,3,1,1,2,1,0,0,5.8592900000000006,5.8592900000000006
18181,579,29,1,1,2,2,1,2,3,0,3,9.860681,9.860681
18183,448,21,2,9,1,2,1,1,2,0,10,1.010812,1.010812
18185,601,24,1,1,3,1,2,1,4,0,0,6.568892999999999,6.568892999999999
18186,210,44,1,1,3,1,0,2,1,0,1,4.666208999999999,4.666208999999999
18187,2454,22,1,1,2,2,2,1,3,0,0,17.79968,17.79968
18188,3432,21,2,1,1,2,3,2,3,1,3,46.72155,46.72155
18189,461,23,1,1,2,2,3,2,5,0,3,3.269542,3.269542
18190,3614,26,1,1,2,1,2,1,4,1,0,46.47582,46.47582
18191,2455,20,1,0,2,2,2,2,3,1,1,18.27881,18.27881
18192,2217,18,2,1,2,2,3,2,4,0,1,16.404989999999998,16.404989999999998
18193,2386,20,1,1,2,2,3,0,4,0,1,9.32493,9.32493
18194,3724,22,2,0,2,1,0,0,6,2,1,0.8495830000000001,0.8495830000000001
18195,3363,56,2,1,3,1,3,2,3,0,0,21.01437,21.01437
18196,2072,41,1,1,3,1,2,2,3,3,3,21.860429999999997,21.860429999999997
18197,285,60,1,1,1,1,1,2,1,0,0,9.574875,9.574875
18198,222,20,1,1,1,2,0,2,4,2,1,10.91714,10.91714
18200,622,20,2,1,2,2,1,0,6,0,0,12.80674,12.80674
18201,3677,26,1,1,2,1,3,2,3,0,0,28.063270000000003,28.063270000000003
18202,373,38,1,0,1,2,0,2,2,4,1,7.625641000000001,7.625641000000001
18203,613,45,1,1,3,1,2,2,4,0,0,11.75024,11.75024
18204,505,30,1,1,1,1,1,2,2,3,3,7.784019,7.784019
18205,484,27,1,0,1,2,0,2,2,0,1,4.1498550000000005,4.1498550000000005
18206,294,27,1,1,1,1,1,2,4,0,0,33.13795,33.13795
18209,2569,21,1,1,2,2,5,2,3,0,3,28.09088,28.09088
18210,2448,56,2,1,3,1,2,2,3,1,0,13.37091,13.37091
18211,452,37,1,1,1,1,1,1,3,1,3,7.151610000000001,7.151610000000001
18212,3691,26,1,1,3,1,2,0,6,0,0,6.872133000000002,6.872133000000002
18218,19,26,2,0,1,2,1,0,3,0,0,16.796290000000006,16.796290000000006
18219,3607,35,2,1,1,1,1,1,2,4,3,5.300709,5.300709
18221,2120,22,1,1,2,2,4,2,5,0,0,12.60242,12.60242
18222,2554,24,1,1,1,1,1,2,2,2,0,26.740270000000002,26.740270000000002
18223,487,19,1,1,2,2,0,1,3,0,1,8.256354,8.256354
18224,2255,37,1,1,3,1,3,2,5,0,0,10.41087,10.41087
18225,475,27,2,1,3,1,1,1,2,0,0,1.070867,1.070867
18226,2449,20,2,1,1,2,1,0,3,1,0,11.63452,11.63452
18227,483,23,2,0,2,2,1,2,3,0,0,2.715611,2.715611
18228,464,34,1,1,3,1,1,2,1,0,0,12.86382,12.86382
18229,613,18,2,1,1,2,2,0,4,3,0,11.75024,11.75024
18230,2760,54,1,1,3,1,4,0,4,0,0,38.91558,38.91558
18231,1125,18,2,1,1,2,2,2,3,0,0,40.475570000000005,40.475570000000005
18232,424,18,1,0,1,2,2,2,3,1,8,11.59108,11.59108
18233,4035,31,1,1,1,2,2,2,2,0,3,16.19555,16.19555
18235,400,35,1,1,1,2,1,2,2,3,1,20.844990000000006,20.844990000000006
18244,5167,26,1,0,2,1,0,2,2,0,0,64.87235,64.87235
18245,253,43,1,1,2,1,1,2,2,0,0,9.017591,9.017591
18246,3387,18,2,1,1,2,4,2,4,0,0,57.15776999999999,57.15776999999999
18247,164,34,1,0,1,2,1,2,2,0,1,4.380746,4.380746
18248,166,22,2,0,1,2,0,1,2,0,1,5.9916459999999985,5.9916459999999985
18250,211,28,1,1,3,1,1,2,2,0,0,7.099212,7.099212
18251,595,36,1,1,1,2,1,2,2,2,8,5.813162999999999,5.813162999999999
18252,2099,19,2,0,1,2,2,0,3,1,1,26.070510000000002,26.070510000000002
18253,132,56,1,1,1,1,1,2,2,0,3,11.78715,11.78715
18255,174,33,2,0,1,2,0,2,1,0,0,6.5311759999999985,6.5311759999999985
18257,5226,58,1,1,3,1,1,2,1,0,3,26.97585,26.97585
18259,404,20,2,1,1,2,2,2,5,0,0,16.33075,16.33075
18264,4010,19,1,1,2,2,1,2,2,1,0,11.5558,11.5558
18265,3486,19,2,1,1,2,3,1,4,1,1,36.50833,36.50833
18266,104,34,1,0,2,2,0,2,1,0,0,15.17776,15.17776
18267,562,35,1,1,2,2,0,1,2,2,1,8.599278,8.599278
18269,2560,25,2,1,1,2,2,2,4,0,0,30.64687,30.64687
18270,2131,18,2,1,1,2,3,2,3,4,3,9.655421,9.655421
18271,313,18,2,1,2,2,1,1,3,0,0,17.49922,17.49922
18272,1145,32,2,1,3,1,1,2,2,0,0,49.92081,49.92081
18273,2354,21,2,1,1,2,1,1,3,0,0,9.218964999999999,9.218964999999999
18274,2781,24,2,1,2,2,3,2,5,1,1,53.505109999999995,53.505109999999995
18275,533,18,2,0,1,2,2,2,5,2,1,26.171960000000002,26.171960000000002
18276,4011,21,1,1,1,2,2,0,3,0,1,46.506159999999994,46.506159999999994
18278,5071,27,2,1,2,2,3,2,4,0,1,79.29522,79.29522
18279,3104,25,1,1,1,2,3,0,3,0,0,59.76011999999999,59.76011999999999
18280,478,39,1,1,1,2,1,2,1,1,3,12.19897,12.19897
18281,2203,27,2,1,2,1,4,0,6,0,0,10.52553,10.52553
18282,398,23,1,9,1,2,0,1,2,0,10,1.7730339999999998,1.7730339999999998
18283,3683,25,1,1,1,2,2,2,3,0,0,34.774390000000004,34.774390000000004
18285,191,23,2,1,2,2,3,0,4,1,3,14.50724,14.50724
18286,2362,34,1,1,2,1,2,2,3,0,0,6.624567999999999,6.624567999999999
18287,263,49,1,1,1,2,1,1,1,0,3,12.7016,12.7016
18289,491,28,1,1,3,1,1,2,2,0,0,21.69719,21.69719
18291,3811,20,1,1,2,2,3,2,5,0,0,24.74198,24.74198
18293,2423,20,1,0,1,2,4,2,6,2,1,30.16886,30.16886
18296,345,19,1,1,2,2,2,2,3,2,0,16.20164,16.20164
18300,172,26,1,0,1,2,0,0,3,0,1,1.1928219999999998,1.1928219999999998
18301,586,18,2,0,2,2,2,2,4,0,0,19.2834,19.2834
18302,2126,21,1,0,2,2,2,0,3,0,1,20.2562,20.2562
18303,89,33,2,0,2,2,0,2,2,0,2,3.472601,3.472601
18306,5133,56,2,1,1,1,1,2,4,1,0,96.48861,96.48861
18307,4103,34,2,1,3,1,2,2,2,0,0,18.543650000000003,18.543650000000003
18308,2100,22,1,1,2,2,2,2,4,2,1,29.392390000000002,29.392390000000002
18309,1028,36,1,1,3,1,2,1,2,0,0,19.40093,19.40093
18314,2236,17,2,0,1,2,2,2,2,2,0,29.436009999999996,29.436009999999996
18315,2243,22,1,1,2,2,2,2,3,0,0,27.100659999999998,27.100659999999998
18316,5150,49,2,1,3,1,2,2,2,1,0,7.676143,7.676143
18318,2625,33,2,1,3,1,2,2,2,1,0,35.84901,35.84901
18319,2422,27,1,1,3,1,3,2,3,0,0,21.726999999999997,21.726999999999997
18320,618,27,1,1,3,1,1,1,5,0,0,24.68989,24.68989
18321,2383,18,1,0,1,2,2,0,4,0,4,19.47638,19.47638
18322,482,35,2,1,3,1,1,2,2,0,0,15.917760000000001,15.917760000000001
18323,3380,19,1,1,1,2,2,2,4,0,0,25.93112,25.93112
18324,2362,26,2,1,2,2,2,1,3,0,1,12.02907,12.02907
18325,222,27,2,1,3,1,1,2,1,0,0,18.599490000000007,18.599490000000007
18326,366,22,1,1,3,1,2,2,3,0,0,10.44282,10.44282
18328,120,33,1,1,2,2,0,2,1,0,0,15.5519,15.5519
18329,2014,40,1,9,3,1,2,1,2,1,0,17.87839,17.87839
18330,426,23,1,0,1,2,0,1,2,0,1,6.04204,6.04204
18331,454,36,1,1,3,1,1,2,2,0,0,9.430558999999999,9.430558999999999
18332,472,37,1,1,2,1,2,2,3,2,3,12.685709999999998,12.685709999999998
18333,2143,21,1,1,1,2,1,1,3,1,1,7.508720999999999,7.508720999999999
18334,4100,28,2,0,1,2,4,2,6,0,0,49.20781,49.20781
18335,4127,20,2,1,1,2,1,2,4,2,5,48.466,48.466
18336,476,18,2,1,1,2,0,0,2,0,0,12.8616,12.8616
18337,481,20,1,0,2,2,1,2,4,0,1,14.499070000000001,14.499070000000001
18338,108,19,2,1,2,2,1,1,3,0,1,16.2401,16.2401
18339,2248,20,1,0,1,2,1,2,2,0,1,11.94761,11.94761
18340,420,24,2,1,2,2,2,0,2,0,3,4.780963,4.780963
18341,398,20,1,0,1,2,0,2,8,0,10,1.7730339999999998,1.7730339999999998
18342,3358,18,2,1,2,2,2,2,4,0,1,20.31317,20.31317
18343,440,20,2,1,2,2,2,0,3,0,0,8.177156,8.177156
18345,3518,21,1,1,2,2,2,2,3,1,0,15.984279999999998,15.984279999999998
18346,2354,20,1,1,2,2,3,2,3,1,3,9.218964999999999,9.218964999999999
18347,230,19,1,1,2,2,2,2,4,1,1,13.78244,13.78244
18348,2020,22,1,1,2,2,4,2,4,0,0,15.86457,15.86457
18349,281,25,2,0,1,2,1,2,4,0,1,19.675179999999997,19.675179999999997
18350,2560,19,1,1,1,2,1,1,3,0,5,41.54448,41.54448
18351,3370,49,1,1,3,1,2,2,2,1,0,37.43999,37.43999
18352,4028,20,1,1,2,2,2,2,2,1,0,33.56963,33.56963
18355,120,42,1,1,1,2,2,2,2,2,3,5.199904,5.199904
18356,201,26,1,0,3,1,1,1,2,0,10,1.009154,1.009154
18357,2058,17,1,0,1,2,2,0,3,1,8,26.31523,26.31523
18358,77,34,1,1,2,1,0,2,2,0,0,1.774528,1.774528
18361,232,31,1,0,2,2,0,1,3,1,1,5.039179,5.039179
18363,450,56,2,1,3,1,2,2,2,1,0,14.35459,14.35459
18369,2143,65,1,0,1,1,1,0,2,0,0,10.58279,10.58279
18370,2111,25,2,1,2,1,2,2,4,0,0,6.763611,6.763611
18371,175,21,1,0,1,2,1,0,3,0,1,11.69102,11.69102
18372,3657,25,1,1,2,2,2,0,3,0,3,0.56713,0.56713
18378,2107,20,2,1,2,2,3,2,3,0,3,18.784560000000006,18.784560000000006
18379,4055,29,2,1,3,1,2,1,2,1,3,3.319513,3.319513
18382,4042,18,2,1,1,2,3,2,3,1,1,27.67601,27.67601
18383,2427,21,2,1,2,2,3,2,4,0,1,27.840870000000002,27.840870000000002
18384,4011,22,1,1,1,2,3,2,4,1,3,31.44657,31.44657
18385,4011,20,2,1,1,2,3,2,4,1,3,31.44657,31.44657
18386,1153,75,1,0,1,1,2,2,3,2,0,4.469907999999998,4.469907999999998
18388,543,20,1,0,1,2,0,2,2,0,1,11.34856,11.34856
18392,4040,29,2,1,3,1,2,0,3,0,0,44.09857,44.09857
18393,2357,21,1,0,2,1,1,0,3,0,0,13.473870000000002,13.473870000000002
18395,3198,67,1,1,2,1,2,0,2,0,3,52.11316,52.11316
18397,3482,20,1,1,2,2,1,2,3,1,1,59.31856,59.31856
18398,196,20,1,0,1,2,1,1,3,0,1,8.489919,8.489919
18399,545,19,2,1,2,2,2,2,5,0,1,14.682329999999999,14.682329999999999
18400,5091,22,2,1,1,2,3,2,4,0,8,19.81153,19.81153
18401,618,18,2,0,1,2,1,2,5,0,0,27.26159,27.26159
18402,4034,18,1,1,1,2,2,0,4,2,0,34.00115,34.00115
18403,364,24,1,0,1,2,3,2,4,0,1,19.51032,19.51032
18404,440,25,1,1,2,1,3,2,4,1,1,12.83025,12.83025
18405,3686,22,2,1,2,2,1,1,3,0,0,26.95842,26.95842
18406,93,39,1,1,2,2,1,1,2,0,0,65.83887,65.83887
18407,3724,26,2,1,3,2,2,2,3,1,3,23.7632,23.7632
18408,521,23,1,1,3,2,2,2,6,0,1,17.010839999999998,17.010839999999998
18420,480,36,1,0,1,1,1,0,3,4,10,1.7444129999999998,1.7444129999999998
18422,108,21,1,1,1,2,1,0,5,1,0,4.812406,4.812406
18424,3496,39,2,1,3,1,0,2,1,0,0,7.760738000000001,7.760738000000001
18425,2237,21,2,1,2,2,1,2,4,1,3,26.854540000000004,26.854540000000004
18430,537,20,2,9,2,2,2,2,4,0,0,10.567169999999999,10.567169999999999
18431,2454,19,2,1,1,2,2,0,3,0,5,34.86658,34.86658
18432,2368,19,2,1,2,2,2,1,2,0,1,23.26341,23.26341
18433,1060,26,1,1,1,2,2,0,5,0,0,37.13480000000001,37.13480000000001
18434,2245,19,2,1,1,2,1,2,3,0,0,25.35784,25.35784
18435,3685,21,1,1,2,2,1,0,3,0,5,29.499840000000003,29.499840000000003
18436,342,23,2,1,3,1,2,0,4,0,0,13.85725,13.85725
18437,618,23,2,9,1,2,2,2,6,1,1,27.002340000000004,27.002340000000004
18438,2242,19,1,1,2,2,2,2,4,0,8,15.195910000000001,15.195910000000001
18439,263,20,2,1,1,2,1,0,4,0,1,6.595218000000001,6.595218000000001
18440,4030,18,2,0,2,2,1,2,3,2,5,32.74814,32.74814
18441,436,18,1,0,1,2,1,2,4,1,1,14.637039999999999,14.637039999999999
18442,1046,19,1,1,2,2,2,0,3,1,10,94.65898,94.65898
18443,438,20,1,0,1,2,1,2,5,0,0,15.57173,15.57173
18444,593,22,2,1,1,1,0,2,3,1,0,20.105729999999998,20.105729999999998
18445,422,20,1,1,1,2,1,2,2,2,1,13.79822,13.79822
18446,621,60,1,1,1,1,1,1,1,0,0,25.461129999999997,25.461129999999997
18447,215,24,1,0,1,2,1,2,4,0,0,8.689902,8.689902
18448,1238,20,1,1,2,2,2,2,3,0,4,55.12124,55.12124
18449,452,66,1,1,1,1,1,2,1,0,0,12.20623,12.20623
18450,3500,33,2,1,1,2,1,2,2,0,0,34.02703,34.02703
18451,34,56,1,1,1,1,0,2,2,0,0,0.927664,0.927664
18452,4041,23,2,1,1,2,2,0,2,0,0,41.3085,41.3085
18453,3649,21,1,1,2,2,2,2,4,0,0,19.74347,19.74347
18454,119,18,1,1,1,2,0,0,2,0,1,7.67218,7.67218
18455,342,73,1,1,1,1,1,1,1,0,0,13.85725,13.85725
18456,5047,42,1,1,3,1,1,2,1,0,3,12.12826,12.12826
18457,67,24,1,0,1,2,0,1,4,0,0,1.6134779999999995,1.6134779999999995
18460,3607,39,1,1,1,2,2,2,3,3,0,47.57043,47.57043
18461,2433,18,1,0,1,2,4,2,3,0,8,29.60751,29.60751
18462,2218,18,1,1,1,2,1,0,2,1,0,31.3377,31.3377
18463,34,47,1,0,2,1,1,2,2,0,0,0.927664,0.927664
18464,3650,43,1,1,3,1,2,2,2,2,3,31.469900000000006,31.469900000000006
18465,2353,56,2,1,3,1,1,2,1,1,0,12.27336,12.27336
18471,222,32,1,0,2,2,0,2,2,0,1,5.776899,5.776899
18473,4086,31,1,0,1,1,1,2,2,1,0,57.15448000000001,57.15448000000001
18475,1222,30,2,9,1,1,2,0,2,0,8,53.69789,53.69789
18477,398,20,1,0,1,1,1,2,2,1,1,17.65421,17.65421
18479,209,41,1,1,1,2,0,2,2,0,0,5.644337999999999,5.644337999999999
18480,1313,25,2,1,2,1,4,2,3,1,0,9.739425,9.739425
18484,494,21,2,1,1,2,3,0,5,1,0,21.08354,21.08354
18485,4160,21,1,0,2,1,2,2,4,0,0,4.161302,4.161302
18488,2108,23,1,1,1,2,2,2,3,0,0,9.534495,9.534495
18489,2625,19,2,1,2,2,4,0,5,0,1,35.84901,35.84901
18490,5237,21,1,1,1,2,2,0,4,0,1,75.53186,75.53186
18491,3015,18,1,1,2,2,3,2,3,1,3,27.84326,27.84326
18492,2098,18,2,0,1,2,3,1,5,0,0,9.253344,9.253344
18493,431,40,1,1,1,1,1,2,2,2,8,4.911207,4.911207
18494,593,23,2,1,1,2,1,1,3,0,1,16.6328,16.6328
18495,445,20,2,1,1,2,1,1,4,0,1,7.610206999999999,7.610206999999999
18497,5233,21,1,1,2,2,3,2,4,0,3,10.88497,10.88497
18499,2427,18,1,0,1,1,2,0,6,2,8,9.648108,9.648108
18501,2121,23,1,0,1,2,1,1,3,0,1,13.45648,13.45648
18503,479,22,1,1,1,2,1,0,1,0,3,7.9228830000000015,7.9228830000000015
18504,2605,20,1,1,3,2,5,0,6,1,3,30.14346,30.14346
18510,2108,18,2,0,1,2,2,2,3,2,1,12.99536,12.99536
18512,454,42,1,0,1,1,1,1,2,1,0,14.340420000000002,14.340420000000002
18513,2711,19,2,1,1,2,2,2,3,2,5,20.82702,20.82702
18514,2098,21,2,1,1,1,2,2,2,0,0,16.393,16.393
18518,3375,48,1,1,3,1,1,0,2,1,0,40.54452,40.54452
18519,93,35,2,1,1,2,1,1,2,0,2,65.83887,65.83887
18520,559,19,2,0,1,2,1,2,3,0,0,20.771710000000002,20.771710000000002
18521,281,21,1,0,1,2,1,2,3,0,0,5.915998,5.915998
18522,205,62,2,1,1,1,2,2,3,0,1,3.2631650000000003,3.2631650000000003
18523,252,24,2,0,1,1,2,2,4,1,1,7.727227,7.727227
18524,381,45,1,1,2,2,1,2,2,2,1,22.3028,22.3028
18525,211,41,1,0,1,1,0,1,2,2,0,5.744998000000002,5.744998000000002
18531,161,22,1,0,2,1,0,2,4,1,1,8.443824000000001,8.443824000000001
18532,3494,28,2,1,1,1,1,1,3,0,1,35.39069999999999,35.39069999999999
18533,5158,18,2,1,2,2,1,2,3,1,1,3.1598599999999997,3.1598599999999997
18534,3362,24,1,0,2,1,1,2,4,0,0,33.654129999999995,33.654129999999995
18535,5066,21,1,1,2,2,4,2,4,0,3,9.499246000000001,9.499246000000001
18536,3467,21,1,1,2,2,3,2,5,0,0,38.3466,38.3466
18537,258,47,1,1,3,1,1,2,2,1,0,6.659219,6.659219
18538,5172,24,2,1,2,2,0,1,2,1,0,4.602094999999999,4.602094999999999
18539,81,50,1,1,3,1,1,1,3,0,0,3.7171760000000003,3.7171760000000003
18541,3334,18,2,1,1,2,2,1,3,1,1,69.20647,69.20647
18542,2209,22,2,1,1,2,1,0,3,1,0,24.11114,24.11114
18543,2122,54,1,1,3,1,2,2,3,0,0,20.361079999999998,20.361079999999998
18544,4079,47,1,1,3,1,2,2,2,3,0,26.471009999999996,26.471009999999996
18545,134,18,2,1,2,2,3,2,4,3,1,14.301829999999999,14.301829999999999
18546,295,24,1,0,2,2,2,2,5,0,4,16.93603,16.93603
18547,2252,24,1,1,1,2,3,2,6,0,0,23.50978,23.50978
18548,282,21,1,0,1,2,1,2,2,2,1,4.558606,4.558606
18549,3657,37,2,1,1,2,2,2,2,0,4,22.8368,22.8368
18551,1076,25,2,1,2,1,2,1,4,1,3,103.3701,103.3701
18552,595,18,1,0,1,2,1,2,6,0,1,19.54236,19.54236
18553,3681,18,1,1,2,2,2,0,4,1,1,21.56691,21.56691
18554,5196,24,1,1,3,1,1,1,2,0,0,1.025747,1.025747
18555,142,25,2,9,2,2,1,2,2,2,0,12.42817,12.42817
18557,2553,19,1,1,2,2,2,2,3,1,4,40.24679,40.24679
