,Mode,Licence,Family,Cars,Time.Auto,Time.Transit,Time.Active,Cost.Auto,Cost.Transit
10916,Transit,1,Family,2,69.33157,117.698378,525.83325,2.681507,10.35242
10917,Transit,0,Family,2,72.32052,115.75961000000001,545.00325,2.9544479999999997,10.67582
10918,Transit,0,Family,1,76.91963,88.057702,546.8435999999999,3.130623,10.39589
10919,Transit,1,Family,5,55.3526,102.089414,387.369,1.9268330000000002,8.422978
10920,Transit,1,Family,2,43.01746,87.437184,304.54740000000004,1.527327,2.22
10921,Transit,0,Family,1,51.37231,147.452825,374.46,1.976759,6.400353
10922,Transit,1,Family,6,45.53631,103.307343,326.83245,1.654078,8.179598
10923,Transit,1,Family,2,43.209540000000004,120.39322299999999,303.477,1.602771,5.7241919999999995
10924,Active,1,Other,0,1.3160399999999999,18.911142,12.88956,0.05809153,2.22
10925,Transit,1,Family,0,25.52355,60.323864,150.31815,0.7580771,2.22
10926,Transit,0,Family,0,43.994659999999996,95.005413,320.8047,1.574911,4.652001
10927,Auto,1,Other,2,97.259,197.4375,846.1425,4.283903,12.61143
10928,Transit,1,Other,0,14.93806,60.550124,91.63495499999999,0.46521260000000003,2.22
10929,Transit,0,Family,1,22.313129999999997,74.366985,151.5375,0.7831406,4.44
10930,Transit,1,Family,2,94.21783,132.34993,717.1971,3.6831650000000002,12.24811
10931,Transit,1,Family,3,50.695890000000006,131.576371,365.7579,1.930061,6.3894779999999995
10932,Transit,0,Family,1,42.036970000000004,101.75595600000001,276.55995,1.387735,4.474334
10933,Transit,0,Family,0,20.24051,55.64994400000001,130.394595,0.6529413000000001,2.22
10934,Active,0,Other,0,1.908621,19.686801000000003,17.448165,0.08169769,2.22
10935,Transit,1,Family,3,40.09047,94.175972,284.8233000000001,1.630441,4.44
10936,Transit,0,Family,1,17.16423,50.874861,113.190135,0.510133,2.22
10937,Transit,0,Family,2,48.45467,134.92654299999998,369.62505,1.8180490000000002,7.108969999999999
10938,Transit,0,Family,2,15.67101,55.943404,103.33484999999999,0.4895009,2.22
10939,Transit,1,Other,0,24.40044,64.589759,138.45387,0.6559904000000001,3.858084
10940,Transit,1,Family,2,20.14604,72.23938100000002,135.64248,0.7130424,4.179026
10941,Transit,1,Other,1,50.53774,129.420413,356.4195,1.784138,4.44
10942,Transit,1,Other,0,2.551053,26.932397,23.320065000000003,0.1051004,2.22
10943,Transit,0,Family,2,40.12743,101.780039,286.43805,1.631084,4.348629
10944,Active,1,Other,0,1.21066,19.928102000000006,11.835765000000002,0.05334222,2.22
10945,Transit,1,Family,2,41.82145,121.482054,301.58595,1.476732,2.894846
10946,Transit,0,Family,5,43.459990000000005,94.448846,318.38294999999994,1.5603690000000001,4.862191
10947,Transit,0,Family,1,12.95165,44.117861,79.92323999999999,0.4100649,2.22
10948,Transit,0,Family,1,89.76719,112.00653999999999,777.9639,3.6926940000000004,12.585239999999999
10949,Transit,1,Family,1,77.00522,131.45665,533.69445,2.8370189999999997,10.47966
10950,Transit,1,Family,2,33.67013,78.889864,227.09595,1.122356,2.616346
10951,Transit,0,Family,2,31.697490000000002,70.837347,203.1687,0.9986510000000001,3.9124220000000003
10952,Active,1,Other,0,0.8042355,15.527982000000002,8.042354999999999,0.03624583,2.22
10953,Transit,1,Family,1,86.23008,109.27236,726.4626,3.503039,12.05016
10954,Transit,1,Family,1,66.87221,86.51074399999999,488.42745,2.558654,10.34811
10955,Transit,1,Family,3,46.14887,112.92792,313.89495,1.551172,4.44
10956,Transit,1,Family,2,66.4193,176.26190400000004,491.33729999999997,3.471371,8.396688000000001
10957,Transit,1,Family,1,33.52187,73.57524599999999,220.23495,1.076652,4.44
10958,Transit,1,Family,0,9.084063,33.748057,58.315785000000005,0.27998979999999996,2.22
10959,Transit,1,Other,3,9.083789,42.504307,62.467155,0.28384149999999997,2.22
10960,Transit,1,Family,1,30.834090000000003,61.26228499999999,175.51935,0.8272771000000001,2.22
10961,Transit,1,Family,2,54.30285,119.286102,375.09,1.871493,6.3320419999999995
10962,Transit,1,Family,2,87.19798,106.36501,664.32075,3.6227400000000003,15.826310000000001
10963,Transit,0,Family,1,48.101490000000005,109.792241,311.57564999999994,1.584152,4.44
10964,Transit,1,Family,1,31.006259999999997,61.059167,198.6333,0.9245194999999999,2.22
10965,Transit,1,Other,0,27.96084,56.024586000000006,175.29254999999998,0.8193256,2.22
10966,Transit,1,Family,2,97.28905,205.823591,845.1649500000001,4.3243529999999994,12.48503
10967,Transit,1,Family,2,49.783770000000004,133.247325,358.64565,1.8807009999999997,6.293959
10968,Transit,0,Family,1,66.73611,213.68807999999999,507.18240000000003,2.511405,6.9884059999999995
10969,Auto,1,Other,3,70.4369,142.99892,534.5697000000001,2.940075,10.61115
10970,Active,1,Other,1,12.98596,49.400237,83.26324500000001,0.38107729999999995,2.22
10971,Transit,1,Family,2,73.99847,80.063136,637.41825,3.057891,10.90053
10972,Transit,1,Other,1,36.63867,87.33896899999999,241.90365,1.1769290000000001,4.44
10973,Active,0,Family,1,37.58085,91.015166,251.53590000000003,1.476283,4.41937
10974,Transit,1,Family,1,51.41198,117.552595,385.8855,1.894184,4.376378
10975,Transit,1,Family,2,29.278129999999997,55.93748600000001,183.09345,0.8613417,2.22
10976,Transit,1,Other,0,20.24051,55.64994400000001,130.394595,0.6529413000000001,2.22
10977,Transit,0,Other,1,25.27797,70.138775,147.203835,0.746815,2.338379
10978,Transit,1,Family,4,49.834790000000005,131.395274,367.9443,1.8613790000000001,4.8266160000000005
10979,Transit,0,Family,1,55.02235,145.17054599999997,400.7865,2.0392509999999997,4.227073000000001
10980,Transit,1,Family,2,46.39549,150.29049700000004,356.84909999999996,1.78171,6.771444
10981,Transit,1,Family,0,41.54195,98.023494,285.93764999999996,1.413723,4.44
10982,Transit,0,Family,1,38.4832,85.761623,240.53310000000002,1.149167,6.058123
10983,Transit,1,Other,1,30.58055,62.69161700000001,202.65030000000002,0.9330142,2.22
10984,Active,0,Family,1,6.9289380000000005,44.73430800000001,55.75764,0.26846809999999993,2.22
10985,Transit,1,Family,3,39.62737,90.25805799999999,242.40945,1.165008,5.087665
10986,Transit,0,Family,3,52.045559999999995,127.09108,395.2749,2.2067900000000003,6.252365
10987,Transit,0,Other,0,30.58055,62.69161700000001,202.65030000000002,0.9330142,2.22
10988,Transit,1,Other,0,8.044621000000001,33.439492,49.50084,0.22589160000000003,2.22
10989,Transit,1,Family,2,18.38959,58.48876800000001,104.559795,0.5182766,2.22
10990,Transit,0,Other,0,13.21866,52.53408200000001,91.71936,0.4367055,2.22
10991,Transit,0,Other,0,16.79412,58.22603599999999,97.26276000000001,0.48514480000000004,2.239005
10992,Transit,1,Other,0,10.34395,40.975651,72.4374,0.3541341,2.22
10993,Transit,0,Family,2,78.8534,104.691076,603.8673,3.315472,12.1831
10994,Transit,1,Family,1,54.6229,134.08536099999998,404.3763,2.120266,5.248602
10995,Transit,1,Family,1,50.53774,129.420413,356.4195,1.784138,4.44
10996,Transit,0,Family,0,45.13857,112.77160500000001,301.95764999999994,1.497371,4.44
10997,Transit,1,Family,2,108.5059,153.16903,953.2815,4.582863,13.00692
10998,Transit,0,Family,0,61.61611,82.97963,481.1796,2.2955400000000004,10.779869999999999
10999,Transit,1,Other,0,15.539710000000001,48.583045,95.05464,0.4889491,2.22
11000,Active,1,Other,0,4.52948,19.105128,30.12846,0.13869289999999998,2.22
11001,Transit,1,Family,1,43.52153,97.637897,287.7504,1.406458,6.1414349999999995
11002,Active,1,Other,0,89.2553,155.5712,851.02365,4.097562,12.18914
11003,Transit,1,Family,2,24.89705,75.37999599999999,143.70952499999999,0.7278359999999999,4.44
11004,Transit,1,Family,4,88.18805,120.110146,724.54905,3.4977660000000004,12.157810000000001
11005,Transit,1,Family,2,50.450520000000004,145.63696299999998,364.65645,1.91455,6.283469
11006,Active,1,Other,0,1.3160399999999999,18.911142,12.88956,0.05809153,2.22
11007,Transit,1,Other,0,19.562160000000002,50.57623,106.48356000000001,0.4963102,2.22
11008,Transit,1,Family,2,60.88308000000001,160.10795000000005,457.71105,2.2582139999999997,6.0190410000000005
11009,Transit,1,Family,1,52.09319,129.259348,383.56064999999995,2.014663,6.558228999999999
11010,Transit,1,Other,0,9.914093,41.05622200000001,65.07153,0.30632329999999997,2.22
11011,Active,1,Other,1,9.083789,42.504307,62.467155,0.28384149999999997,2.22
11012,Transit,0,Family,4,67.10338,97.133818,494.2479,2.533131,10.35242
11013,Active,1,Other,1,0.621459,15.787367000000001,6.21459,0.02800833,2.22
11014,Transit,1,Family,1,57.974680000000006,136.734364,356.90729999999996,2.034732,7.183110000000001
11015,Transit,1,Other,1,92.58383,116.52861,731.0523000000001,3.652279,12.65554
11016,Transit,0,Family,3,95.63034,106.512723,871.9947000000001,4.120769999999999,12.38695
11017,Transit,1,Other,2,65.09177,128.13599,488.64014999999995,2.673293,10.27093
11018,Transit,1,Family,1,16.76352,54.422743000000004,109.91897999999999,0.5550293000000001,4.380091
11019,Transit,1,Family,2,20.27264,46.294093,116.61462000000002,0.5647191,2.22
11020,Transit,0,Family,1,66.08421,219.81117,479.37735000000004,2.357191,7.925503
11021,Transit,1,Family,2,74.4134,334.4469200000001,496.39140000000003,3.042773,7.329053999999999
11022,Transit,0,Family,1,51.82558,135.636423,375.72405,1.885682,4.44
11023,Transit,1,Family,1,15.67101,55.943404,103.33484999999999,0.4895009,2.22
11024,Transit,1,Family,2,51.96804,128.523753,380.1477,2.012636,5.741978
11025,Transit,1,Family,1,53.40413,126.72975300000002,362.56275,1.8231509999999997,4.44
11026,Transit,1,Family,1,45.38609,102.626632,293.30955000000006,1.437853,4.44
11027,Transit,1,Other,0,27.96084,56.024586000000006,175.29254999999998,0.8193256,2.22
11028,Transit,1,Family,2,93.58475,114.26087,804.384,3.9497400000000003,12.585410000000001
11029,Transit,0,Family,1,38.07648,84.54393,261.34725000000003,1.307947,2.749971
11030,Transit,0,Family,3,42.80853,107.031053,285.56745,1.377522,2.22
11031,Transit,0,Other,0,29.821070000000002,70.18956999999999,183.83355,0.9215646000000001,3.571561
11032,Transit,1,Other,1,86.23008,109.27236,726.4626,3.503039,12.05016
11033,Transit,1,Family,3,84.6361,104.963784,719.74335,3.482077,12.05016
11034,Transit,0,Family,1,47.79225,127.587841,345.4446,1.7952099999999998,6.257896
11035,Transit,0,Family,2,86.08225999999999,161.22675999999996,618.4993499999999,3.52682,9.586807
11036,Active,1,Family,1,24.73316,68.653346,148.66206,0.7153278000000001,4.124156
11037,Transit,1,Family,1,27.023190000000003,67.70116,157.047,0.7875316,4.44
11038,Transit,1,Family,2,72.13372,115.65848,542.5755,2.810137,10.45084
11039,Transit,1,Family,2,74.4134,334.4469200000001,496.39140000000003,3.042773,7.329053999999999
11040,Transit,1,Family,1,25.8038,50.195107,140.813445,0.738378,2.22
11041,Transit,0,Other,1,34.48887,67.022681,201.20505,0.9400222,2.22
11042,Active,0,Other,0,4.249206,22.282265,28.91922,0.1335009,2.22
11043,Active,1,Other,0,0.0,0.0,0.0,0.0,0.0
11044,Transit,0,Family,0,14.19382,54.891289,85.59525,0.3977945,2.22
11045,Transit,1,Family,1,48.101490000000005,109.792241,311.57564999999994,1.584152,4.44
11046,Transit,1,Family,1,70.80639000000001,129.535079,548.7717,2.9466810000000003,9.717193
11047,Transit,0,Other,0,7.163255,29.815493,45.398355,0.2229034,2.22
11048,Transit,0,Family,3,89.76719,112.00653999999999,777.9639,3.6926940000000004,12.585239999999999
11049,Transit,0,Family,2,78.30674,137.715619,583.9506,3.07488,11.470289999999999
11050,Transit,1,Family,0,42.60838,104.018778,299.72580000000005,1.4773969999999998,2.723626
11051,Transit,0,Other,0,27.71745,63.837300000000006,173.328,0.8732643,4.224642
11052,Transit,0,Other,1,25.27797,70.138775,147.203835,0.746815,2.338379
11053,Transit,1,Family,1,24.40044,64.589759,138.45387,0.6559904000000001,3.858084
11054,Active,1,Other,1,2.632994,22.768929999999997,20.532674999999998,0.09253804,2.22
11055,Transit,1,Other,4,3.6963470000000003,23.779004999999998,33.706245,0.1543106,2.22
11056,Transit,1,Family,2,47.812129999999996,127.27416,342.552,1.760044,6.579983
11057,Transit,1,Family,0,33.52187,73.57524599999999,220.23495,1.076652,4.44
11058,Transit,1,Family,3,69.33157,117.698378,525.83325,2.681507,10.35242
11059,Transit,0,Family,2,60.86306999999999,156.600979,361.6671,2.058261,6.4175
11060,Transit,1,Family,2,33.3424,84.32119900000002,187.52505,0.9177029000000001,4.47649
11061,Transit,0,Family,2,45.792120000000004,122.589717,337.3587,1.6510740000000002,3.1953560000000003
11062,Transit,1,Family,4,44.17775,107.573907,306.5772,1.731595,6.224928
11063,Transit,1,Family,3,52.045559999999995,127.09108,395.2749,2.2067900000000003,6.252365
11064,Transit,1,Other,0,27.96084,56.024586000000006,175.29254999999998,0.8193256,2.22
11065,Transit,1,Family,3,67.16626,115.281025,542.06085,2.8529430000000002,11.01952
11066,Transit,0,Family,1,38.753209999999996,93.31349399999999,274.18575,1.356826,4.44
11067,Active,1,Other,0,0.0,0.0,0.0,0.0,0.0
11068,Transit,0,Family,1,29.5208,77.862149,191.61270000000002,1.008497,4.44
11069,Active,0,Other,0,4.251239,22.583321,29.09775,0.1477501,2.22
11070,Transit,0,Other,0,11.573,44.198042,70.26836999999999,0.3263758,2.22
11071,Transit,1,Family,2,85.49566999999999,232.171569,765.7998,3.56091,11.20111
11072,Transit,1,Family,2,43.78629,103.503632,304.16445,1.6619549999999998,5.66549
11073,Transit,0,Family,1,49.1605,140.58328799999998,350.64855,1.8719919999999999,4.411068
11074,Transit,0,Family,3,45.38609,102.626632,293.30955000000006,1.437853,4.44
11075,Transit,1,Family,2,13.930579999999999,51.91242800000001,85.67856000000002,0.4273964,2.224806
11076,Transit,1,Other,1,10.34395,40.975651,72.4374,0.3541341,2.22
11077,Transit,1,Other,0,3.2446490000000003,24.079081,26.607675,0.1298828,2.22
11078,Transit,0,Family,1,46.08505,68.067791,335.3403,1.653334,10.00115
11079,Transit,1,Family,3,58.03162,129.15167,431.8437,2.118359,7.784016
11080,Transit,1,Family,2,79.02333,115.31227,593.65365,3.21065,12.25004
11081,Transit,0,Family,2,54.536069999999995,120.34003100000001,366.61245,1.8832849999999999,4.44
11082,Transit,0,Family,0,27.71745,63.837300000000006,173.328,0.8732643,4.224642
11083,Transit,1,Family,2,52.6354,145.299141,324.8868,2.1903099999999998,6.712597
11084,Transit,0,Family,0,40.03372,96.46727800000001,285.9432,1.407426,4.351381
11085,Transit,1,Family,1,97.259,197.4375,846.1425,4.283903,12.61143
11086,Active,0,Other,0,1.3160399999999999,18.911142,12.88956,0.05809153,2.22
11087,Auto,1,Family,3,70.28139,108.284884,566.78805,2.976626,10.88805
11088,Transit,0,Family,2,46.12806,108.641208,332.91990000000004,1.6558979999999999,4.313013
11089,Transit,0,Family,0,33.91288,64.483457,218.55944999999997,1.0143229999999999,2.22
11090,Transit,1,Other,1,13.6853,45.053975,83.29971,0.4115915,2.22
11091,Transit,0,Family,1,13.83755,47.490178,81.03960000000001,0.3794208,2.22
11092,Transit,0,Family,1,13.67019,52.977856,81.44665499999998,0.41788980000000003,2.22
11093,Transit,1,Family,2,16.38645,60.031108999999994,100.94917499999998,0.5168976,3.304528
11094,Active,1,Other,1,2.214657,28.156289,20.8431,0.09393708,2.22
11095,Transit,0,Family,0,40.31985,90.766757,260.50815,1.287526,6.254918
11096,Transit,0,Other,0,13.00682,42.921609,79.98583500000001,0.39592859999999996,2.22
11097,Transit,0,Family,3,47.812129999999996,127.27416,342.552,1.760044,6.579983
11098,Active,1,Other,0,3.7520599999999997,22.197995000000002,33.63918,0.1540842,2.22
11099,Transit,0,Family,1,20.14604,72.23938100000002,135.64248,0.7130424,4.179026
11100,Transit,1,Family,1,75.34215999999999,210.45692999999997,514.51695,2.860275,8.451158
11101,Transit,1,Family,2,46.47925,114.122413,336.46905,1.7514619999999999,6.25154
11102,Transit,1,Family,0,44.78164,112.25995799999998,292.70565,1.426535,3.0237279999999997
11103,Transit,0,Family,2,29.80957,71.61322200000002,181.74135,0.9157045,3.211186
11104,Transit,0,Family,0,28.71333,71.093376,175.08704999999998,0.868999,3.604017
11105,Transit,0,Family,0,16.8578,60.537877,107.102445,0.5257918,2.22
11106,Transit,1,Family,1,91.15756999999999,121.328224,716.9596499999999,3.7644849999999996,11.911430000000001
11107,Active,0,Other,0,6.813536,36.073146,48.531434999999995,0.22362159999999998,2.22
11108,Transit,1,Family,4,49.00979,130.079386,355.96169999999995,1.820516,6.241282
11109,Transit,1,Family,1,46.60617,121.932553,321.83625,1.595747,5.169796
11110,Transit,1,Family,2,64.00653,209.70513,506.01225,5.8065430000000005,7.417250999999999
11111,Active,0,Family,2,4.251239,22.583321,29.09775,0.1477501,2.22
11112,Transit,0,Family,1,31.02105,73.731088,203.10465,1.0619180000000001,4.44
11113,Transit,0,Other,0,4.157106,29.545142,33.551445,0.1580297,2.22
11114,Transit,1,Family,1,18.29127,50.249944,119.92112999999999,0.5853234,2.22
11115,Transit,0,Family,2,9.914093,41.05622200000001,65.07153,0.30632329999999997,2.22
11116,Transit,1,Family,2,70.93290999999999,183.489453,423.59175,2.288656,7.224402
11117,Transit,1,Family,3,25.52355,60.323864,150.31815,0.7580771,2.22
11118,Active,0,Other,0,0.8042355,15.527982000000002,8.042354999999999,0.03624583,2.22
11119,Transit,1,Other,1,13.83755,47.490178,81.03960000000001,0.3794208,2.22
11120,Active,0,Other,0,8.576733,42.606738,56.43881999999999,0.2553436,2.22
11121,Transit,0,Family,2,33.3424,84.32119900000002,187.52505,0.9177029000000001,4.47649
11122,Transit,1,Family,1,46.12806,108.641208,332.91990000000004,1.6558979999999999,4.313013
11123,Transit,0,Family,1,50.44737,126.325236,345.9171,1.683401,4.78341
11124,Transit,1,Family,2,49.43327,111.516498,308.26245,1.458472,5.22
11125,Transit,1,Family,2,65.02212,160.94667700000005,392.0355,2.168962,6.382936
11126,Active,1,Other,0,0.0,0.0,0.0,0.0,0.0
11127,Transit,1,Family,2,94.60998000000001,114.47935,728.40525,3.748156,12.65554
11128,Transit,1,Family,2,68.81675,96.309475,562.2105,2.943755,11.011289999999999
11129,Transit,0,Family,1,70.4369,142.99892,534.5697000000001,2.940075,10.61115
11130,Transit,0,Family,2,72.09035,101.133529,522.9604499999999,2.763421,10.720289999999999
11131,Transit,1,Family,2,41.070240000000005,101.657658,285.86625,1.5434139999999998,6.08744
11132,Transit,0,Family,2,80.8548,80.51478800000002,591.64575,3.295351,11.638860000000001
11133,Transit,1,Other,1,10.30215,59.701618999999994,77.34339,0.37024819999999997,2.22
11134,Transit,1,Family,2,29.278129999999997,55.93748600000001,183.09345,0.8613417,2.22
11135,Transit,1,Other,1,24.40044,64.589759,138.45387,0.6559904000000001,3.858084
11136,Transit,0,Family,2,8.723502,41.235118,60.194205000000004,0.28777470000000005,2.22
11137,Transit,1,Family,1,16.76352,54.422743000000004,109.91897999999999,0.5550293000000001,4.380091
11138,Transit,0,Family,0,45.792120000000004,122.589717,337.3587,1.6510740000000002,3.1953560000000003
11139,Transit,0,Other,0,33.22063,77.010588,188.94584999999998,0.9034023999999999,5.332402
11140,Active,1,Other,1,0.621459,15.787367000000001,6.21459,0.02800833,2.22
11141,Transit,0,Family,0,50.53774,129.420413,356.4195,1.784138,4.44
11142,Transit,1,Other,0,29.278129999999997,55.93748600000001,183.09345,0.8613417,2.22
11143,Transit,1,Family,0,49.23251,131.429281,328.8027,1.5987850000000001,2.824468
11144,Transit,1,Other,1,30.879140000000003,71.635689,201.7845,0.9448325999999999,2.779451
11145,Transit,0,Other,0,48.101490000000005,109.792241,311.57564999999994,1.584152,4.44
11146,Transit,1,Family,1,64.88086,117.325933,521.3440499999999,2.759576,11.10413
11147,Transit,0,Family,1,7.163255,29.815493,45.398355,0.2229034,2.22
11148,Active,0,Other,0,2.214657,28.156289,20.8431,0.09393708,2.22
11149,Auto,1,Family,3,68.97466,103.602005,500.07450000000006,2.652566,10.550510000000001
11150,Transit,0,Family,1,29.821070000000002,70.18956999999999,183.83355,0.9215646000000001,3.571561
11151,Transit,1,Family,1,31.15673,62.398617,200.27325,0.9319105999999999,2.22
11152,Transit,1,Other,0,13.83755,47.490178,81.03960000000001,0.3794208,2.22
11153,Transit,0,Other,0,2.214657,28.156289,20.8431,0.09393708,2.22
11154,Transit,1,Family,2,62.670519999999996,148.66626399999996,374.4615,1.9750159999999999,6.857838
11155,Active,1,Other,2,1.3160399999999999,18.911142,12.88956,0.05809153,2.22
11156,Transit,0,Family,2,53.096340000000005,128.16978899999998,358.07505,1.794809,4.5694870000000005
11157,Transit,1,Other,2,75.16356999999999,94.659526,642.0267,3.081235,11.41367
11158,Transit,1,Family,0,21.17325,51.002669,115.08270000000002,0.5385174,2.22
11159,Transit,1,Family,2,40.1268,118.40123200000001,279.4953,1.51474,4.45977
11160,Transit,1,Family,3,60.487759999999994,97.52583,486.55095,2.602768,11.45403
11161,Transit,1,Family,2,54.536069999999995,120.34003100000001,366.61245,1.8832849999999999,4.44
11162,Transit,0,Family,0,13.83755,47.490178,81.03960000000001,0.3794208,2.22
11163,Transit,0,Family,0,31.006259999999997,61.059167,198.6333,0.9245194999999999,2.22
11164,Active,1,Family,1,2.494198,18.939634,20.361300000000004,0.09401726,2.22
11165,Transit,0,Family,0,34.61444,54.266311,202.12485,0.9760661,8.205617
11166,Transit,0,Family,2,87.60793000000001,142.219814,712.0768499999999,3.619182,11.911430000000001
11167,Active,0,Family,0,2.632994,22.768929999999997,20.532674999999998,0.09253804,2.22
11168,Transit,1,Family,3,40.86432,108.4349,264.63554999999997,1.241934,2.2819689999999997
11169,Transit,1,Family,2,61.39289,80.96050000000002,485.44575,2.577584,11.195889999999999
11170,Active,1,Other,0,4.76811,21.273948,34.710119999999996,0.15741529999999998,2.22
11171,Auto,1,Family,2,74.06443,108.230881,581.1752999999999,2.968934,16.0982
11172,Active,0,Other,0,2.596013,25.225413,22.942349999999998,0.1085633,2.22
11173,Transit,0,Family,1,51.41198,117.552595,385.8855,1.894184,4.376378
11174,Transit,1,Other,0,28.71333,71.093376,175.08704999999998,0.868999,3.604017
11175,Transit,0,Other,0,2.214657,28.156289,20.8431,0.09393708,2.22
11176,Transit,1,Other,0,34.48887,67.022681,201.20505,0.9400222,2.22
11177,Transit,1,Family,4,66.4193,176.26190400000004,491.33729999999997,3.471371,8.396688000000001
11178,Transit,0,Family,1,64.00653,209.70513,506.01225,5.8065430000000005,7.417250999999999
11179,Active,1,Other,1,1.360328,16.237123999999998,11.563034999999998,0.05211307,2.22
11180,Transit,1,Family,2,48.27309,102.439817,355.1988,1.77417,8.893542
11181,Transit,0,Family,3,30.58055,62.69161700000001,202.65030000000002,0.9330142,2.22
11182,Transit,0,Other,0,12.13969,45.296812,80.26637999999998,0.3739113,2.22
11183,Active,1,Other,0,0.0,0.0,0.0,0.0,0.0
11184,Active,1,Other,0,2.494198,18.939634,20.361300000000004,0.09401726,2.22
11185,Transit,1,Family,2,70.84606,187.65665,547.72095,3.067221,8.454986
11186,Transit,0,Family,0,32.85922,62.997754,210.94575,1.1035780000000002,2.22
11187,Transit,1,Family,1,32.33132,73.330063,194.90084999999996,1.008606,2.22
11188,Transit,0,Family,1,27.9286,72.121095,185.93204999999998,0.8513622999999999,4.44
11189,Transit,0,Other,0,23.738039999999998,60.028154,150.16665000000003,0.7063918,2.22
11190,Transit,1,Family,2,46.76034,117.52212099999998,308.2215,1.445756,5.22
11191,Active,1,Other,0,0.0,0.0,0.0,0.0,0.0
11192,Transit,0,Family,1,35.06234,61.566579000000004,212.26004999999998,1.038825,2.22
11193,Transit,0,Family,2,73.76635,150.49369,569.92935,3.052052,9.136491
11194,Auto,1,Family,2,50.91604,152.570102,393.3789,1.9504110000000001,6.575564
11195,Active,1,Family,1,10.30215,59.701618999999994,77.34339,0.37024819999999997,2.22
11196,Transit,1,Family,2,48.27309,102.439817,355.1988,1.77417,8.893542
11197,Transit,1,Family,1,39.69207,116.74814099999999,286.6515,1.3981629999999998,2.76966
11198,Active,0,Other,0,1.908621,19.686801000000003,17.448165,0.08169769,2.22
11199,Active,0,Other,0,0.0,0.0,0.0,0.0,0.0
11200,Active,1,Other,0,2.2499919999999998,17.489981,20.610945,0.0928908,2.22
11201,Transit,1,Family,3,23.32844,60.783997,129.92512499999998,0.6054103,2.22
11202,Transit,1,Family,1,32.36742,66.304965,186.81435000000002,0.8634028,2.22
11203,Transit,1,Family,1,20.24051,55.64994400000001,130.394595,0.6529413000000001,2.22
11204,Transit,1,Other,1,17.962670000000003,57.228443000000006,106.95936,0.4901481,2.22
11205,Transit,1,Family,1,66.08421,219.81117,479.37735000000004,2.357191,7.925503
11206,Transit,1,Family,1,40.12743,101.780039,286.43805,1.631084,4.348629
11207,Transit,0,Family,1,20.609939999999998,52.273371000000004,127.348785,0.6162824,2.22
11208,Active,1,Other,0,1.3160399999999999,18.911142,12.88956,0.05809153,2.22
11209,Active,0,Other,0,0.0,0.0,0.0,0.0,0.0
11210,Transit,1,Family,2,56.80992,121.511696,346.66125,1.631167,6.919744000000001
11211,Active,0,Other,0,4.249206,22.282265,28.91922,0.1335009,2.22
11212,Active,0,Other,0,0.0,0.0,0.0,0.0,0.0
11213,Transit,1,Other,1,66.4193,176.26190400000004,491.33729999999997,3.471371,8.396688000000001
11214,Transit,1,Family,2,24.089170000000003,51.525071000000004,125.18466000000001,0.6311588,2.22
11215,Transit,1,Family,1,82.37284,109.19392,636.453,3.7593089999999996,12.8482
11216,Transit,1,Other,0,20.14604,72.23938100000002,135.64248,0.7130424,4.179026
11217,Transit,1,Family,0,52.09319,129.259348,383.56064999999995,2.014663,6.558228999999999
11218,Transit,1,Other,1,56.16718,151.714665,447.40080000000006,2.4204,7.084623
11219,Transit,1,Family,1,32.209920000000004,70.069197,229.73084999999998,1.162929,2.22
11220,Transit,1,Family,1,30.80381,79.477046,178.8459,0.8593997,4.44
11221,Transit,1,Other,1,8.307803,36.803835,60.328095000000005,0.28837820000000003,2.22
11222,Transit,1,Family,1,40.42263,86.103646,259.81995,1.271123,6.173533
11223,Transit,0,Family,0,68.55105999999999,224.05425,507.4352999999999,2.546565,7.072469
11224,Transit,1,Family,2,30.46521,69.21785600000001,175.37834999999998,0.9179895,4.44
11225,Transit,1,Other,0,7.789766999999999,41.226511,52.958085000000004,0.2530336,2.22
11226,Transit,1,Other,1,8.307803,36.803835,60.328095000000005,0.28837820000000003,2.22
11227,Active,1,Other,0,2.214657,28.156289,20.8431,0.09393708,2.22
11228,Transit,1,Family,2,53.31908000000001,137.013484,385.8057,1.9477360000000001,4.427837
11229,Transit,1,Family,1,47.76566,132.37221,353.10330000000005,1.7221819999999999,2.843683
11230,Transit,1,Family,1,61.8036,125.17251000000002,453.58485,2.642116,9.906255999999999
11231,Transit,1,Family,2,69.83139,100.41553,448.70264999999995,2.613394,10.92032
11232,Transit,0,Family,0,28.971690000000002,63.47426899999999,186.8133,0.9948127,4.049703
11233,Transit,1,Family,4,20.971970000000002,129.350658,242.454,6.376028,3.863833
11234,Auto,1,Family,6,51.05358,195.94783,422.1195,2.130466,5.737235
11235,Active,0,Other,0,2.844491,38.838778999999995,28.97367,0.13058050000000002,2.22
11236,Transit,1,Family,2,10.34646,39.794201,85.99434,0.3930789,2.22
11237,Transit,0,Family,0,42.9229,172.72862600000005,357.201,1.6950290000000001,2.22
11238,Transit,1,Other,1,59.83696,187.107768,583.8118499999999,2.677655,10.16388
11239,Transit,0,Family,2,56.91968000000001,370.93481,587.44425,4.689769999999999,4.263287
11240,Transit,0,Other,0,30.142879999999998,154.212395,266.94,1.295915,2.22
11241,Auto,1,Family,2,20.6748,55.871168000000004,157.88295000000002,0.7115576,5.999664
